phase,eof,term,legacy,corrected,diff
mature,4,RGz,-0.367756,-0.284644,0.0831118
mature,4,RKz,0.0250134,0.187207,0.162194
mature,4,RGe,-0.168377,0.0759915,0.244368
mature,4,RKe,0.0714164,0.138428,0.0670116
mature,5,Az,-0.212096,-0.509215,-0.297119
mature,5,Ae,0.0327613,0.0775314,0.0447701
mature,5,Kz,-0.208151,-0.222524,-0.0143726
mature,5,Ke,0.0460309,0.249556,0.203525
mature,5,Cz,-0.0101706,-0.167467,-0.157297
mature,5,Ca,-0.153875,-0.220708,-0.0668332
mature,5,Ck,0.578834,0.414326,-0.164509
mature,5,Ce,0.280552,0.175458,-0.105094
mature,5,Gz,0.201785,0.294855,0.0930701
mature,5,Ge,0.486163,0.388043,-0.0981194
mature,5,BAz,-0.0715776,-0.47046,-0.398883
mature,5,BAe,0.362721,0.0229111,-0.33981
mature,5,BKz,-0.317157,-0.23193,0.0852271
mature,5,BKe,0.670404,0.274857,-0.395547
mature,5,BΦZ,-0.0990802,0.050308,0.149388
mature,5,BΦE,0.0144081,0.112359,0.0979512
mature,5,∂Az/∂t (finite diff.),0.205083,0.357806,0.152723
mature,5,∂Ae/∂t (finite diff.),0.198561,-0.463545,-0.662106
mature,5,∂Kz/∂t (finite diff.),0.419843,0.065205,-0.354638
mature,5,∂Ke/∂t (finite diff.),0.0612904,-0.377599,-0.43889
mature,5,RGz,0.151431,0.489856,0.338425
mature,5,RKz,0.189113,0.093279,-0.0958343
mature,5,RGe,0.115204,0.267425,0.15222
mature,5,RKe,-0.011271,-0.00998182,0.00128922
mature,6,Az,0.26307,0.12643,-0.13664
mature,6,Ae,0.200956,0.292041,0.0910851
mature,6,Kz,0.354189,0.189775,-0.164413
mature,6,Ke,-0.0528508,0.103528,0.156379
mature,6,Cz,0.579573,0.532126,-0.0474472
mature,6,Ca,-0.0222603,0.0334985,0.0557588
mature,6,Ck,-0.0430871,-0.00443406,0.038653
mature,6,Ce,0.05871,0.0822922,0.0235822
mature,6,Gz,0.596189,0.625954,0.0297648
mature,6,Ge,0.0383652,0.00425706,-0.0341081
mature,6,BAz,0.171918,0.0732963,-0.0986213
mature,6,BAe,0.318726,0.37085,0.0521241
mature,6,BKz,-0.0894052,-0.159256,-0.0698506
mature,6,BKe,0.0688072,0.192479,0.123672
mature,6,BΦZ,0.198246,-0.0537421,-0.251988
mature,6,BΦE,0.136998,0.154137,0.0171389
mature,6,∂Az/∂t (finite diff.),-0.217708,-0.100222,0.117486
mature,6,∂Ae/∂t (finite diff.),0.0174535,0.030432,0.0129785
mature,6,∂Kz/∂t (finite diff.),-0.291842,-0.201276,0.0905661
mature,6,∂Ke/∂t (finite diff.),0.321533,0.388572,0.0670389
mature,6,RGz,0.133008,0.359969,0.22696
mature,6,RKz,-0.0878477,-0.0144059,0.0734418
mature,6,RGe,-0.195184,-0.331103,-0.135919
mature,6,RKe,-0.0174495,-0.0722559,-0.0548064
mature,7,Az,-0.304137,-0.443342,-0.139205
mature,7,Ae,0.0769097,0.0335347,-0.0433751
mature,7,Kz,-0.327251,-0.466712,-0.139461
mature,7,Ke,0.0805365,0.145084,0.0645477
mature,7,Cz,-0.12719,-0.252766,-0.125577
mature,7,Ca,0.0603595,0.00807898,-0.0522805
mature,7,Ck,-0.263417,-0.112562,0.150855
mature,7,Ce,-0.138328,-0.122057,0.0162712
mature,7,Gz,-0.123334,-0.177734,-0.0544001
mature,7,Ge,-0.361095,-0.313612,0.047483
mature,7,BAz,-0.256463,-0.319718,-0.0632549
mature,7,BAe,0.287686,0.251525,-0.0361608
mature,7,BKz,-0.13265,-0.0951949,0.0374553
mature,7,BKe,0.0141295,0.217674,0.203544
mature,7,BΦZ,0.128779,0.146103,0.0173239
mature,7,BΦE,0.171756,-0.0391848,-0.210941
mature,7,∂Az/∂t (finite diff.),-0.236539,-0.204057,0.0324822
mature,7,∂Ae/∂t (finite diff.),0.402941,0.367661,-0.0352801
mature,7,∂Kz/∂t (finite diff.),0.0400548,0.0947919,0.0547371
mature,7,∂Ke/∂t (finite diff.),0.463976,0.365399,-0.0985764
mature,7,RGz,0.0556463,0.0417638,-0.0138825
mature,7,RKz,0.206915,0.168907,-0.0380079
mature,7,RGe,-0.245293,-0.262122,-0.0168293
mature,7,RKe,-0.0753191,-0.127744,-0.0524253
mature,8,Az,0.193482,0.0966041,-0.0968774
mature,8,Ae,0.291999,-0.0860923,-0.378092
mature,8,Kz,0.0580633,0.0850972,0.0270339
mature,8,Ke,0.418546,-0.1508,-0.569346
mature,8,Cz,-0.0504508,-0.19541,-0.144959
mature,8,Ca,0.0304011,0.0466673,0.0162662
mature,8,Ck,-0.155567,-0.195284,-0.0397164
mature,8,Ce,0.0368906,0.138767,0.101876
mature,8,Gz,-0.0783461,0.084593,0.162939
mature,8,Ge,-0.0983908,0.303441,0.401832
mature,8,BAz,-0.0423838,-0.297013,-0.254629
mature,8,BAe,0.132463,0.00475382,-0.127709
mature,8,BKz,0.185702,0.234228,0.0485257
mature,8,BKe,0.0815044,-0.240901,-0.322406
mature,8,BΦZ,-0.270789,-0.0796827,0.191107
mature,8,BΦE,-0.3206,-0.0809682,0.239632
mature,8,∂Az/∂t (finite diff.),0.4029,0.125271,-0.277629
mature,8,∂Ae/∂t (finite diff.),-0.190689,0.283711,0.4744
mature,8,∂Kz/∂t (finite diff.),0.0759481,0.069184,-0.00676408
mature,8,∂Ke/∂t (finite diff.),0.240426,0.392256,0.15183
mature,8,RGz,0.255111,0.332856,0.0777443
mature,8,RKz,-0.0549893,-0.0692649,-0.0142755
mature,8,RGe,-0.161737,0.269973,0.43171
mature,8,RKe,-0.157403,0.080853,0.238256
decay,1,Az,0.271774,0.313098,0.0413232
decay,1,Ae,0.63447,0.584596,-0.049874
decay,1,Kz,0.328785,0.343912,0.0151275
decay,1,Ke,0.502924,0.464275,-0.0386483
decay,1,Cz,0.0526288,0.0885597,0.0359309
decay,1,Ca,0.89637,0.883687,-0.0126829
decay,1,Ck,-0.645051,-0.59163,0.0534209
decay,1,Ce,0.840144,0.769489,-0.0706548
decay,1,Gz,-0.110899,-0.113789,-0.00288945
decay,1,Ge,0.494849,0.419343,-0.0755061
decay,1,BAz,0.62967,0.60428,-0.0253906
decay,1,BAe,-0.539748,-0.550493,-0.0107457
decay,1,BKz,-0.692042,-0.752204,-0.0601626
decay,1,BKe,-0.338296,-0.380011,-0.0417157
decay,1,BΦZ,0.711534,0.796583,0.0850489
decay,1,BΦE,0.593548,-0.807956,-1.4015
decay,1,∂Az/∂t (finite diff.),0.0981223,0.207274,0.109151
decay,1,∂Ae/∂t (finite diff.),-0.131634,-0.145438,-0.0138045
decay,1,∂Kz/∂t (finite diff.),0.339794,0.406117,0.0663233
decay,1,∂Ke/∂t (finite diff.),-0.207308,-0.224881,-0.0175733
decay,1,RGz,-0.451222,0.12671,0.577932
decay,1,RKz,0.794756,0.85133,0.0565734
decay,1,RGe,0.817197,0.219839,-0.597357
decay,1,RKe,-0.818474,-0.762252,0.0562215
decay,2,Az,0.486949,0.377795,-0.109154
decay,2,Ae,-0.25933,-0.31019,-0.0508602
decay,2,Kz,0.298186,0.222256,-0.0759301
decay,2,Ke,-0.294837,-0.348855,-0.0540175
decay,2,Cz,0.380808,0.254613,-0.126194
decay,2,Ca,-0.0891526,-0.172464,-0.0833118
decay,2,Ck,-0.252701,-0.256254,-0.00355297
decay,2,Ce,-0.313982,-0.430476,-0.116494
decay,2,Gz,0.0341066,0.000223911,-0.0338827
decay,2,Ge,-0.416875,-0.568466,-0.15159
decay,2,BAz,0.0640696,-0.133313,-0.197383
decay,2,BAe,-0.109454,0.0434093,0.152863
decay,2,BKz,-0.325785,-0.254417,0.071368
decay,2,BKe,-0.422937,-0.402006,0.0209307
decay,2,BΦZ,0.0648707,0.32361,0.258739
decay,2,BΦE,-0.0852818,0.121566,0.206847
decay,2,∂Az/∂t (finite diff.),0.679051,0.59255,-0.086501
decay,2,∂Ae/∂t (finite diff.),-0.20491,-0.181571,0.0233385
decay,2,∂Kz/∂t (finite diff.),0.34814,0.240254,-0.107886
decay,2,∂Ke/∂t (finite diff.),-0.156195,-0.11878,0.0374148
decay,2,RGz,0.528371,0.603491,0.0751192
decay,2,RKz,0.381917,0.311479,-0.0704388
decay,2,RGe,-0.210591,-0.460033,-0.249441
decay,2,RKe,0.18037,0.2844,0.10403
decay,3,Az,0.24684,0.624726,0.377886
decay,3,Ae,-0.0327573,0.0157469,0.0485042
decay,3,Kz,-0.0745391,0.429182,0.503721
decay,3,Ke,-0.00489694,-0.281479,-0.276582
decay,3,Cz,0.508009,0.594281,0.0862721
decay,3,Ca,0.220044,0.0894714,-0.130572
decay,3,Ck,-0.338921,0.012539,0.35146
decay,3,Ce,-0.1292,0.0197239,0.148924
decay,3,Gz,0.0668941,0.10129,0.0343955
decay,3,Ge,-0.145276,0.0754625,0.220738
decay,3,BAz,0.470636,0.577178,0.106542
decay,3,BAe,-0.383017,0.0283895,0.411407
decay,3,BKz,0.216097,0.0779931,-0.138104
decay,3,BKe,-0.246049,0.0597451,0.305794
decay,3,BΦZ,-0.43802,-0.135471,0.302549
decay,3,BΦE,-0.531525,0.140081,0.671606
decay,3,∂Az/∂t (finite diff.),-0.153509,-0.0548421,0.0986665
decay,3,∂Ae/∂t (finite diff.),0.509913,0.379492,-0.130421
decay,3,∂Kz/∂t (finite diff.),-0.148126,-0.0220461,0.12608
decay,3,∂Ke/∂t (finite diff.),0.552413,0.480948,-0.0714645
decay,3,RGz,-0.258228,-0.300892,-0.0426646
decay,3,RKz,-0.165234,-0.130428,0.0348057
decay,3,RGe,0.264604,0.00827737,-0.256327
decay,3,RKe,0.0465316,0.10622,0.0596882
decay,4,Az,0.567119,0.253313,-0.313806
decay,4,Ae,0.0844114,0.127195,0.0427836
decay,4,Kz,0.609888,0.473813,-0.136075
decay,4,Ke,-0.272898,-0.126907,0.14599
decay,4,Cz,0.0736226,-0.309267,-0.38289
decay,4,Ca,-0.0615989,-0.115786,-0.0541872
decay,4,Ck,0.459495,0.64379,0.184294
decay,4,Ce,0.209813,0.252334,0.0425205
decay,4,Gz,-0.105397,-0.181007,-0.0756106
decay,4,Ge,0.325295,0.311033,-0.0142612
decay,4,BAz,0.309166,-0.0477009,-0.356866
decay,4,BAe,0.392778,0.550171,0.157393
decay,4,BKz,-0.018738,-0.171828,-0.15309
decay,4,BKe,0.535184,0.549657,0.0144735
decay,4,BΦZ,-0.130535,0.180037,0.310572
decay,4,BΦE,-0.186373,0.184739,0.371113
decay,4,∂Az/∂t (finite diff.),0.139976,0.225653,0.0856767
decay,4,∂Ae/∂t (finite diff.),0.128163,-0.217339,-0.345502
decay,4,∂Kz/∂t (finite diff.),0.270394,0.353582,0.0831876
decay,4,∂Ke/∂t (finite diff.),0.0872718,-0.313039,-0.400311
decay,4,RGz,-0.265677,-0.131795,0.133882
decay,4,RKz,-0.0368133,0.10873,0.145544
decay,4,RGe,-0.0791153,-0.274773,-0.195658
decay,4,RKe,-0.0246058,-0.0223402,0.00226563
decay,5,Az,-0.18697,-0.0159744,0.170996
decay,5,Ae,0.109441,0.432473,0.323032
decay,5,Kz,-0.160646,0.112576,0.273222
decay,5,Ke,0.113414,0.324038,0.210624
decay,5,Cz,0.564488,0.283038,-0.281451
decay,5,Ca,-0.105169,0.0324323,0.137601
decay,5,Ck,0.0994398,-0.0637901,-0.16323
decay,5,Ce,0.107514,0.153096,0.0455814
decay,5,Gz,0.828757,0.571638,-0.257118
decay,5,Ge,0.342031,0.153784,-0.188247
decay,5,BAz,0.0356115,-0.172766,-0.208377
decay,5,BAe,0.162323,0.332469,0.170147
decay,5,BKz,-0.189298,-0.0295577,0.159741
decay,5,BKe,0.181555,-0.0227228,-0.204278
decay,5,BΦZ,0.0446522,-0.140801,-0.185453
decay,5,BΦE,0.041367,0.0970915,0.0557245
decay,5,∂Az/∂t (finite diff.),0.0317909,-0.0897494,-0.12154
decay,5,∂Ae/∂t (finite diff.),-0.037669,-0.21809,-0.180421
decay,5,∂Kz/∂t (finite diff.),-0.0212924,-0.330477,-0.309184
decay,5,∂Ke/∂t (finite diff.),0.197034,0.13423,-0.0628041
decay,5,RGz,0.328963,0.431021,0.102058
decay,5,RKz,0.0540337,-0.0914439,-0.145478
decay,5,RGe,-0.0117495,-0.387703,-0.375953
decay,5,RKe,-0.0397907,-0.080306,-0.0405153
decay,6,Az,-0.27784,-0.20785,0.0699898
decay,6,Ae,0.0286418,0.247691,0.219049
decay,6,Kz,-0.360579,-0.267663,0.0929165
decay,6,Ke,0.290668,0.344216,0.0535476
decay,6,Cz,-0.231018,0.174467,0.405485
decay,6,Ca,-0.00231616,-0.0468011,-0.0444849
decay,6,Ck,0.107151,-0.0262316,-0.133382
decay,6,Ce,0.0160498,-0.00664375,-0.0226935
decay,6,Gz,-0.1162,-0.0906165,0.0255831
decay,6,Ge,0.119431,0.0240521,-0.0953792
decay,6,BAz,-0.0260073,0.342397,0.368404
decay,6,BAe,-0.0778295,0.203104,0.280934
decay,6,BKz,-0.0197223,0.144558,0.16428
decay,6,BKe,0.171249,-0.330658,-0.501908
decay,6,BΦZ,-0.360749,0.00869886,0.369448
decay,6,BΦE,-0.314108,0.22621,0.540318
decay,6,∂Az/∂t (finite diff.),0.449486,0.15142,-0.298066
decay,6,∂Ae/∂t (finite diff.),0.261041,-0.00299973,-0.26404
decay,6,∂Kz/∂t (finite diff.),0.610358,0.369633,-0.240724
decay,6,∂Ke/∂t (finite diff.),-0.0346231,-0.162741,-0.128117
decay,6,RGz,0.1209,-0.287661,-0.408561
decay,6,RKz,0.191871,-0.00867898,-0.20055
decay,6,RGe,0.151595,-0.202618,-0.354213
decay,6,RKe,-0.0528144,0.286918,0.339732
decay,7,Az,0.219388,0.226373,0.00698466
decay,7,Ae,0.473608,0.196897,-0.276711
decay,7,Kz,0.272447,0.306319,0.0338719
decay,7,Ke,0.425233,0.0366163,-0.388617
decay,7,Cz,-0.182202,-0.352694,-0.170492
decay,7,Ca,0.0503906,0.176855,0.126465
decay,7,Ck,-0.250306,-0.267227,-0.0169212
decay,7,Ce,0.0251847,-0.00771521,-0.0328999
decay,7,Gz,-0.0393461,-0.559313,-0.519967
decay,7,Ge,-0.0210246,-0.307833,-0.286809
decay,7,BAz,-0.325548,-0.0481766,0.277371
decay,7,BAe,0.282514,0.122895,-0.159619
decay,7,BKz,0.15328,0.228691,0.0754105
decay,7,BKe,-0.125117,-0.256057,-0.130939
decay,7,BΦZ,-0.0389926,-0.0739394,-0.0349468
decay,7,BΦE,-0.0520999,-0.162894,-0.110794
decay,7,∂Az/∂t (finite diff.),0.101195,-0.309809,-0.411004
decay,7,∂Ae/∂t (finite diff.),0.171176,-0.0909745,-0.26215
decay,7,∂Kz/∂t (finite diff.),-0.12084,-0.338377,-0.217537
decay,7,∂Ke/∂t (finite diff.),0.316653,-0.0604459,-0.377099
decay,7,RGz,0.341376,-0.245546,-0.586922
decay,7,RKz,-0.0660305,-0.177837,-0.111807
decay,7,RGe,-0.17793,-0.534305,-0.356375
decay,7,RKe,-0.0921354,-0.0701305,0.0220049
decay,8,Az,-0.0421011,-0.0759945,-0.0338934
decay,8,Ae,-0.175639,0.185227,0.360866
decay,8,Kz,-0.075236,-0.121358,-0.0461222
decay,8,Ke,-0.314094,0.150699,0.464793
decay,8,Cz,-0.117078,-0.249502,-0.132424
decay,8,Ca,0.0469583,0.0661516,0.0191932
decay,8,Ck,-0.00224948,-0.0632394,-0.0609899
decay,8,Ce,-0.0637816,-0.023807,0.0399746
decay,8,Gz,-0.0696126,-0.168992,-0.0993798
decay,8,Ge,-0.134616,-0.0877714,0.0468442
decay,8,BAz,-0.184592,-0.225669,-0.0410766
decay,8,BAe,0.07506,0.22082,0.14576
decay,8,BKz,-0.293584,-0.0838088,0.209775
decay,8,BKe,0.159737,0.127825,-0.0319116
decay,8,BΦZ,0.254706,0.165721,-0.0889847
decay,8,BΦE,0.292485,0.083667,-0.208818
decay,8,∂Az/∂t (finite diff.),-0.138916,0.0212628,0.160179
decay,8,∂Ae/∂t (finite diff.),0.586923,0.701653,0.114731
decay,8,∂Kz/∂t (finite diff.),0.086111,0.213583,0.127472
decay,8,∂Ke/∂t (finite diff.),0.462733,0.548091,0.0853575
decay,8,RGz,0.0815014,0.192351,0.110849
decay,8,RKz,0.259546,0.172362,-0.0871842
decay,8,RGe,0.0315682,-0.123215,-0.154783
decay,8,RKe,0.00523474,-0.0243814,-0.0296162
