track_id,cluster,version
19850248,2,before
19850253,3,before
19850265,5,before
19850286,2,before
19850310,1,before
19850316,3,before
19850329,2,before
19850342,3,before
19850348,2,before
19850359,2,before
19850371,5,before
19850375,2,before
19850392,2,before
19850398,1,before
19850402,1,before
19850438,2,before
19850445,3,before
19850479,2,before
19850509,3,before
19850529,2,before
19850565,3,before
19850639,2,before
19850648,2,before
19850738,2,before
19850749,1,before
19850759,3,before
19850785,1,before
19850797,1,before
19850815,3,before
19850849,4,before
19850897,4,before
19850923,5,before
19851039,5,before
19851050,1,before
19860008,1,before
19860029,1,before
19860076,2,before
19860092,2,before
19860095,5,before
19860138,2,before
19860146,1,before
19860154,1,before
19860162,1,before
19860178,5,before
19860195,2,before
19860202,4,before
19860208,1,before
19860229,1,before
19860295,3,before
19860298,1,before
19860330,1,before
19860346,2,before
19860349,2,before
19860369,2,before
19860409,3,before
19860410,5,before
19860430,1,before
19860443,4,before
19860512,1,before
19860526,2,before
19860584,3,before
19860599,3,before
19860601,4,before
19860608,5,before
19860610,2,before
19860681,2,before
19860758,3,before
19860766,3,before
19860771,2,before
19860773,5,before
19860782,3,before
19860831,3,before
19860849,3,before
19860853,3,before
19860874,1,before
19860879,4,before
19860921,3,before
19860963,4,before
19860987,1,before
19861021,1,before
19861054,1,before
19861094,4,before
19861098,1,before
19870025,5,before
19870080,1,before
19870110,1,before
19870214,2,before
19870237,1,before
19870253,3,before
19870280,1,before
19870300,2,before
19870307,1,before
19870428,3,before
19870454,1,before
19870475,2,before
19870483,2,before
19870495,3,before
19870546,1,before
19870548,2,before
19870554,3,before
19870641,2,before
19870642,5,before
19870649,3,before
19870709,5,before
19870710,5,before
19870714,2,before
19870741,2,before
19870780,3,before
19870793,1,before
19870818,1,before
19870825,2,before
19870840,4,before
19870848,3,before
19870926,1,before
19871082,2,before
19871097,1,before
19871122,5,before
19880012,1,before
19880042,5,before
19880056,1,before
19880068,1,before
19880173,2,before
19880179,1,before
19880215,1,before
19880225,1,before
19880256,4,before
19880272,2,before
19880299,4,before
19880341,4,before
19880407,1,before
19880481,5,before
19880490,1,before
19880581,3,before
19880648,2,before
19880650,3,before
19880698,2,before
19880800,3,before
19880869,2,before
19880874,1,before
19880933,4,before
19880946,5,before
19880950,3,before
19880957,2,before
19880964,4,before
19880984,1,before
19881004,1,before
19881033,3,before
19881039,4,before
19881046,2,before
19881098,1,before
19881132,2,before
19881142,2,before
19890017,1,before
19890058,5,before
19890075,2,before
19890079,1,before
19890108,1,before
19890146,2,before
19890152,1,before
19890192,5,before
19890206,2,before
19890281,1,before
19890312,4,before
19890324,2,before
19890330,1,before
19890381,1,before
19890383,4,before
19890398,3,before
19890430,1,before
19890495,5,before
19890504,2,before
19890546,4,before
19890577,1,before
19890594,3,before
19890611,4,before
19890683,5,before
19890691,3,before
19890706,1,before
19890721,3,before
19890770,5,before
19890781,3,before
19890797,1,before
19890827,2,before
19890832,1,before
19890844,4,before
19890872,4,before
19890925,1,before
19890971,3,before
19890988,1,before
19891045,2,before
19891057,5,before
19891066,1,before
19891122,1,before
19891150,1,before
19900062,1,before
19900066,1,before
19900070,1,before
19900079,1,before
19900146,1,before
19900228,2,before
19900231,1,before
19900247,1,before
19900253,5,before
19900278,1,before
19900317,1,before
19900345,1,before
19900356,4,before
19900390,1,before
19900400,4,before
19900409,4,before
19900423,4,before
19900479,2,before
19900502,3,before
19900520,2,before
19900661,1,before
19900697,1,before
19900709,1,before
19900720,2,before
19900742,4,before
19900755,3,before
19900818,4,before
19900839,4,before
19900854,1,before
19900940,1,before
19900978,1,before
19901007,1,before
19901017,4,before
19901076,4,before
19901100,3,before
19901102,5,before
19901116,1,before
19901130,5,before
19901133,1,before
19910057,1,before
19910081,5,before
19910218,5,before
19910222,1,before
19910260,4,before
19910293,1,before
19910317,4,before
19910374,5,before
19910380,3,before
19910421,5,before
19910440,3,before
19910446,1,before
19910454,2,before
19910557,1,before
19910603,4,before
19910655,3,before
19910662,5,before
19910683,2,before
19910691,2,before
19910710,1,before
19910747,2,before
19910886,3,before
19910919,3,before
19911037,3,before
19911042,1,before
19911055,2,before
19911070,1,before
19911126,1,before
19911132,4,before
19911148,1,before
19920133,1,before
19920145,5,before
19920157,1,before
19920170,1,before
19920295,1,before
19920358,5,before
19920396,1,before
19920404,3,before
19920411,1,before
19920418,4,before
19920421,1,before
19920424,3,before
19920442,2,before
19920451,3,before
19920456,2,before
19920460,3,before
19920472,4,before
19920481,4,before
19920501,4,before
19920507,2,before
19920543,3,before
19920595,1,before
19920614,2,before
19920679,5,before
19920685,3,before
19920697,1,before
19920701,1,before
19920719,4,before
19920727,1,before
19920879,1,before
19920898,4,before
19920919,5,before
19920925,5,before
19920971,1,before
19920976,2,before
19920980,1,before
19921005,3,before
19921039,5,before
19921093,1,before
19921177,1,before
19930022,1,before
19930027,1,before
19930045,3,before
19930079,1,before
19930273,1,before
19930275,2,before
19930289,1,before
19930295,4,before
19930349,1,before
19930356,2,before
19930382,1,before
19930396,1,before
19930466,3,before
19930505,3,before
19930515,1,before
19930531,4,before
19930557,1,before
19930571,4,before
19930584,2,before
19930640,2,before
19930652,2,before
19930654,4,before
19930680,4,before
19930687,4,before
19930700,1,before
19930717,4,before
19930735,3,before
19930762,3,before
19930808,2,before
19930886,1,before
19930911,1,before
19930970,3,before
19930975,2,before
19930998,1,before
19931022,3,before
19931042,1,before
19931078,1,before
19931081,1,before
19931096,5,before
19931108,3,before
19931147,1,before
19931162,4,before
19931174,1,before
19940020,4,before
19940048,1,before
19940051,5,before
19940067,1,before
19940081,3,before
19940106,2,before
19940115,1,before
19940122,2,before
19940134,1,before
19940163,3,before
19940195,2,before
19940246,2,before
19940276,4,before
19940325,2,before
19940331,4,before
19940373,5,before
19940374,2,before
19940383,3,before
19940392,4,before
19940431,2,before
19940463,1,before
19940479,3,before
19940517,1,before
19940609,5,before
19940617,2,before
19940621,2,before
19940640,2,before
19940674,4,before
19940726,2,before
19940739,1,before
19940769,3,before
19940776,1,before
19940801,2,before
19940862,4,before
19940877,2,before
19940894,2,before
19940925,2,before
19940933,5,before
19940990,3,before
19941031,1,before
19941069,3,before
19941093,4,before
19941137,3,before
19941148,1,before
19950017,4,before
19950040,1,before
19950131,1,before
19950165,1,before
19950191,1,before
19950248,1,before
19950255,1,before
19950265,2,before
19950291,1,before
19950299,4,before
19950393,1,before
19950453,4,before
19950512,3,before
19950547,2,before
19950549,3,before
19950558,1,before
19950580,1,before
19950584,3,before
19950592,1,before
19950629,3,before
19950699,2,before
19950728,2,before
19950770,2,before
19950779,2,before
19950812,2,before
19950852,4,before
19950910,1,before
19950970,5,before
19951016,5,before
19951044,1,before
19951082,5,before
19951096,5,before
19951098,2,before
19951115,1,before
19951122,4,before
19951174,1,before
19960027,4,before
19960038,1,before
19960111,4,before
19960117,1,before
19960141,5,before
19960165,4,before
19960209,1,before
19960242,1,before
19960258,1,before
19960269,3,before
19960286,1,before
19960308,3,before
19960347,4,before
19960356,1,before
19960379,5,before
19960414,2,before
19960496,2,before
19960501,3,before
19960525,1,before
19960557,5,before
19960577,2,before
19960625,4,before
19960631,1,before
19960652,1,before
19960665,3,before
19960679,4,before
19960734,3,before
19960752,3,before
19960774,1,before
19960782,4,before
19960798,1,before
19960814,3,before
19960915,4,before
19960977,1,before
19960993,1,before
19960998,5,before
19961013,5,before
19961015,1,before
19961045,2,before
19961056,3,before
19961060,1,before
19961064,1,before
19961070,4,before
19961099,1,before
19961104,1,before
19970010,1,before
19970027,1,before
19970029,1,before
19970064,1,before
19970078,1,before
19970081,1,before
19970095,1,before
19970120,1,before
19970126,1,before
19970127,4,before
19970130,4,before
19970140,5,before
19970186,1,before
19970233,5,before
19970364,2,before
19970408,2,before
19970421,3,before
19970429,3,before
19970473,4,before
19970487,1,before
19970518,1,before
19970536,1,before
19970544,2,before
19970555,3,before
19970579,4,before
19970638,3,before
19970661,1,before
19970724,2,before
19970735,3,before
19970755,5,before
19970758,2,before
19970797,3,before
19970812,2,before
19970836,2,before
19970846,4,before
19970867,3,before
19970875,2,before
19970901,5,before
19970942,2,before
19970960,5,before
19970984,3,before
19971038,1,before
19971055,2,before
19971059,1,before
19971067,1,before
19971088,1,before
19971098,3,before
19971108,3,before
19971118,4,before
19980017,1,before
19980067,3,before
19980158,4,before
19980199,3,before
19980204,2,before
19980224,1,before
19980259,4,before
19980304,1,before
19980398,1,before
19980415,2,before
19980424,3,before
19980456,4,before
19980520,5,before
19980548,1,before
19980597,4,before
19980652,1,before
19980679,5,before
19980693,4,before
19980702,1,before
19980754,2,before
19980760,3,before
19980790,2,before
19980803,3,before
19980819,3,before
19980846,2,before
19980850,2,before
19980894,1,before
19980895,1,before
19980900,1,before
19980901,1,before
19980903,2,before
19980922,1,before
19980966,4,before
19980982,1,before
19981054,1,before
19981089,3,before
19981098,1,before
19981110,1,before
19981128,5,before
19981161,1,before
19990012,1,before
19990020,3,before
19990098,5,before
19990142,4,before
19990160,2,before
19990164,1,before
19990230,1,before
19990244,1,before
19990271,1,before
19990275,1,before
19990320,2,before
19990329,4,before
19990355,4,before
19990385,4,before
19990398,3,before
19990409,1,before
19990464,5,before
19990483,4,before
19990498,2,before
19990525,5,before
19990563,1,before
19990596,4,before
19990668,2,before
19990712,5,before
19990731,3,before
19990740,3,before
19990790,3,before
19990823,3,before
19990856,3,before
19990879,5,before
19990893,2,before
19990928,2,before
19990947,3,before
19990958,1,before
19990983,1,before
19990992,2,before
19991025,3,before
19991045,5,before
19991072,2,before
19991088,1,before
19991121,2,before
19991148,4,before
20000104,3,before
20000157,1,before
20000160,4,before
20000193,1,before
20000245,5,before
20000351,5,before
20000362,1,before
20000403,1,before
20000429,2,before
20000465,3,before
20000494,2,before
20000566,2,before
20000595,3,before
20000699,2,before
20000705,5,before
20000706,1,before
20000716,2,before
20000720,3,before
20000745,1,before
20000787,5,before
20000849,1,before
20000856,5,before
20000863,3,before
20000888,2,before
20000897,1,before
20000939,3,before
20000967,1,before
20000975,2,before
20001018,1,before
20001030,4,before
20001064,2,before
20001104,1,before
20001113,2,before
20001131,5,before
20001160,2,before
20010040,1,before
20010049,1,before
20010078,1,before
20010096,5,before
20010126,2,before
20010146,2,before
20010161,2,before
20010202,5,before
20010204,3,before
20010254,1,before
20010300,5,before
20010337,1,before
20010357,1,before
20010391,1,before
20010400,2,before
20010428,4,before
20010483,5,before
20010500,2,before
20010503,2,before
20010518,2,before
20010527,2,before
20010535,2,before
20010567,5,before
20010570,3,before
20010588,3,before
20010603,2,before
20010608,3,before
20010618,4,before
20010633,2,before
20010634,3,before
20010669,1,before
20010700,2,before
20010726,3,before
20010731,1,before
20010759,3,before
20010798,1,before
20010897,5,before
20010986,3,before
20010995,3,before
20011010,3,before
20011093,1,before
20011154,1,before
20020011,1,before
20020087,4,before
20020104,5,before
20020125,1,before
20020135,4,before
20020159,1,before
20020221,1,before
20020230,4,before
20020321,5,before
20020328,3,before
20020335,4,before
20020352,5,before
20020363,1,before
20020368,2,before
20020381,2,before
20020394,1,before
20020423,1,before
20020429,2,before
20020483,4,before
20020495,4,before
20020503,1,before
20020508,5,before
20020521,3,before
20020585,2,before
20020611,1,before
20020624,2,before
20020650,1,before
20020659,1,before
20020716,2,before
20020773,4,before
20020803,3,before
20020816,1,before
20020840,4,before
20020877,5,before
20020883,3,before
20020896,3,before
20020916,1,before
20020930,1,before
20020940,3,before
20020963,2,before
20020996,5,before
20021005,1,before
20021019,2,before
20021039,1,before
20021049,1,before
20021087,1,before
20021129,1,before
20030016,5,before
20030053,1,before
20030063,4,before
20030067,1,before
20030090,1,before
20030099,4,before
20030110,1,before
20030116,5,before
20030170,2,before
20030219,1,before
20030246,1,before
20030319,1,before
20030338,1,before
20030355,1,before
20030427,3,before
20030464,5,before
20030472,2,before
20030495,1,before
20030509,4,before
20030521,3,before
20030573,4,before
20030577,5,before
20030629,1,before
20030653,5,before
20030685,3,before
20030707,1,before
20030762,3,before
20030838,1,before
20030862,1,before
20030870,5,before
20030910,2,before
20030923,2,before
20030936,3,before
20030969,1,before
20031023,1,before
20031056,4,before
20031082,5,before
20031096,3,before
20031107,1,before
20031115,2,before
20031122,1,before
20031157,3,before
20031170,1,before
20031173,5,before
20031192,1,before
20040020,1,before
20040067,1,before
20040075,1,before
20040105,1,before
20040199,1,before
20040248,1,before
20040307,1,before
20040347,4,before
20040366,5,before
20040395,2,before
20040458,1,before
20040499,1,before
20040516,5,before
20040557,2,before
20040565,2,before
20040615,2,before
20040767,1,before
20040786,1,before
20040792,2,before
20040800,1,before
20040846,1,before
20040888,5,before
20040895,3,before
20040932,4,before
20040937,2,before
20040950,3,before
20040957,1,before
20040980,1,before
20041006,2,before
20041017,2,before
20041036,1,before
20041087,4,before
20041117,1,before
20050095,4,before
20050222,1,before
20050230,4,before
20050246,1,before
20050256,4,before
20050282,1,before
20050312,1,before
20050336,4,before
20050361,2,before
20050367,2,before
20050400,1,before
20050427,1,before
20050471,1,before
20050489,4,before
20050497,3,before
20050523,3,before
20050533,1,before
20050558,5,before
20050562,2,before
20050564,3,before
20050611,2,before
20050636,2,before
20050665,4,before
20050694,4,before
20050708,3,before
20050721,5,before
20050729,4,before
20050752,1,before
20050760,4,before
20050802,5,before
20050818,2,before
20050833,1,before
20050869,2,before
20050897,2,before
20050902,1,before
20050942,1,before
20050973,1,before
20050977,4,before
20051008,1,before
20051025,1,before
20051036,3,before
20051041,4,before
20051053,3,before
20051087,1,before
20051106,2,before
20051116,5,before
20051130,1,before
20060028,1,before
20060035,5,before
20060040,4,before
20060057,3,before
20060076,5,before
20060099,1,before
20060104,1,before
20060146,1,before
20060153,2,before
20060242,5,before
20060249,2,before
20060280,5,before
20060360,5,before
20060378,5,before
20060438,3,before
20060482,4,before
20060491,4,before
20060499,1,before
20060564,2,before
20060573,5,before
20060582,4,before
20060587,1,before
20060602,1,before
20060620,5,before
20060654,5,before
20060661,2,before
20060668,2,before
20060680,4,before
20060715,2,before
20060749,3,before
20060769,4,before
20060783,2,before
20060787,3,before
20060799,5,before
20060829,1,before
20060875,4,before
20060913,3,before
20060927,3,before
20060991,1,before
20061022,1,before
20061034,1,before
20061096,2,before
20061156,1,before
20061185,1,before
20061195,1,before
20070061,2,before
20070106,2,before
20070197,2,before
20070202,1,before
20070219,4,before
20070250,1,before
20070262,2,before
20070265,3,before
20070275,1,before
20070308,3,before
20070322,1,before
20070346,5,before
20070399,1,before
20070416,1,before
20070434,3,before
20070474,5,before
20070498,2,before
20070518,5,before
20070519,5,before
20070608,3,before
20070633,4,before
20070643,3,before
20070648,2,before
20070695,2,before
20070715,3,before
20070732,5,before
20070781,3,before
20070785,3,before
20070798,3,before
20070810,3,before
20070855,3,before
20070889,2,before
20070902,3,before
20070922,3,before
20070974,1,before
20070989,5,before
20071026,3,before
20071055,1,before
20071068,1,before
20071076,1,before
20071117,1,before
20071139,1,before
20071156,1,before
20080015,1,before
20080093,1,before
20080105,4,before
20080109,1,before
20080126,1,before
20080139,1,before
20080192,3,before
20080222,1,before
20080290,1,before
20080319,5,before
20080347,4,before
20080393,5,before
20080396,2,before
20080425,1,before
20080434,4,before
20080468,4,before
20080480,4,before
20080491,4,before
20080542,2,before
20080573,1,before
20080590,3,before
20080610,2,before
20080618,3,before
20080649,1,before
20080651,3,before
20080660,2,before
20080677,3,before
20080717,3,before
20080726,5,before
20080774,1,before
20080781,2,before
20080807,1,before
20080829,1,before
20080882,4,before
20080909,1,before
20080924,2,before
20080945,1,before
20080964,2,before
20080986,3,before
20081010,4,before
20081095,2,before
20081122,1,before
20081142,3,before
20090012,1,before
20090033,1,before
20090049,3,before
20090078,3,before
20090100,1,before
20090117,1,before
20090133,5,before
20090164,3,before
20090175,4,before
20090187,1,before
20090193,2,before
20090198,3,before
20090205,1,before
20090237,5,before
20090278,2,before
20090294,4,before
20090297,5,before
20090307,5,before
20090314,5,before
20090343,1,before
20090379,2,before
20090385,5,before
20090427,4,before
20090434,4,before
20090437,1,before
20090460,1,before
20090537,5,before
20090553,2,before
20090588,2,before
20090622,1,before
20090636,4,before
20090679,4,before
20090774,3,before
20090794,4,before
20090910,4,before
20091007,5,before
20091018,1,before
20091022,2,before
20091031,2,before
20091053,1,before
20091071,2,before
20091073,1,before
20091085,4,before
20091111,1,before
20091124,1,before
20091145,4,before
20091169,2,before
20091196,5,before
20100011,3,before
20100026,1,before
20100050,4,before
20100079,4,before
20100087,1,before
20100102,5,before
20100133,3,before
20100144,3,before
20100149,4,before
20100196,1,before
20100219,1,before
20100234,1,before
20100269,3,before
20100304,1,before
20100322,2,before
20100437,1,before
20100459,4,before
20100502,4,before
20100510,2,before
20100541,4,before
20100560,5,before
20100596,1,before
20100609,4,before
20100650,2,before
20100675,3,before
20100682,3,before
20100705,5,before
20100715,2,before
20100718,5,before
20100730,4,before
20100759,2,before
20100769,2,before
20100872,3,before
20100877,2,before
20100896,2,before
20100924,2,before
20100953,1,before
20100960,3,before
20100997,5,before
20101019,4,before
20101078,5,before
20101141,1,before
20101161,2,before
20101166,1,before
20101185,1,before
20110013,1,before
20110037,1,before
20110047,1,before
20110072,2,before
20110077,5,before
20110082,2,before
20110104,1,before
20110128,2,before
20110165,2,before
20110166,1,before
20110205,4,before
20110236,3,before
20110244,4,before
20110248,1,before
20110277,1,before
20110314,4,before
20110323,1,before
20110332,1,before
20110335,5,before
20110351,5,before
20110365,5,before
20110374,2,before
20110398,4,before
20110445,5,before
20110494,5,before
20110538,3,before
20110573,4,before
20110583,1,before
20110649,1,before
20110655,5,before
20110666,4,before
20110669,2,before
20110679,2,before
20110713,1,before
20110715,2,before
20110725,3,before
20110774,4,before
20110787,4,before
20110830,1,before
20110850,1,before
20110888,1,before
20110899,3,before
20110977,1,before
20111034,1,before
20111053,1,before
20111066,4,before
20111083,1,before
20111098,1,before
20111128,1,before
20111133,2,before
20120088,2,before
20120120,3,before
20120134,1,before
20120157,2,before
20120172,5,before
20120185,1,before
20120206,1,before
20120239,5,before
20120244,1,before
20120283,4,before
20120341,4,before
20120402,1,before
20120465,1,before
20120478,2,before
20120569,3,before
20120582,3,before
20120596,1,before
20120613,2,before
20120628,1,before
20120676,3,before
20120678,1,before
20120723,3,before
20120733,3,before
20120745,1,before
20120777,1,before
20120789,4,before
20120847,1,before
20120911,2,before
20120955,3,before
20121002,5,before
20121005,2,before
20121020,1,before
20121041,1,before
20121042,2,before
20121099,3,before
20121109,1,before
20121126,4,before
20121150,4,before
20121159,4,before
20130016,2,before
20130061,1,before
20130096,2,before
20130111,1,before
20130123,1,before
20130162,4,before
20130181,3,before
20130191,5,before
20130209,3,before
20130253,3,before
20130273,1,before
20130277,2,before
20130301,5,before
20130332,2,before
20130385,5,before
20130434,1,before
20130470,5,before
20130501,5,before
20130534,2,before
20130540,5,before
20130613,1,before
20130629,1,before
20130656,2,before
20130706,5,before
20130711,2,before
20130755,3,before
20130777,3,before
20130786,2,before
20130813,5,before
20130825,2,before
20130909,2,before
20130952,4,before
20130953,1,before
20130957,4,before
20130968,1,before
20130977,1,before
20130991,1,before
20131000,2,before
20131001,2,before
20131018,1,before
20131038,1,before
20131043,1,before
20131083,5,before
20131086,5,before
20131096,1,before
20131099,2,before
20131147,1,before
20131161,2,before
20140018,1,before
20140045,2,before
20140056,1,before
20140066,3,before
20140086,2,before
20140089,1,before
20140098,5,before
20140108,1,before
20140118,3,before
20140156,1,before
20140194,2,before
20140201,4,before
20140207,4,before
20140284,1,before
20140319,5,before
20140379,5,before
20140418,5,before
20140438,5,before
20140468,1,before
20140500,3,before
20140516,1,before
20140549,1,before
20140615,3,before
20140623,4,before
20140651,2,before
20140692,3,before
20140712,1,before
20140736,5,before
20140759,2,before
20140766,4,before
20140807,1,before
20140822,2,before
20140830,4,before
20140877,3,before
20140924,1,before
20140950,3,before
20140951,1,before
20140979,3,before
20140997,3,before
20141014,1,before
20141039,2,before
20141063,1,before
20141068,1,before
20141157,1,before
20141165,2,before
20141169,1,before
20141180,1,before
20150005,1,before
20150039,5,before
20150049,1,before
20150069,4,before
20150097,1,before
20150100,1,before
20150123,1,before
20150135,1,before
20150218,1,before
20150234,1,before
20150260,2,before
20150266,4,before
20150306,1,before
20150359,1,before
20150377,2,before
20150436,2,before
20150458,3,before
20150468,1,before
20150499,3,before
20150532,4,before
20150553,2,before
20150561,4,before
20150628,5,before
20150637,2,before
20150646,5,before
20150656,5,before
20150682,3,before
20150699,3,before
20150746,4,before
20150761,5,before
20150805,3,before
20150827,3,before
20150836,3,before
20150871,5,before
20150880,1,before
20150890,2,before
20150953,3,before
20151030,2,before
20151050,3,before
20151116,1,before
20151130,2,before
20151148,5,before
20151178,2,before
20160030,4,before
20160037,1,before
20160051,1,before
20160104,1,before
20160127,5,before
20160139,5,before
20160176,1,before
20160253,5,before
20160317,1,before
20160336,3,before
20160337,1,before
20160348,3,before
20160404,3,before
20160414,2,before
20160453,1,before
20160486,3,before
20160587,4,before
20160601,3,before
20160630,3,before
20160692,1,before
20160721,2,before
20160735,4,before
20160742,1,before
20160754,3,before
20160800,1,before
20160815,2,before
20160827,4,before
20160857,4,before
20160866,5,before
20160977,4,before
20160994,1,before
20161008,3,before
20161043,3,before
20161051,1,before
20161052,1,before
20161085,1,before
20161098,1,before
20161104,1,before
20161120,1,before
20161187,1,before
20170008,1,before
20170020,1,before
20170023,1,before
20170027,1,before
20170033,1,before
20170049,4,before
20170056,2,before
20170082,2,before
20170098,1,before
20170111,1,before
20170154,2,before
20170242,1,before
20170296,1,before
20170299,3,before
20170340,3,before
20170348,5,before
20170375,3,before
20170409,4,before
20170410,1,before
20170453,3,before
20170485,1,before
20170492,3,before
20170504,5,before
20170520,2,before
20170534,2,before
20170556,3,before
20170673,3,before
20170684,1,before
20170696,1,before
20170707,2,before
20170794,4,before
20170815,2,before
20170832,3,before
20170858,1,before
20170866,1,before
20170922,1,before
20170957,2,before
20170970,4,before
20170998,1,before
20171007,1,before
20171054,2,before
20171078,1,before
20171085,1,before
20171159,5,before
20180010,1,before
20180016,4,before
20180056,1,before
20180082,1,before
20180099,3,before
20180138,1,before
20180154,1,before
20180159,1,before
20180182,1,before
20180234,1,before
20180244,5,before
20180278,2,before
20180300,4,before
20180309,1,before
20180333,3,before
20180415,1,before
20180427,3,before
20180438,4,before
20180468,2,before
20180516,1,before
20180545,5,before
20180548,2,before
20180555,5,before
20180576,2,before
20180608,4,before
20180610,1,before
20180628,4,before
20180654,4,before
20180707,1,before
20180733,3,before
20180772,4,before
20180783,4,before
20180803,3,before
20180897,3,before
20180898,2,before
20180910,3,before
20180931,4,before
20180941,1,before
20180970,1,before
20181005,1,before
20181039,1,before
20181052,1,before
20181118,1,before
20181135,1,before
20181141,1,before
20181155,1,before
20181188,2,before
20181202,1,before
20190008,3,before
20190021,1,before
20190028,1,before
20190036,2,before
20190077,2,before
20190087,2,before
20190156,2,before
20190172,4,before
20190190,2,before
20190207,1,before
20190239,1,before
20190257,2,before
20190337,1,before
20190414,1,before
20190464,1,before
20190472,2,before
20190503,4,before
20190517,1,before
20190532,3,before
20190536,1,before
20190580,2,before
20190620,1,before
20190639,4,before
20190661,3,before
20190674,3,before
20190687,5,before
20190716,3,before
20190742,4,before
20190844,3,before
20190870,4,before
20190879,4,before
20190927,1,before
20190970,1,before
20191010,2,before
20191014,4,before
20191020,1,before
20191057,1,before
20191087,3,before
20191103,5,before
20191104,1,before
20191155,4,before
20200367,1,before
20200569,1,before
20200632,5,before
20200994,2,before
20201192,1,before
20201416,1,before
20201535,1,before
20201732,1,before
20201807,1,before
20202023,2,before
20202267,1,before
20202365,4,before
20202523,1,before
20203389,1,before
20203664,1,before
20203778,2,before
20203947,4,before
20204121,5,before
20204474,5,before
20204655,4,before
20204795,5,before
20205515,3,before
20205692,1,before
20206010,4,before
20206145,1,before
20206498,5,before
20206591,3,before
20207167,5,before
20207440,5,before
20207514,2,before
20207711,3,before
20207822,4,before
20208066,3,before
20209135,5,before
20209245,1,before
20209569,2,before
20209676,2,before
20209703,4,before
20209992,4,before
20210007,2,before
19790001,1,after
19790048,4,after
19790094,1,after
