scope,eof,version,term,loading
intensification,7,after,Cz,-0.18821334
intensification,7,before,Ca,-0.0018738291
intensification,7,after,Ca,-0.038226013
intensification,7,before,Ck,-0.36228773
intensification,7,after,Ck,-0.18124681
intensification,7,before,Ce,-0.0025606283
intensification,7,after,Ce,-0.22422866
intensification,7,before,BAz,-0.34002796
intensification,7,after,BAz,-0.2668346
intensification,7,before,BAe,0.34010721
intensification,7,after,BAe,0.071239829
intensification,7,before,BKz,0.14906179
intensification,7,after,BKz,0.018460825
intensification,7,before,BKe,-0.17070756
intensification,7,after,BKe,0.24425035
intensification,7,before,BΦZ,-0.17604635
intensification,7,after,BΦZ,0.050464279
intensification,7,before,BΦE,-0.2186265
intensification,7,after,BΦE,0.085618742
intensification,7,before,Gz,-0.14412423
intensification,7,after,Gz,-0.28959056
intensification,7,before,Ge,0.059850992
intensification,7,after,Ge,-0.27333541
intensification,7,before,∂Az/∂t (finite diff.),0.15541338
intensification,7,after,∂Az/∂t (finite diff.),-0.021339117
intensification,7,before,∂Ae/∂t (finite diff.),0.44496093
intensification,7,after,∂Ae/∂t (finite diff.),0.48734399
intensification,7,before,∂Kz/∂t (finite diff.),0.13354013
intensification,7,after,∂Kz/∂t (finite diff.),0.065776793
intensification,7,before,∂Ke/∂t (finite diff.),0.54588464
intensification,7,after,∂Ke/∂t (finite diff.),0.51496877
intensification,7,before,RGz,0.32026043
intensification,7,after,RGz,0.11413658
intensification,7,before,RKz,0.0072278253
intensification,7,after,RKz,0.059227162
intensification,7,before,RGe,-0.14488021
intensification,7,after,RGe,-0.17913188
intensification,7,before,RKe,0.011311367
intensification,7,after,RKe,-0.062376866
intensification,8,before,Az,0.21330527
intensification,8,after,Az,0.07825849
intensification,8,before,Ae,0.14048139
intensification,8,after,Ae,0.063903936
intensification,8,before,Kz,0.19825897
intensification,8,after,Kz,0.16757516
intensification,8,before,Ke,0.23036437
intensification,8,after,Ke,0.063580441
intensification,8,before,Cz,0.13569267
intensification,8,after,Cz,0.18296046
intensification,8,before,Ca,-0.044447569
intensification,8,after,Ca,-0.052309462
intensification,8,before,Ck,0.021519869
intensification,8,after,Ck,0.29807235
intensification,8,before,Ce,-0.15989577
intensification,8,after,Ce,-0.18517142
intensification,8,before,BAz,-0.086674136
intensification,8,after,BAz,0.058659221
intensification,8,before,BAe,0.046259352
intensification,8,after,BAe,0.034247883
intensification,8,before,BKz,-0.22954735
intensification,8,after,BKz,-0.21611882
intensification,8,before,BKe,0.51083593
intensification,8,after,BKe,0.64255725
intensification,8,before,BΦZ,-0.011759827
intensification,8,after,BΦZ,0.03146127
intensification,8,before,BΦE,-0.080723559
intensification,8,after,BΦE,0.0049904476
intensification,8,before,Gz,-0.016375767
intensification,8,after,Gz,0.16382947
intensification,8,before,Ge,-0.38673237
intensification,8,after,Ge,-0.37788314
intensification,8,before,∂Az/∂t (finite diff.),0.044287274
intensification,8,after,∂Az/∂t (finite diff.),0.0071587955
intensification,8,before,∂Ae/∂t (finite diff.),-0.3310487
intensification,8,after,∂Ae/∂t (finite diff.),-0.2365366
intensification,8,before,∂Kz/∂t (finite diff.),-0.11862347
intensification,8,after,∂Kz/∂t (finite diff.),-0.063671548
intensification,8,before,∂Ke/∂t (finite diff.),0.12595634
intensification,8,after,∂Ke/∂t (finite diff.),-0.13060461
intensification,8,before,RGz,0.18079399
intensification,8,after,RGz,0.036662326
intensification,8,before,RKz,0.12605271
intensification,8,after,RKz,0.081734845
intensification,8,before,RGe,-0.29408909
intensification,8,after,RGe,-0.33829127
intensification,8,before,RKe,-0.2511288
intensification,8,after,RKe,-0.2764283
mature,1,before,Az,0.18010344
mature,1,after,Az,0.19615812
mature,1,before,Ae,0.74599388
mature,1,after,Ae,0.71507274
mature,1,before,Kz,0.35583137
mature,1,after,Kz,0.31153388
mature,1,before,Ke,0.57869122
mature,1,after,Ke,0.56444643
mature,1,before,Cz,-0.29564859
mature,1,after,Cz,-0.25850041
mature,1,before,Ca,0.87818073
mature,1,after,Ca,0.87234914
mature,1,before,Ck,-0.58391907
mature,1,after,Ck,-0.55130323
mature,1,before,Ce,0.85629354
mature,1,after,Ce,0.76815792
mature,1,before,BAz,0.39419497
mature,1,after,BAz,0.36957549
mature,1,before,BAe,-0.24337445
mature,1,after,BAe,-0.25639128
mature,1,before,BKz,-0.58986797
mature,1,after,BKz,-0.65748517
mature,1,before,BKe,-0.091737126
mature,1,after,BKe,-0.17575589
mature,1,before,BΦZ,0.68345032
mature,1,after,BΦZ,0.77629587
mature,1,before,BΦE,0.61149361
mature,1,after,BΦE,-0.8145717
mature,1,before,Gz,-0.28918721
mature,1,after,Gz,-0.2919052
mature,1,before,Ge,0.54639769
mature,1,after,Ge,0.44216596
mature,1,before,∂Az/∂t (finite diff.),-0.081193172
mature,1,after,∂Az/∂t (finite diff.),0.016559344
mature,1,before,∂Ae/∂t (finite diff.),-0.18765904
mature,1,after,∂Ae/∂t (finite diff.),-0.18569337
mature,1,before,∂Kz/∂t (finite diff.),0.17449381
mature,1,after,∂Kz/∂t (finite diff.),0.24795151
mature,1,before,∂Ke/∂t (finite diff.),0.038465734
mature,1,after,∂Ke/∂t (finite diff.),0.025802525
mature,1,before,RGz,-0.48249935
mature,1,after,RGz,0.12528377
mature,1,before,RKz,0.70019819
mature,1,after,RKz,0.77483513
mature,1,before,RGe,0.72074411
mature,1,after,RGe,0.050918824
mature,1,before,RKe,-0.85996172
mature,1,after,RKe,-0.8352588
mature,2,before,Az,0.06116461
mature,2,after,Az,0.26655433
mature,2,before,Ae,0.023332794
mature,2,after,Ae,-0.2574883
mature,2,before,Kz,0.35044836
mature,2,after,Kz,0.11732029
mature,2,before,Ke,-0.17783939
mature,2,after,Ke,-0.41461611
mature,2,before,Cz,-0.2809291
mature,2,after,Cz,0.13925776
mature,2,before,Ca,-0.22367019
mature,2,after,Ca,-0.18626215
mature,2,before,Ck,0.062489804
mature,2,after,Ck,-0.2351485
mature,2,before,Ce,-0.021656184
mature,2,after,Ce,-0.38870355
mature,2,before,BAz,-0.51084974
mature,2,after,BAz,-0.12036543
mature,2,before,BAe,0.39111873
mature,2,after,BAe,0.13977467
mature,2,before,BKz,-0.26052118
mature,2,after,BKz,-0.34441682
mature,2,before,BKe,-0.22956268
mature,2,after,BKe,-0.4782744
mature,2,before,BΦZ,0.55847731
mature,2,after,BΦZ,0.46504647
mature,2,before,BΦE,0.56172884
mature,2,after,BΦE,0.0029052841
mature,2,before,Gz,0.014919694
mature,2,after,Gz,0.03571132
mature,2,before,Ge,-0.096847255
mature,2,after,Ge,-0.45391864
mature,2,before,∂Az/∂t (finite diff.),0.4714414
mature,2,after,∂Az/∂t (finite diff.),0.61935822
mature,2,before,∂Ae/∂t (finite diff.),-0.46017639
mature,2,after,∂Ae/∂t (finite diff.),-0.030077008
mature,2,before,∂Kz/∂t (finite diff.),0.18589155
mature,2,after,∂Kz/∂t (finite diff.),0.44483007
mature,2,before,∂Ke/∂t (finite diff.),-0.52636102
mature,2,after,∂Ke/∂t (finite diff.),-0.30581872
mature,2,before,RGz,0.56503053
mature,2,after,RGz,0.54100924
mature,2,before,RKz,0.26577637
mature,2,after,RKz,0.46325062
mature,2,before,RGe,-0.45646835
mature,2,after,RGe,-0.44914401
mature,2,before,RKe,0.084507247
mature,2,after,RKe,0.24310464
mature,3,before,Az,0.39277377
mature,3,after,Az,-0.24325126
mature,3,before,Ae,-0.21020434
mature,3,after,Ae,-0.21844397
mature,3,before,Kz,-0.024667631
mature,3,after,Kz,-0.58813608
mature,3,before,Ke,-0.31998901
mature,3,after,Ke,-0.027487801
mature,3,before,Cz,0.49840891
mature,3,after,Cz,0.62459354
mature,3,before,Ca,0.031271351
mature,3,after,Ca,-0.10441069
mature,3,before,Ck,-0.23604013
mature,3,after,Ck,-0.06818236
mature,3,before,Ce,-0.21413675
mature,3,after,Ce,-0.14899594
mature,3,before,BAz,0.52648324
mature,3,after,BAz,0.54463364
mature,3,before,BAe,-0.15061597
mature,3,after,BAe,-0.45873122
mature,3,before,BKz,-0.44033927
mature,3,after,BKz,-0.29765302
mature,3,before,BKe,-0.36280286
mature,3,after,BKe,0.012251126
mature,3,before,BΦZ,-0.10621736
mature,3,after,BΦZ,0.16445043
mature,3,before,BΦE,-0.19817388
mature,3,after,BΦE,0.05906798
mature,3,before,Gz,0.059926125
mature,3,after,Gz,0.31045637
mature,3,before,Ge,-0.17347751
mature,3,after,Ge,0.15907116
mature,3,before,∂Az/∂t (finite diff.),0.49728001
mature,3,after,∂Az/∂t (finite diff.),0.13520179
mature,3,before,∂Ae/∂t (finite diff.),0.32944152
mature,3,after,∂Ae/∂t (finite diff.),0.36187974
mature,3,before,∂Kz/∂t (finite diff.),0.5956717
mature,3,after,∂Kz/∂t (finite diff.),0.28875746
mature,3,before,∂Ke/∂t (finite diff.),0.051698197
mature,3,after,∂Ke/∂t (finite diff.),0.28122822
mature,3,before,RGz,0.1140018
mature,3,after,RGz,-0.12454244
mature,3,before,RKz,0.52897892
mature,3,after,RKz,0.26449991
mature,3,before,RGe,0.023673977
mature,3,after,RGe,0.64380754
mature,3,before,RKe,0.14192601
mature,3,after,RKe,0.090583964
mature,4,before,Az,0.62560008
mature,4,after,Az,0.42213669
mature,4,before,Ae,-0.042831835
mature,4,after,Ae,-0.032057837
mature,4,before,Kz,0.51996887
mature,4,after,Kz,0.24710705
mature,4,before,Ke,-0.34125528
mature,4,after,Ke,-0.24071225
mature,4,before,Cz,-0.34280947
mature,4,after,Cz,-0.16465745
mature,4,before,Ca,0.034393556
mature,4,after,Ca,-0.010460274
mature,4,before,Ck,0.30654619
mature,4,after,Ck,0.57851466
mature,4,before,Ce,0.14257161
mature,4,after,Ce,0.26267693
mature,4,before,BAz,0.063438446
mature,4,after,BAz,0.16472821
mature,4,before,BAe,0.5268473
mature,4,after,BAe,0.52055474
mature,4,before,BKz,0.12067672
mature,4,after,BKz,-0.19229448
mature,4,before,BKe,0.28986265
mature,4,after,BKe,0.47494677
mature,4,before,BΦZ,-0.028246113
mature,4,after,BΦZ,0.17851777
mature,4,before,BΦE,-0.055717647
mature,4,after,BΦE,0.3124272
mature,4,before,Gz,-0.4727674
mature,4,after,Gz,-0.25022123
mature,4,before,Ge,-0.00095671091
mature,4,after,Ge,0.27791019
mature,4,before,∂Az/∂t (finite diff.),-0.12916957
mature,4,after,∂Az/∂t (finite diff.),0.080160126
mature,4,before,∂Ae/∂t (finite diff.),0.39137996
mature,4,after,∂Ae/∂t (finite diff.),0.46766087
mature,4,before,∂Kz/∂t (finite diff.),0.2433342
mature,4,after,∂Kz/∂t (finite diff.),0.53594007
mature,4,before,∂Ke/∂t (finite diff.),0.079922923
mature,4,after,∂Ke/∂t (finite diff.),0.10497125
mature,4,before,RGz,-0.40422254
mature,4,after,RGz,-0.31531254
mature,4,before,RKz,-0.060397431
mature,4,after,RKz,0.17431623
mature,4,before,RGe,-0.15574396
mature,4,after,RGe,0.037580771
mature,4,before,RKe,0.055587361
mature,4,after,RKe,0.13793765
mature,5,before,Az,-0.29544206
mature,5,after,Az,-0.48151501
mature,5,before,Ae,0.029380038
mature,5,after,Ae,0.081972032
mature,5,before,Kz,-0.28003709
mature,5,after,Kz,-0.20285006
mature,5,before,Ke,0.069772585
mature,5,after,Ke,0.23986649
mature,5,before,Cz,0.087534173
mature,5,after,Cz,-0.16037438
mature,5,before,Ca,-0.15610755
mature,5,after,Ca,-0.21815437
mature,5,before,Ck,0.56175588
mature,5,after,Ck,0.452849
mature,5,before,Ce,0.27196884
mature,5,after,Ce,0.20087965
mature,5,before,BAz,-0.025570248
mature,5,after,BAz,-0.45586175
mature,5,before,BAe,0.28664017
mature,5,after,BAe,0.074621997
mature,5,before,BKz,-0.32298909
mature,5,after,BKz,-0.25178789
mature,5,before,BKe,0.63450379
mature,5,after,BKe,0.30980235
mature,5,before,BΦZ,-0.11075288
mature,5,after,BΦZ,0.063751425
mature,5,before,BΦE,0.00269782
mature,5,after,BΦE,0.14157632
mature,5,before,Gz,0.30712535
mature,5,after,Gz,0.30297192
mature,5,before,Ge,0.50762823
mature,5,after,Ge,0.40848681
mature,5,before,∂Az/∂t (finite diff.),0.19506424
mature,5,after,∂Az/∂t (finite diff.),0.35606432
mature,5,before,∂Ae/∂t (finite diff.),0.15626298
mature,5,after,∂Ae/∂t (finite diff.),-0.43126806
mature,5,before,∂Kz/∂t (finite diff.),0.37635065
mature,5,after,∂Kz/∂t (finite diff.),0.097158965
mature,5,before,∂Ke/∂t (finite diff.),0.065166525
mature,5,after,∂Ke/∂t (finite diff.),-0.36333448
mature,5,before,RGz,0.17173172
mature,5,after,RGz,0.47877397
mature,5,before,RKz,0.17864967
mature,5,after,RKz,0.10613519
mature,5,before,RGe,0.15333978
mature,5,after,RGe,0.25779042
mature,5,before,RKe,-0.0068889642
mature,5,after,RKe,-0.0023497766
mature,6,before,Az,0.26363103
mature,6,after,Az,0.14208369
mature,6,before,Ae,0.1890505
mature,6,after,Ae,0.29251137
mature,6,before,Kz,0.39722942
mature,6,after,Kz,0.20506419
mature,6,before,Ke,-0.069337747
mature,6,after,Ke,0.098785644
mature,6,before,Cz,0.58095315
mature,6,after,Cz,0.53510284
mature,6,before,Ca,-0.037519278
mature,6,after,Ca,0.040695471
mature,6,before,Ck,-0.01817766
mature,6,after,Ck,-0.014108454
mature,6,before,Ce,0.079066907
mature,6,after,Ce,0.084676078
mature,6,before,BAz,0.17456865
mature,6,after,BAz,0.083575053
mature,6,before,BAe,0.26861364
mature,6,after,BAe,0.36061783
mature,6,before,BKz,-0.03963809
mature,6,after,BKz,-0.14780907
mature,6,before,BKe,0.012813891
mature,6,after,BKe,0.16303933
mature,6,before,BΦZ,0.19574105
mature,6,after,BΦZ,-0.057396696
mature,6,before,BΦE,0.13313603
mature,6,after,BΦE,0.15039156
mature,6,before,Gz,0.60080142
mature,6,after,Gz,0.62284545
mature,6,before,Ge,0.11185223
mature,6,after,Ge,0.015968761
mature,6,before,∂Az/∂t (finite diff.),-0.25458739
mature,6,after,∂Az/∂t (finite diff.),-0.12246541
mature,6,before,∂Ae/∂t (finite diff.),-0.032523022
mature,6,after,∂Ae/∂t (finite diff.),0.038096427
mature,6,before,∂Kz/∂t (finite diff.),-0.33081517
mature,6,after,∂Kz/∂t (finite diff.),-0.20997439
mature,6,before,∂Ke/∂t (finite diff.),0.26403814
mature,6,after,∂Ke/∂t (finite diff.),0.3815658
mature,6,before,RGz,0.098672374
mature,6,after,RGz,0.33777807
mature,6,before,RKz,-0.14322159
mature,6,after,RKz,-0.023259979
mature,6,before,RGe,-0.14484057
mature,6,after,RGe,-0.32316359
mature,6,before,RKe,0.021481551
mature,6,after,RKe,-0.061845354
mature,7,before,Az,-0.23115878
mature,7,after,Az,-0.43066691
mature,7,before,Ae,0.1130808
mature,7,after,Ae,0.036697829
mature,7,before,Kz,-0.25999011
mature,7,after,Kz,-0.4577557
mature,7,before,Ke,0.083776552
mature,7,after,Ke,0.14693621
mature,7,before,Cz,-0.085546031
mature,7,after,Cz,-0.24138438
mature,7,before,Ca,0.067383321
mature,7,after,Ca,0.00950169
mature,7,before,Ck,-0.27839895
mature,7,after,Ck,-0.11531706
mature,7,before,Ce,-0.12312586
mature,7,after,Ce,-0.12970638
mature,7,before,BAz,-0.2552296
mature,7,after,BAz,-0.32440842
mature,7,before,BAe,0.31708826
mature,7,after,BAe,0.2431528
mature,7,before,BKz,-0.1220907
mature,7,after,BKz,-0.10151828
mature,7,before,BKe,0.013285797
mature,7,after,BKe,0.2201825
mature,7,before,BΦZ,0.13056435
mature,7,after,BΦZ,0.14515298
mature,7,before,BΦE,0.16524264
mature,7,after,BΦE,-0.034611903
mature,7,before,Gz,-0.047741499
mature,7,after,Gz,-0.15823466
mature,7,before,Ge,-0.32215185
mature,7,after,Ge,-0.31957997
mature,7,before,∂Az/∂t (finite diff.),-0.20081698
mature,7,after,∂Az/∂t (finite diff.),-0.20192239
mature,7,before,∂Ae/∂t (finite diff.),0.45151001
mature,7,after,∂Ae/∂t (finite diff.),0.37267132
mature,7,before,∂Kz/∂t (finite diff.),0.051895369
mature,7,after,∂Kz/∂t (finite diff.),0.089461338
mature,7,before,∂Ke/∂t (finite diff.),0.53859274
mature,7,after,∂Ke/∂t (finite diff.),0.37809136
mature,7,before,RGz,0.11156172
mature,7,after,RGz,0.059346213
mature,7,before,RKz,0.20073039
mature,7,after,RKz,0.17122058
mature,7,before,RGe,-0.24128848
mature,7,after,RGe,-0.26416697
mature,7,before,RKe,-0.074965302
mature,7,after,RKe,-0.12650677
mature,8,before,Az,0.22780165
mature,8,after,Az,0.098785847
mature,8,before,Ae,0.28515782
mature,8,after,Ae,-0.063999277
mature,8,before,Kz,0.11003616
mature,8,after,Kz,0.078163397
mature,8,before,Ke,0.41253806
mature,8,after,Ke,-0.13068112
mature,8,before,Cz,-0.035974887
mature,8,after,Cz,-0.20155825
mature,8,before,Ca,0.026578567
mature,8,after,Ca,0.046259979
mature,8,before,Ck,-0.14095368
mature,8,after,Ck,-0.19318237
mature,8,before,Ce,0.061987286
mature,8,after,Ce,0.14142948
mature,8,before,BAz,-0.05684804
mature,8,after,BAz,-0.27981782
mature,8,before,BAe,0.13413836
mature,8,after,BAe,0.0024518334
mature,8,before,BKz,0.19439561
mature,8,after,BKz,0.25615705
mature,8,before,BKe,0.067308331
mature,8,after,BKe,-0.2454774
mature,8,before,BΦZ,-0.27974792
mature,8,after,BΦZ,-0.091160628
mature,8,before,BΦE,-0.33558224
mature,8,after,BΦE,-0.065835439
mature,8,before,Gz,-0.040709295
mature,8,after,Gz,0.066293796
mature,8,before,Ge,-0.029561405
mature,8,after,Ge,0.29747666
mature,8,before,∂Az/∂t (finite diff.),0.39641041
mature,8,after,∂Az/∂t (finite diff.),0.16569843
mature,8,before,∂Ae/∂t (finite diff.),-0.1788846
mature,8,after,∂Ae/∂t (finite diff.),0.26123397
mature,8,before,∂Kz/∂t (finite diff.),0.073439514
mature,8,after,∂Kz/∂t (finite diff.),0.085558538
mature,8,before,∂Ke/∂t (finite diff.),0.22663225
mature,8,after,∂Ke/∂t (finite diff.),0.41334355
mature,8,before,RGz,0.27752379
mature,8,after,RGz,0.33194746
mature,8,before,RKz,-0.070928523
mature,8,after,RKz,-0.079801828
mature,8,before,RGe,-0.12791011
mature,8,after,RGe,0.26564689
mature,8,before,RKe,-0.14944758
mature,8,after,RKe,0.092092746
decay,1,before,Az,0.25746458
decay,1,after,Az,0.30486583
decay,1,before,Ae,0.62448445
decay,1,after,Ae,0.58303323
decay,1,before,Kz,0.34993339
decay,1,after,Kz,0.33669033
decay,1,before,Ke,0.49472937
decay,1,after,Ke,0.46912621
decay,1,before,Cz,0.064386137
decay,1,after,Cz,0.077780011
decay,1,before,Ca,0.88249812
decay,1,after,Ca,0.88528208
decay,1,before,Ck,-0.54461767
decay,1,after,Ck,-0.59314586
decay,1,before,Ce,0.83411121
decay,1,after,Ce,0.77065525
decay,1,before,BAz,0.61630712
decay,1,after,BAz,0.59763948
decay,1,before,BAe,-0.41965094
decay,1,after,BAe,-0.54760804
decay,1,before,BKz,-0.68313118
decay,1,after,BKz,-0.75098898
decay,1,before,BKe,-0.22103837
decay,1,after,BKe,-0.38091523
decay,1,before,BΦZ,0.70036163
decay,1,after,BΦZ,0.79757408
decay,1,before,BΦE,0.57333129
decay,1,after,BΦE,-0.81038107
decay,1,before,Gz,-0.089330608
decay,1,after,Gz,-0.11544271
decay,1,before,Ge,0.5261826
decay,1,after,Ge,0.42325419
decay,1,before,∂Az/∂t (finite diff.),0.010357738
decay,1,after,∂Az/∂t (finite diff.),0.1989545
decay,1,before,∂Ae/∂t (finite diff.),-0.058520465
decay,1,after,∂Ae/∂t (finite diff.),-0.14115337
decay,1,before,∂Kz/∂t (finite diff.),0.34349668
decay,1,after,∂Kz/∂t (finite diff.),0.40607117
decay,1,before,∂Ke/∂t (finite diff.),-0.10936891
decay,1,after,∂Ke/∂t (finite diff.),-0.21933458
decay,1,before,RGz,-0.45247501
decay,1,after,RGz,0.12741722
decay,1,before,RKz,0.76719233
decay,1,after,RKz,0.85025045
decay,1,before,RGe,0.79273734
decay,1,after,RGe,0.22747747
decay,1,before,RKe,-0.79807692
decay,1,after,RKe,-0.76500109
decay,2,before,Az,0.53275862
decay,2,after,Az,0.37744299
decay,2,before,Ae,-0.2565389
decay,2,after,Ae,-0.30768506
decay,2,before,Kz,0.24101622
decay,2,after,Kz,0.22235239
decay,2,before,Ke,-0.20217191
decay,2,after,Ke,-0.34468921
decay,2,before,Cz,0.47905243
decay,2,after,Cz,0.26304926
decay,2,before,Ca,0.048613687
decay,2,after,Ca,-0.17441939
decay,2,before,Ck,-0.44149082
decay,2,after,Ck,-0.2560514
decay,2,before,Ce,-0.36124144
decay,2,after,Ce,-0.42734949
decay,2,before,BAz,0.16341847
decay,2,after,BAz,-0.13004716
decay,2,before,BAe,-0.31649313
decay,2,after,BAe,0.04590853
decay,2,before,BKz,-0.26397027
decay,2,after,BKz,-0.25898698
decay,2,before,BKe,-0.52511998
decay,2,after,BKe,-0.40387599
decay,2,before,BΦZ,-0.11594211
decay,2,after,BΦZ,0.32573382
decay,2,before,BΦE,-0.28753391
decay,2,after,BΦE,0.12514025
decay,2,before,Gz,0.059453401
decay,2,after,Gz,0.0066054666
decay,2,before,Ge,-0.46805784
decay,2,after,Ge,-0.56220716
decay,2,before,∂Az/∂t (finite diff.),0.55538814
decay,2,after,∂Az/∂t (finite diff.),0.59200663
decay,2,before,∂Ae/∂t (finite diff.),0.015671379
decay,2,after,∂Ae/∂t (finite diff.),-0.186317
decay,2,before,∂Kz/∂t (finite diff.),0.30232899
decay,2,after,∂Kz/∂t (finite diff.),0.24910614
decay,2,before,∂Ke/∂t (finite diff.),0.007346438
decay,2,after,∂Ke/∂t (finite diff.),-0.12387403
decay,2,before,RGz,0.42840218
decay,2,after,RGz,0.60376381
decay,2,before,RKz,0.35916156
decay,2,after,RKz,0.31628014
decay,2,before,RGe,-0.075638696
decay,2,after,RGe,-0.45769804
decay,2,before,RKe,0.17048652
decay,2,after,RKe,0.28327812
decay,3,before,Az,0.0082890938
decay,3,after,Az,0.27456223
decay,3,before,Ae,-0.021197886
decay,3,after,Ae,0.13006649
decay,3,before,Kz,0.24797795
decay,3,after,Kz,0.49034754
decay,3,before,Ke,-0.1540355
decay,3,after,Ke,-0.13539926
decay,3,before,Cz,-0.25981653
decay,3,after,Cz,-0.29467785
decay,3,before,Ca,-0.27432977
decay,3,after,Ca,-0.11363795
decay,3,before,Ck,0.334396
decay,3,after,Ck,0.63895748
decay,3,before,Ce,0.072779232
decay,3,after,Ce,0.252069
decay,3,before,BAz,-0.3085913
decay,3,after,BAz,-0.022501888
decay,3,before,BAe,0.47292265
decay,3,after,BAe,0.55668641
decay,3,before,BKz,-0.31377772
decay,3,after,BKz,-0.16470166
decay,3,before,BKe,0.17878997
decay,3,after,BKe,0.54964788
decay,3,before,BΦZ,0.43760725
decay,3,after,BΦZ,0.17712804
decay,3,before,BΦE,0.47123964
decay,3,after,BΦE,0.18194502
decay,3,before,Gz,0.0096972747
decay,3,after,Gz,-0.18853842
decay,3,before,Ge,0.078889548
decay,3,after,Ge,0.31167527
decay,3,before,∂Az/∂t (finite diff.),0.42132802
decay,3,after,∂Az/∂t (finite diff.),0.22408989
decay,3,before,∂Ae/∂t (finite diff.),-0.44779955
decay,3,after,∂Ae/∂t (finite diff.),-0.19891802
decay,3,before,∂Kz/∂t (finite diff.),0.4018237
decay,3,after,∂Kz/∂t (finite diff.),0.35702365
decay,3,before,∂Ke/∂t (finite diff.),-0.46399794
decay,3,after,∂Ke/∂t (finite diff.),-0.29741732
decay,3,before,RGz,0.35694213
decay,3,after,RGz,-0.15539957
decay,3,before,RKz,0.31404036
decay,3,after,RKz,0.10335924
decay,3,before,RGe,-0.37060056
decay,3,after,RGe,-0.28025441
decay,3,before,RKe,0.034697166
decay,3,after,RKe,-0.021445683
decay,4,before,Az,0.60544778
decay,4,after,Az,0.61936641
decay,4,before,Ae,0.01552972
decay,4,after,Ae,0.0069131318
decay,4,before,Kz,0.5723383
decay,4,after,Kz,0.41407154
decay,4,before,Ke,-0.37837476
decay,4,after,Ke,-0.28151053
decay,4,before,Cz,0.26136768
decay,4,after,Cz,0.60227742
decay,4,before,Ca,-0.065824757
decay,4,after,Ca,0.093046685
decay,4,before,Ck,0.43772015
decay,4,after,Ck,-0.01057146
decay,4,before,Ce,0.14171838
decay,4,after,Ce,0.0093940877
decay,4,before,BAz,0.47878226
decay,4,after,BAz,0.59439477
decay,4,before,BAe,0.30606915
decay,4,after,BAe,0.0027873752
decay,4,before,BKz,0.0042593135
decay,4,after,BKz,0.089704107
decay,4,before,BKe,0.43686448
decay,4,after,BKe,0.035219444
decay,4,before,BΦZ,-0.1578364
decay,4,after,BΦZ,-0.13980349
decay,4,before,BΦE,-0.22072966
decay,4,after,BΦE,0.13220858
decay,4,before,Gz,-0.10129322
decay,4,after,Gz,0.094878584
decay,4,before,Ge,0.19531173
decay,4,after,Ge,0.064255134
decay,4,before,∂Az/∂t (finite diff.),-0.030263505
decay,4,after,∂Az/∂t (finite diff.),-0.059064322
decay,4,before,∂Ae/∂t (finite diff.),0.11605611
decay,4,after,∂Ae/∂t (finite diff.),0.38102209
decay,4,before,∂Kz/∂t (finite diff.),0.17671997
decay,4,after,∂Kz/∂t (finite diff.),-0.02225553
decay,4,before,∂Ke/∂t (finite diff.),0.19703051
decay,4,after,∂Ke/∂t (finite diff.),0.48226854
decay,4,before,RGz,-0.40164419
decay,4,after,RGz,-0.31454459
decay,4,before,RKz,-0.084106315
decay,4,after,RKz,-0.13421827
decay,4,before,RGe,-0.069475349
decay,4,after,RGe,0.021798352
decay,4,before,RKe,0.066773496
decay,4,after,RKe,0.10963256
decay,5,before,Az,-0.20034236
decay,5,after,Az,-0.016502983
decay,5,before,Ae,0.052963918
decay,5,after,Ae,0.43151817
decay,5,before,Kz,-0.18936126
decay,5,after,Kz,0.10954775
decay,5,before,Ke,0.036218097
decay,5,after,Ke,0.31679373
decay,5,before,Cz,0.61300293
decay,5,after,Cz,0.30020124
decay,5,before,Ca,-0.081739509
decay,5,after,Ca,0.032829955
decay,5,before,Ck,0.092958436
decay,5,after,Ck,-0.055872977
decay,5,before,Ce,0.11265129
decay,5,after,Ce,0.1616093
decay,5,before,BAz,0.040088204
decay,5,after,BAz,-0.1542147
decay,5,before,BAe,0.16509662
decay,5,after,BAe,0.33741887
decay,5,before,BKz,-0.19498258
decay,5,after,BKz,-0.02731864
decay,5,before,BKe,0.13479112
decay,5,after,BKe,-0.020686469
decay,5,before,BΦZ,0.028180715
decay,5,after,BΦZ,-0.14086064
decay,5,before,BΦE,0.031873887
decay,5,after,BΦE,0.10492644
decay,5,before,Gz,0.8423229
decay,5,after,Gz,0.58079945
decay,5,before,Ge,0.30473239
decay,5,after,Ge,0.16743827
decay,5,before,∂Az/∂t (finite diff.),-0.01820379
decay,5,after,∂Az/∂t (finite diff.),-0.081452181
decay,5,before,∂Ae/∂t (finite diff.),0.083495474
decay,5,after,∂Ae/∂t (finite diff.),-0.220605
decay,5,before,∂Kz/∂t (finite diff.),-0.025234658
decay,5,after,∂Kz/∂t (finite diff.),-0.31608044
decay,5,before,∂Ke/∂t (finite diff.),0.26411636
decay,5,after,∂Ke/∂t (finite diff.),0.14343431
decay,5,before,RGz,0.30441087
decay,5,after,RGz,0.42404511
decay,5,before,RKz,0.056334095
decay,5,after,RKz,-0.092364312
decay,5,before,RGe,0.017172423
decay,5,after,RGe,-0.38258628
decay,5,before,RKe,0.0027858978
decay,5,after,RKe,-0.073661923
decay,6,before,Az,-0.031873234
decay,6,after,Az,-0.074984925
