track_id,version,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,sign,dominant_eof
20130767,before,-0.1295336,1.4213551,-1.0980149,0.44624114,0.13987925,-0.34556607,-0.13775456,0.37188082,positive,2
20130776,before,0.58694097,3.1849605,-1.2748564,-1.9072984,1.2823001,1.6544348,1.381143,1.7054917,positive,2
20130777,before,0.59166063,0.37258046,1.4221789,0.2888594,-0.37573392,-0.1083339,-0.16848265,-0.24475612,positive,3
20130782,before,-0.47568928,-1.5331078,1.4103637,0.97329161,0.35783452,-0.7852346,-2.5339659,0.80004983,positive,3
20130783,before,-2.006799,-1.692974,-0.81217387,2.0249032,-1.2636626,0.42583325,1.3897665,0.63333504,positive,4
20130790,before,0.21421427,1.5932292,-1.3181346,-0.013087615,-0.59531523,-1.284735,0.78987997,-0.14868821,positive,2
20130825,before,0.57630168,-0.52638756,0.84906377,2.0096683,-0.97034375,-0.60990118,0.65314926,0.74427357,positive,4
20130835,before,0.1316551,2.8697757,0.229805,1.2544838,0.64074853,0.84883549,-0.89094763,2.1392467,positive,2
20130841,before,-0.047387657,2.4797089,-0.64405186,0.54802595,1.0363625,0.87526365,-0.55510251,1.7574824,positive,2
20130850,before,0.57772645,-0.49942796,1.9542069,0.26105509,0.43375341,-0.61474796,0.042199533,-1.5914026,positive,3
20130866,before,0.29492979,1.6734127,0.27291351,0.56862052,0.86981256,0.089588876,-0.43527523,0.38358499,positive,2
20130929,before,-0.22324245,-1.0218585,0.76149435,2.0642676,-1.092057,0.099691277,-0.2294969,-1.4828384,positive,4
20130948,before,3.6004204,-0.27287718,-0.7150435,3.1116157,1.6689396,0.42342495,-2.8470391,-1.2819332,positive,1
20130952,before,4.0624134,0.55617047,1.3947469,-0.091735218,1.4735775,-1.799247,0.5830913,-0.51388329,positive,1
20131017,before,-0.20098632,-0.4995286,1.6725216,0.42938023,-1.621949,0.5493305,-0.074994943,-0.053258997,positive,3
20131031,before,2.8872965,-1.6502625,-1.7482348,-1.5357097,-0.54248937,1.5455821,0.73650718,1.2991839,positive,1
20131158,before,-0.43121823,2.3210211,-1.1471659,1.9790894,0.53499548,-0.38756134,0.1311516,0.71332316,positive,2
20131163,before,-1.0642853,1.4381915,-1.6283391,0.57867907,0.79769705,0.2744944,0.69797791,0.76818234,positive,2
20140031,before,1.3250188,-0.54649981,0.20975264,1.5847085,1.3395489,0.69055269,-1.3191769,-1.8252313,positive,4
20140052,before,-0.056526177,-0.36393223,-1.5600855,1.9983586,0.1878585,-0.059031274,0.79320516,1.0879059,positive,4
20140077,before,-0.73188151,-0.095968669,-0.73382644,2.2463071,0.24645131,0.54397279,-0.30209739,-0.4795672,positive,4
20140150,before,1.5450518,3.523082,-0.95880656,-2.0354061,3.2070917,-3.7761635,2.32196,-0.90926215,positive,2
20140201,before,2.0542322,-0.15303743,1.1811385,-0.93997045,-1.8019822,-0.75894925,0.81409817,-0.91224413,positive,1
20140207,before,1.7739231,-0.15578067,-1.7867924,-1.2046192,-1.9059451,-0.2277613,0.021643946,0.42693502,positive,1
20140284,before,-0.78437447,-0.68340241,1.2081313,-0.39362451,0.66115096,-0.16747499,-0.96122322,-0.017239089,positive,3
20140364,before,-0.99210201,-0.25997191,1.7385516,0.23280368,-0.85372321,1.6437933,-0.55722051,0.85097399,positive,3
20140393,before,-0.62155907,-0.26534639,2.4970268,0.38763578,-1.1730134,2.2407862,0.41312491,1.2149354,positive,3
20140421,before,-0.32774333,0.73977134,-2.0677535,1.6921624,0.60266234,0.15550752,0.6352744,1.1915165,positive,4
20140474,before,0.36989812,-1.9455345,1.6151366,0.75267087,-0.085689261,-0.49337304,0.41289347,-2.7864461,positive,3
20140477,before,1.7445622,-1.8947645,-0.47485726,-1.9833517,1.6182192,-0.76255094,0.15577097,-1.8015996,positive,1
20140496,before,-0.54285175,-0.10694314,1.8835223,0.65526149,-1.3498773,0.34886658,0.57193637,-0.2406318,positive,3
20140500,before,1.8769002,1.1267538,2.9035698,0.50340408,-1.5362138,-1.511152,2.1685497,0.38652192,positive,3
20140532,before,-0.42650564,1.5000493,0.082461721,0.23964384,0.023385215,-1.1197029,-0.62956654,-0.086279535,positive,2
20140615,before,0.80008167,0.61017986,1.662965,-1.2573239,-0.83124204,0.76787221,0.89201257,-0.41222813,positive,3
20140623,before,2.7912046,0.58719608,-0.65571502,-0.40261174,-0.70273808,0.16469422,-0.60596969,-0.0449877,positive,1
20140648,before,3.792244,-0.04943983,1.9109152,0.40695774,1.0538395,-0.3566073,-0.31112689,-1.1147466,positive,1
20140731,before,-0.74124595,-1.857995,-0.47762732,1.387532,-0.047121489,0.30028642,-0.10904469,-0.12232735,positive,4
20140766,before,1.9200818,0.29768436,0.53018056,0.38476393,-1.5623073,-0.68223547,0.057980206,-0.74292264,positive,1
20140830,before,2.257595,0.058037223,-0.34064007,-0.92343928,-2.4302485,1.0399894,1.9433956,-0.78511322,positive,1
20140852,before,2.5479609,-0.3178893,-0.76875024,-0.97037679,0.94655213,0.95498368,1.3355837,0.42453341,positive,1
20140862,before,0.7243442,3.4068509,-1.8863196,0.15486835,2.4469365,1.2949018,-0.10671527,1.8539294,positive,2
20140877,before,0.7817398,-0.78107961,2.2424565,1.0901299,-1.6204245,0.25066309,0.68087622,0.068339625,positive,3
20140894,before,-0.061205461,2.4952891,0.70249016,1.6218678,0.76630426,-0.43642895,0.43241335,1.2777346,positive,2
20140950,before,0.080007059,1.2197027,0.56785764,0.48581042,0.44558558,0.98301524,0.33417315,-0.018704181,positive,2
20140954,before,1.5795468,0.26246451,-2.9648016,1.1558854,-0.83177473,0.99809774,-0.54919032,-0.10820939,positive,1
20140979,before,0.80475204,-0.30662943,2.8049192,0.70493194,-1.9536745,0.65683531,0.33145885,0.59613388,positive,3
20140987,before,1.0047771,3.1260494,1.257391,0.64471557,-1.6167912,0.33524595,0.57730146,1.024479,positive,2
20140991,before,1.0464805,2.6809188,-0.1354346,0.70352708,1.1943989,-1.989869,0.10664409,0.12918441,positive,2
20140997,before,0.57371611,-0.010098347,1.6406017,0.20400552,-0.44740448,0.434084,-0.30973026,0.34210285,positive,3
20141039,before,-0.37752645,-1.4336141,0.17380221,1.6052078,-1.1819425,0.31083452,-0.42328702,-0.65593303,positive,4
20141045,before,-0.2346324,-1.1555546,-1.7250729,3.8704462,-0.41773316,-0.21843063,0.24424196,-0.35424003,positive,4
20141089,before,1.5354978,-0.64787858,0.81808397,-1.0917001,0.5306977,-1.4591508,0.73199883,-0.46657091,positive,1
20150020,before,-0.51893236,1.5183757,-0.067769941,-0.65110521,0.82064895,-0.5868533,-0.42836736,0.21209438,positive,2
20150024,before,0.34511076,2.3277862,-1.8372658,0.53628176,0.87350187,-1.2365829,0.1389942,0.84777745,positive,2
20150039,before,1.4708365,-0.29581057,0.54049732,-1.1019344,0.13193797,-0.60327178,-0.82852752,0.77054645,positive,1
20150075,before,3.9165319,-1.2658501,-1.0463517,-0.9441901,3.6113728,-2.407034,3.4400537,-1.8410326,positive,1
20150098,before,-0.77772584,0.21760572,3.7870378,0.95181956,-0.74881892,-0.57570143,1.4428997,-1.5128908,positive,3
20150111,before,1.5945632,0.43697139,-0.73627591,0.29029939,0.73356958,-0.12224157,-0.70287222,0.6795021,positive,1
20150134,before,2.9681788,-1.4391539,-0.54896343,-1.0187668,2.4987958,-0.54486973,0.94852224,0.67315173,positive,1
20150165,before,2.3680659,0.6994023,-0.16887051,-0.25239746,-1.5690312,0.56958993,-2.1229146,-1.761199,positive,1
20150212,before,-0.80723857,-0.98995074,1.0433164,1.4350409,0.37504641,-0.73984948,0.042747983,-1.5930098,positive,4
20150222,before,-0.24940087,0.8486256,0.41227296,3.2745322,1.3695158,1.1357189,0.22128144,-1.0417613,positive,4
20150285,before,-1.0905781,0.42793562,1.8107381,0.47711265,-0.61145378,0.062566655,1.5181496,-0.41142762,positive,3
20150325,before,-0.7971753,0.033770611,-1.8908882,2.1374621,0.065972278,0.31506264,0.37721349,0.6066304,positive,4
20150369,before,3.4305437,0.47855919,2.0962747,-1.2899682,2.7609984,-0.96255557,-0.43938424,-0.6757649,positive,1
20150445,before,0.41118836,0.88573952,1.1834116,1.4966393,0.062868795,-0.3148754,0.26634105,-2.0319427,positive,4
20150458,before,-0.82438858,0.058268494,1.4981799,1.2199352,-0.12780734,0.44119959,0.75431529,1.4074282,positive,3
20150482,before,-0.40853998,-1.2418235,0.23219495,1.5108095,0.31978109,0.3163437,0.1213166,-0.6677944,positive,4
20150483,before,1.1063633,1.141149,1.213873,-0.048487785,-1.5665072,-2.3856332,-1.6315435,0.78601096,positive,3
20150499,before,0.10813092,0.15306692,1.7985175,0.44971885,0.066067551,1.6510624,0.87675622,-0.5988745,positive,3
20150515,before,2.9938757,2.3581287,0.48457717,2.636577,1.6849086,-2.3759983,0.3948737,-0.2868617,positive,1
20150528,before,2.7648594,-0.8793357,-1.394131,-1.2493862,-1.8960611,0.2671904,0.14387011,-0.28529501,positive,1
20150532,before,3.7246738,-1.3329245,-3.7790932,-1.3952605,-1.1837628,1.2225881,-0.15409774,0.40660477,positive,1
20150546,before,0.0069993389,-1.4233618,1.3557687,1.6391705,-0.044832944,0.28305133,-0.64090354,-1.3320337,positive,4
20150550,before,3.2035202,3.7810265,1.6403545,-0.80266361,3.1737516,-1.9657453,1.1290665,-1.3035119,positive,2
20150553,before,-0.15488733,1.2429591,-1.059397,0.82422388,0.18896691,0.77848929,0.512438,0.11909453,positive,2
20150561,before,2.209389,-1.9370105,-1.2779193,-0.95726443,-0.20714682,-0.38510675,1.6364487,-1.4337611,positive,1
20150566,before,-0.038208973,1.2261372,0.25941632,0.20137395,-0.55151131,-0.67296767,0.20208024,-0.11747083,positive,2
20150604,before,0.36613697,1.7568396,2.9293749,1.1961801,1.1359155,-0.064721506,-0.69501494,0.37264274,positive,3
20150628,before,2.154109,-1.4459357,0.67589324,-0.34674387,0.37386767,-0.97868987,0.083107234,0.36132598,positive,1
20150637,before,-0.48150591,-0.12041195,-0.11606247,2.152067,-0.033008515,1.7827385,-0.14960481,2.1447348,positive,4
20150646,before,1.4710545,-0.12507306,0.25961876,0.022908086,0.25773786,0.2029245,0.86308195,1.1098248,positive,1
20150680,before,-0.66269003,0.99239449,3.1891041,0.92870079,-0.3561687,1.2910516,0.48005129,-3.4363175,positive,3
20150682,before,0.37646107,0.28007176,1.9143935,-0.53758966,0.19760494,0.77103096,0.071416088,0.0411417,positive,3
20150699,before,2.2033592,0.57916678,2.3997716,1.2473599,-1.6142355,-0.092397017,-0.073408538,1.6048472,positive,3
20150719,before,1.652721,3.8845753,-0.85858724,4.7874642,1.1049446,-1.7961437,-0.60435037,0.2904485,positive,4
20150746,before,2.2050355,-0.36236949,-1.4334655,0.26491815,-0.30325998,-0.73859654,0.74261097,-0.17562781,positive,1
20150765,before,-0.20658525,1.5806919,0.74370833,-1.3023878,0.088771855,1.1745282,-0.068559235,1.038555,positive,2
20150805,before,-0.064409448,0.97216991,1.4029052,-0.00070461677,-0.54314314,0.077240856,-0.063187449,0.076413244,positive,3
20150807,before,1.0514342,0.94228167,-1.9011726,3.2516613,0.063616339,0.088980148,1.2712001,1.1711426,positive,4
20150809,before,-0.20040766,2.0388777,2.4763919,0.56432291,-0.21971272,0.085982912,1.0454121,-0.35642795,positive,3
20150815,before,2.3726971,3.4088618,3.441002,-0.034661594,0.081857375,2.8037729,-0.14809903,0.93329852,positive,3
20150827,before,2.6145665,1.5778744,2.6503504,0.11247419,-0.62452629,0.12726263,2.5465989,-0.60867016,positive,3
20150829,before,0.17868599,-0.13404539,1.2779835,-0.52156116,-0.39990561,-0.96018701,1.034258,0.7790667,positive,3
20150871,before,2.3273738,-0.71097276,0.87645865,-0.18067948,1.2301375,0.93517761,1.6647293,1.5634357,positive,1
20150908,before,-0.51542286,1.4736817,0.30187756,-0.50156908,1.0489358,1.0195429,-0.019361816,-0.43302044,positive,2
20150914,before,0.56696567,-0.053587378,-0.27247631,2.4248557,2.0049613,1.9594382,0.66612209,-1.5749812,positive,4
20150949,before,-0.45145386,2.1023083,0.25595767,1.4363741,-0.55115713,-3.9674829,0.29769194,-0.40597543,positive,2
20151042,before,1.6688508,-1.2063481,0.073802546,3.0925954,0.87812323,0.75615035,-0.45019788,-1.8235683,positive,4
20151045,before,0.70590852,1.2676235,1.312647,-0.058816366,0.69913169,-0.27398264,0.54110724,-0.44562394,positive,3
20151136,before,0.26683114,1.7888971,1.490134,-1.2636279,1.4502761,-1.3785181,0.80320634,-1.3283433,positive,2
20151163,before,2.574687,-1.2155555,0.8424392,-0.38644513,-0.81530172,-2.4742393,-3.4735229,1.50989,positive,1
20151170,before,-0.84301284,0.70159421,-0.99886671,2.4936767,0.12382987,-0.01414486,0.73321423,0.61760605,positive,4
20151172,before,-0.32510003,0.02321087,-1.8505703,1.6838644,0.55389754,-0.19509858,1.29505,1.0388211,positive,4
20151175,before,-0.7187797,1.1185707,-1.9475278,1.7237602,0.86217915,0.6641142,0.58062658,0.43909043,positive,4
20160195,before,2.0594929,-2.8873489,-2.4094002,0.88213594,1.8230081,-0.92643699,0.43904094,0.66892202,positive,1
20160268,before,0.91541265,2.2312128,2.9922031,0.93703282,0.72255924,1.2420154,-0.35919257,1.3970353,positive,3
20160330,before,-0.76378092,-0.040413431,-0.8497484,1.3328584,-0.26715338,-0.65789394,0.05646553,-0.49348333,positive,4
20160337,before,0.95422184,1.4487707,0.81232953,-0.13286869,-0.19916359,-0.88775667,-0.84440876,-1.0583558,positive,2
20160340,before,-0.32849774,1.0153431,1.2930119,-0.19152245,-0.19129115,-1.7029313,-0.078372306,-0.93254077,positive,3
20160348,before,0.53722794,1.3917936,0.74899739,1.852092,0.26442661,-0.14740208,0.97419968,0.28407583,positive,4
20160365,before,1.7040256,-0.58287519,-0.79132862,-0.88031024,-0.53871735,-1.0654639,-1.0068134,0.14875549,positive,1
20160490,before,-0.16563422,1.4542828,0.23778111,0.89281891,-1.5163194,0.83496849,0.21775392,0.96438604,positive,2
20160516,before,0.26040476,3.035515,0.3207977,0.14405421,0.38645092,-1.1448839,-1.963718,0.3710097,positive,2
20160587,before,2.2240034,-0.43837405,0.12737796,-1.2164737,0.84727925,-0.93512553,0.45165619,-1.0605284,positive,1
20160599,before,-0.31971244,-0.29765655,-0.13419854,1.7289945,0.084149428,0.38176449,0.72595299,-0.56082125,positive,4
20160601,before,1.2465817,1.1279506,1.9576397,0.44267201,-0.50994711,-0.36531001,-0.39810884,0.40900029,positive,3
20160619,before,-0.49158459,-0.020752695,-0.62958287,1.6255242,0.52621885,0.54308147,0.11954755,-0.49080526,positive,4
20160630,before,0.68382112,0.35159376,1.4599148,1.1356044,-1.1256781,0.55490008,1.0491785,-0.13136064,positive,3
20160703,before,-0.95437805,1.6800347,-0.43326292,-0.61818488,-1.1528054,-0.46823357,0.81373445,0.26484719,positive,2
20160729,before,-0.46778881,-0.088384718,0.38221773,1.3795059,-0.75268773,-1.084349,0.1416445,-0.21415946,positive,4
20160746,before,-0.46711029,1.3699628,-0.37311201,2.6647016,-1.9432286,-3.8198109,1.7177803,-1.5607964,positive,4
20160748,before,-0.44506139,1.5002319,0.27110997,-0.080704358,-0.17772424,-1.3184169,0.023096913,-0.30440183,positive,2
20160760,before,3.3353833,1.8573068,0.55991607,0.69720583,-0.024389791,-0.53295955,-0.11853044,0.96570532,positive,1
20160766,before,-0.99118761,-0.70788547,-2.5216856,2.4405649,0.44006107,-0.09340452,1.2137719,0.29847606,positive,4
20160788,before,0.065920594,2.7170291,0.68969154,-0.55584655,2.344225,1.148555,0.80190038,-0.75798121,positive,2
20160877,before,-0.3928988,-0.64643272,1.8278003,0.71920833,0.072318646,-0.19163906,0.78202988,-1.1322418,positive,3
20160977,before,2.0596983,-0.10428127,-1.6821269,-1.7956849,-2.2244601,0.35268814,-0.065116219,-0.34882823,positive,1
20160994,before,1.4885684,-0.89637526,1.2070962,-0.50766086,0.18948314,0.47938776,-0.61603763,0.42093409,positive,1
20161008,before,0.65456558,0.14210039,1.8204457,2.1279515,-1.2800137,-0.14176622,0.44476366,-0.28646967,positive,4
20161021,before,0.49738704,-0.1905357,1.6036599,-0.45598004,1.3132071,-1.5886215,0.3501347,-1.0857554,positive,3
20161135,before,3.3524672,1.0335774,-3.9984517,-1.0338206,-4.0194186,-1.6444236,-1.1174844,-2.3763773,positive,1
20170082,before,-0.18291864,-0.71395748,1.2521768,0.50388126,-1.5135394,0.5733719,-1.2714911,0.080837373,positive,3
20170145,before,-0.69236925,-0.89298109,-1.0539271,2.8674369,1.2705862,0.070661714,0.59058127,-0.12866831,positive,4
20170181,before,0.25353287,4.2359594,-0.48963435,1.4982767,-0.30175,-2.7423332,0.48949181,2.2062132,positive,2
20170225,before,4.8425553,-1.6584466,-1.2871394,-0.61666585,3.3680333,-2.2422662,-4.224314,1.2521844,positive,1
20170284,before,-1.1848632,3.5033129,0.031857603,-0.61316001,-1.4907415,-3.4623329,1.5927547,1.0833314,positive,2
20170285,before,0.94469724,3.0101956,0.87133194,0.37148331,1.5822331,0.83123577,-0.329106,0.10914625,positive,2
20170288,before,0.15179309,1.3792567,2.3149924,0.77671984,0.93340155,0.033872019,0.85566576,-0.083371769,positive,3
20170319,before,0.43192169,1.4406878,-0.60496175,0.28035105,1.2226345,0.023925078,0.98813522,0.7803276,positive,2
20170340,before,1.4162464,0.33257525,2.3899682,-0.23144698,0.17061021,0.41501632,-0.59317313,-0.73777014,positive,3
20170385,before,-0.41749708,1.4552413,1.1137225,-0.33953548,-0.0682522,1.2191164,0.32782493,0.6455306,positive,2
20170432,before,-0.21573444,1.8906601,3.2159586,-0.6293064,-1.11839,0.21129982,2.2198429,-0.40372527,positive,3
20170438,before,2.1588904,0.60435182,2.3887662,-0.12891218,1.293908,-0.94437736,-0.80416892,0.50187557,positive,3
20170492,before,1.5211352,0.23348471,1.5451712,-0.13445012,-0.92161399,0.17446453,1.0395577,0.43491075,positive,3
20170498,before,2.9404321,0.044211664,-0.7433968,0.030495802,-3.885261,0.78549759,-3.2623946,1.9878555,positive,1
20170520,before,1.0583052,1.0053363,-0.92400605,2.0418976,-1.838965,-1.3908331,0.58449431,0.29296447,positive,4
20170548,before,0.57732813,1.5139119,0.8245105,-0.53042614,-1.5430212,-0.27775536,-0.28151036,0.99200315,positive,2
20170554,before,-0.43167666,4.9119728,-0.36176101,0.072251711,-0.53277886,-4.3584551,1.5239589,2.9090681,positive,2
20170575,before,0.37786685,0.18471386,0.1375615,1.3870862,-0.10938309,-0.78613573,-0.66882146,-0.31101491,positive,4
20170576,before,1.3867354,-0.42390126,-1.7124464,-0.70838162,-2.0431565,0.20267539,0.60141005,-0.28437308,positive,1
20170595,before,-0.36561789,0.15694497,1.2384692,-0.33063928,0.031340676,0.24843631,-1.169521,0.067377061,positive,3
20170596,before,-0.60316412,0.86812148,1.6119153,-0.30572853,-0.68701169,-0.079976285,-0.84948857,-0.18382478,positive,3
20170679,before,0.49701073,2.5979016,-0.70054859,1.9678572,1.6627455,0.32186559,0.45769088,1.2406014,positive,2
20170684,before,0.52952974,0.39696593,1.3408599,-0.397545,-0.70880511,-1.0287978,-0.55612123,-0.67814495,positive,3
20170687,before,-0.68795165,1.0267768,-1.4422926,1.4661827,0.99558222,1.379417,-0.61321306,0.83665606,positive,4
20170722,before,0.4636939,0.027032462,1.5821929,-0.68562778,0.154151,-0.029469534,0.20346283,1.2124755,positive,3
20170727,before,2.0122198,-1.3093615,3.0481847,-0.27677099,1.6185427,0.76186344,2.0858486,-1.4949831,positive,3
20170743,before,0.54129647,1.3063944,-0.11445586,-0.15324812,0.2062878,-0.74130478,-0.64551098,0.34043993,positive,2
20170749,before,-0.46092213,-1.3727565,0.20275704,1.3614612,0.63290243,-0.56218882,-1.2587482,0.52944938,positive,4
20170756,before,1.4471975,0.63115998,-0.27355375,-0.95462139,-1.5713269,1.0023661,0.83183833,-1.3777478,positive,1
20170781,before,-0.31371475,1.9035808,0.50089566,0.59801164,0.16252524,0.87153406,-1.2446314,1.675424,positive,2
20170783,before,-0.1025505,1.4734893,-0.19039174,-0.23790867,0.68911813,0.79041857,-0.64244861,0.90763045,positive,2
20170794,before,2.3765361,-0.42829264,-1.244072,1.2440432,-2.0385802,0.23399373,1.0004958,-0.98565925,positive,1
20170807,before,1.4849197,0.72916419,0.38074781,0.7256187,1.0408873,1.0240886,0.13476057,-0.26714008,positive,1
20170843,before,-0.0785985,0.72689829,0.24503073,2.173174,0.18697828,0.77830942,0.93178529,-0.94370916,positive,4
20170890,before,-0.015838131,-0.51064861,-2.462453,2.0066435,1.4578591,-0.90512703,0.80703489,0.251652,positive,4
20170907,before,0.82628632,-3.0938974,-0.27121504,3.7239094,-0.85054705,3.1883765,-0.69317057,-0.077852115,positive,4
20170920,before,-0.87294089,1.0014125,0.17826528,1.6052199,0.023500101,-1.0259227,-0.014190467,-0.028796833,positive,4
20170932,before,-0.30683922,1.4525743,-0.93490497,0.94232013,0.73910859,-0.9100318,0.3873075,-0.63034777,positive,2
20170952,before,-0.17521401,0.88301476,1.5581473,-0.30991552,0.25154271,0.28726637,0.50978489,-0.57532213,positive,3
20170960,before,0.97183034,3.0134712,-0.20024653,0.67417405,1.0344817,0.32927323,-0.41995698,2.2797554,positive,2
20170970,before,1.8216387,-0.40133091,-0.90125048,-0.60329703,-4.0600707,0.03180648,-1.7359884,-0.6619877,positive,1
20171141,before,0.41482935,-1.9255356,-2.8555496,4.3279318,-0.55303914,1.0559173,-0.26178472,0.024036198,positive,4
20171155,before,-0.75466226,-1.6760856,-0.64426084,3.2726346,0.33906582,0.61837462,0.71556693,-1.2140659,positive,4
20171159,before,7.1697662,-0.48376603,1.0128959,-0.49353465,1.9367168,-2.5480676,-4.2023041,5.9343548,positive,1
20171189,before,-0.56557568,-2.1670536,-0.28846908,1.8047607,-0.22641476,0.27176091,-0.86279902,-2.1724744,positive,4
20171190,before,0.52738359,-0.35976374,-0.41093125,1.9168234,-0.12684594,-0.24959024,0.069386732,0.18411731,positive,4
20171197,before,-0.44711048,-1.800146,-0.67988005,2.877752,0.52518908,0.46248876,-0.61219757,-2.3769198,positive,4
20180129,before,2.4361508,-0.87017469,0.11339215,-0.54641692,-1.2997535,-0.20701568,1.5500839,-0.77473922,positive,1
20180149,before,0.47043431,-0.097342351,-2.2985554,3.1835523,1.1562281,-0.16233591,-2.0121762,-0.9738265,positive,4
20180160,before,-0.42496493,1.269733,0.19980366,-0.82404363,-0.73561389,-0.50916275,-0.94217634,-0.23534109,positive,2
20180196,before,-0.81036358,0.51563364,0.18922892,1.4436881,-0.28427489,-0.58721374,0.56726925,0.44212158,positive,4
20180244,before,1.2453032,-1.2282173,1.6269152,-0.17849761,0.80899378,0.43517177,1.3670586,0.71970225,positive,3
20180261,before,-0.1813358,0.076471371,1.8479192,-0.63735408,-0.76014199,1.4236669,-1.5980328,-0.29603582,positive,3
20180313,before,-1.0103954,0.641681,1.5250555,-0.78067473,-0.010680973,1.5135213,0.37419832,-0.65751533,positive,3
20180419,before,-0.92948215,0.62345728,0.017292635,1.4159786,-0.87789626,-3.8883719,0.67031919,0.28826166,positive,4
20180427,before,0.16885143,0.81945685,1.5860566,-0.16216812,-1.1599767,1.0588246,0.79941691,-0.62226339,positive,3
20180438,before,1.7570992,-0.32097641,0.19338563,-0.02641352,-1.0027548,-1.2083703,-0.13536123,-0.75150089,positive,1
20180496,before,1.9271153,0.7582528,-0.24546586,0.83202691,-0.46051123,-0.33773814,0.12881056,-0.55533117,positive,1
20180535,before,-0.56568034,1.7227721,-0.60678491,3.8517671,-0.91858163,0.43878802,-0.53982354,2.2233502,positive,4
20180548,before,-0.054331654,-1.6331203,0.36115033,2.2792482,-0.15768569,-0.2398936,0.69800259,0.42017792,positive,4
20180558,before,-0.72464056,-1.3083145,-1.1720749,3.2429174,0.66662408,0.86731456,0.64697867,-0.39095785,positive,4
20180602,before,0.12295746,-0.0061235263,0.7993723,2.5456805,-1.9727078,-1.6545255,-0.79800927,-0.0076532025,positive,4
20180608,before,1.6701482,0.036032945,-0.65887777,0.097767141,-1.1593003,0.58281789,0.90145157,-0.55232651,positive,1
20180616,before,1.0567055,0.24055481,0.044651101,1.3341986,0.59959511,0.29604886,-0.89931478,-1.2680202,positive,4
20180628,before,1.9868671,-0.26666613,-0.36264669,1.5387978,-1.4402479,-0.095656608,1.3499807,-0.62249579,positive,1
20180654,before,2.9673545,0.27667682,-1.0699401,-1.2932301,-2.0520489,1.1150625,-0.3262553,1.6350781,positive,1
20180686,before,-0.28136125,0.28119021,1.2185643,-0.54578554,1.1445207,0.29646552,0.70972763,-2.2617088,positive,3
20180733,before,1.5047726,1.064954,0.0028851952,0.11151551,-0.93397284,0.76036952,0.29826921,0.8187507,positive,1
20180759,before,1.7426319,-0.96824127,-1.4963726,-1.2005618,-1.5643298,0.7844728,1.0717673,-0.96619794,positive,1
20180772,before,2.5670824,-1.2292631,0.11084226,-1.624688,0.03595681,0.51823199,-0.55345272,0.72074758,positive,1
20180783,before,1.964088,0.26087107,-2.1168483,0.053271412,-2.5402986,1.9614215,-0.33663845,-0.5697048,positive,1
20180786,before,0.45846168,-0.78465755,0.059852667,4.3228203,0.36915433,0.75266081,-0.30221572,-3.2054735,positive,4
20180803,before,0.67281287,1.2505401,1.0384928,-0.76622307,0.56573662,0.74044985,0.55488617,0.82584356,positive,2
20180809,before,2.0182848,0.12637303,-1.5737854,-1.0425065,0.26881106,0.48597035,-0.27336223,0.087412661,positive,1
20180849,before,1.3554086,1.385172,-0.31982189,1.6799753,0.99398472,-0.3300925,-0.72257572,-0.076119777,positive,4
20180865,before,-0.9330986,-1.803918,-1.6236801,2.793726,0.50922275,0.98189167,0.45988195,-0.01521637,positive,4
20180897,before,0.23910534,0.14643161,1.5332586,0.53085483,0.36546486,0.43570255,0.8293747,-1.642759,positive,3
20180910,before,1.2702052,1.2262847,0.94081095,1.4170847,-0.11396078,0.40394078,-0.13659131,0.37422603,positive,4
20180931,before,1.1079908,1.6063574,0.32493665,-1.0088088,-1.3543745,0.15232685,-1.0888152,-0.91793405,positive,2
20180942,before,-0.57680523,1.3143105,0.31962067,-0.72137445,-0.6569975,-0.38052891,-0.98970219,0.039636211,positive,2
20181039,before,0.020069272,-0.13690902,1.4884814,-1.0522217,0.071138538,0.44922706,1.1870375,0.086167972,positive,3
20181052,before,1.7245407,0.17165719,0.13068593,-2.1615913,0.84292259,1.6609955,0.5624317,1.3956557,positive,1
20181068,before,-0.3534955,-1.316706,-1.0772365,1.9983084,0.31445118,0.45159527,-0.30894187,-0.81961423,positive,4
20181073,before,2.2785651,1.5325053,0.34269765,3.1390085,-0.78128125,-0.68458342,-0.26183476,2.3279251,positive,4
20181141,before,0.24788669,-0.44544354,1.3750565,-0.71101726,0.17037113,-0.18930897,0.96986303,0.10825725,positive,3
20190008,before,1.5034413,-0.25705665,1.7280178,0.49684001,-1.7122282,-0.85753826,0.6106736,-0.53910119,positive,3
20190013,before,-0.48363733,0.43183693,-0.99193808,1.979017,-0.10187469,-0.27051021,-0.55639234,0.16418651,positive,4
20190014,before,-1.2364024,-0.45427714,-0.085092695,1.6977599,0.11824954,-0.64932545,0.072401247,-0.089292478,positive,4
20190077,before,0.38976149,-0.86139157,0.10920167,1.3458404,-0.020852889,0.63066593,-0.31323462,-0.2284923,positive,4
20190096,before,-0.61545997,-0.1382885,-0.38933421,1.5591153,-0.12180726,-0.95347745,1.1141241,-0.39346664,positive,4
20190122,before,0.12136046,-0.60588535,-0.67151651,1.4950962,-0.91571432,-0.90421451,-0.65931679,-1.4807475,positive,4
20190156,before,-0.15895741,0.0759232,0.64684686,1.5924239,-0.14090918,0.9884683,-0.74259232,0.64749066,positive,4
