track_id,version,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,sign,dominant_eof
19810803,before,0.14865215,0.5494938,-0.32896022,2.4395011,1.3378589,1.4801119,0.033873304,-0.25700907,positive,4
19810804,before,-0.18538479,2.5251093,0.42806089,1.3489381,0.056417679,-2.5934853,0.20382271,0.13739815,positive,2
19810839,before,0.81305376,1.5441684,-0.68622514,1.2268783,1.2244023,0.43176957,-0.56802258,0.14194974,positive,2
19810842,before,-1.4134749,1.2199793,-0.78242762,0.1788042,-0.28512191,-0.84069541,0.73272669,0.96187681,positive,2
19810863,before,3.1149333,-0.92259054,-1.8024578,0.57592148,-0.44721348,0.059784664,-0.62273874,-0.27038764,positive,1
19810871,before,-0.8517656,-0.24812482,-0.20095174,1.3817396,-0.215792,-0.27663333,0.47636377,-0.13798991,positive,4
19810877,before,-0.21652006,2.0302886,-0.053695356,2.0842026,0.68161194,-0.065868662,0.34567924,0.74490907,positive,4
19811003,before,0.033117669,1.3470156,-0.018646565,-0.27748161,0.71849898,-0.59434871,0.13096224,0.094695991,positive,2
19811024,before,2.2415815,-2.0978477,-0.56059222,0.16785608,-0.24904893,-0.42077417,-0.14116389,0.5190949,positive,1
19811086,before,1.1578798,0.85515069,1.1138144,1.3398655,-0.34235754,0.015560191,0.74825774,-0.25276582,positive,4
19811097,before,2.9200816,-1.9074085,0.58575988,-0.98413492,2.3195779,-0.15395242,1.8585427,0.19746752,positive,1
19811158,before,-0.57266614,1.9341964,0.011985904,-0.47494346,0.11600896,-1.4262142,-0.14125428,0.27367208,positive,2
19811187,before,2.2379891,-1.1890063,-0.21028426,0.41571707,2.1166143,-0.39174915,-0.2556567,-0.70069814,positive,1
19820011,before,-0.7915569,1.5221163,-0.41906181,-1.1041245,-0.26890774,0.049710302,-1.0450297,-1.2210248,positive,2
19820038,before,-0.1729356,-0.3552656,2.6800949,-0.53900149,1.0293885,2.1551756,0.76497275,1.7659626,positive,3
19820047,before,-0.78023135,0.48314147,1.6828575,-0.36905553,0.12823538,0.61649581,1.4416127,-1.4413367,positive,3
19820050,before,2.3856348,-0.95139403,-0.99570849,-0.31985187,1.5764719,-0.17620817,-2.117365,1.3716702,positive,1
19820081,before,-0.35324725,1.6463237,0.86961764,-0.043344384,0.19402639,1.0745438,0.063059979,1.2797882,positive,2
19820253,before,0.95504774,-2.5198113,-0.17824868,2.0624507,-1.4882091,-1.0869774,-0.45744122,0.35801861,positive,4
19820314,before,3.5280168,-0.543381,0.81345917,-0.64119776,3.0975203,-1.7771512,1.3826939,-3.4255016,positive,1
19820362,before,-0.74122282,-0.075749067,-1.4889016,3.1269356,-0.04149606,-0.44272916,0.15630374,0.60977007,positive,4
19820453,before,-0.26731533,-1.0509377,-0.35023985,2.4526587,0.35376062,-0.15425851,0.55244907,-0.75201829,positive,4
19820478,before,-0.53092455,1.8424468,-0.38913165,0.51635166,-0.06275799,0.25652115,-0.13254436,0.99920431,positive,2
19820487,before,1.9502461,0.42774285,-0.97493324,-1.9928344,-0.83627861,-0.29752594,-2.703483,-1.9373452,positive,1
19820543,before,0.52626613,2.0670392,-1.1678514,-0.51373157,1.7622474,1.2598638,-0.8187027,0.5566263,positive,2
19820563,before,-0.78305749,0.30044335,-1.1705632,2.3883069,0.5140786,0.38660424,0.34735366,-0.10532062,positive,4
19820602,before,3.8518915,0.052441118,0.42510781,0.16916555,-1.705427,-0.7465009,-0.51984662,1.1023435,positive,1
19820676,before,-0.6041632,0.19572113,1.8444368,0.14297734,-0.51532582,1.2502786,-0.4414276,-1.4386044,positive,3
19820684,before,-0.54229414,-0.6903791,1.805918,-0.011910862,-0.21309486,0.026750626,0.22128594,-1.2063578,positive,3
19820699,before,-0.68381828,1.5120512,1.5645862,1.6146157,0.25474032,-1.2044032,1.5570854,-1.7881799,positive,4
19820740,before,2.9318554,-2.5115885,-2.4101627,4.0737534,1.948038,-1.502699,2.0568549,-0.48384825,positive,4
19820754,before,-0.49581208,1.8328801,-2.3340389,1.9524457,0.91322536,-1.273827,-0.21763592,1.6589611,positive,4
19820758,before,0.11869531,2.1955549,0.29890504,-0.59548297,-0.82106337,0.29210846,-0.23121471,0.17869468,positive,2
19820762,before,-0.35411825,1.6898303,0.45422461,-0.2190652,-0.52773463,-1.7464483,-0.27342519,-0.71237095,positive,2
19820808,before,1.4225902,0.73887212,0.74123109,1.1396178,-1.8047395,1.1408778,0.020273476,-1.0093014,positive,1
19820831,before,1.7168692,-1.2105082,0.033307573,0.42946809,-0.49130085,-1.955403,-0.1095504,-1.1114542,positive,1
19820833,before,-0.28297425,-0.010659354,1.2060865,0.41322503,0.056208673,0.13439622,0.036040002,-1.4069595,positive,3
19820835,before,-0.45216103,-1.0129926,-0.55345156,1.8722127,0.46826627,0.79586721,0.41117551,-0.52659227,positive,4
19820898,before,0.3551715,0.45926873,1.4161413,-0.024393414,0.24559547,-0.29134051,0.1099143,-0.85685629,positive,3
19820953,before,-0.15873148,-0.16763125,1.2994822,0.40889171,-1.3873856,-0.57755987,0.13232037,-1.2471501,positive,3
19820954,before,-0.85682467,1.474685,0.41622191,-0.48889666,0.39074387,-0.95380594,1.1118435,0.36475297,positive,2
19820962,before,-1.6441568,0.88803345,-0.4837781,1.7956693,-1.3053976,-2.089408,1.7897519,0.68716972,positive,4
19820972,before,-0.017564505,0.3122717,0.53004793,1.4499057,0.30178411,-0.25749251,0.020756407,-1.529765,positive,4
19820983,before,1.8140631,-0.28997297,1.8375175,-0.13719767,-0.10380573,-0.34106241,-0.21165311,0.3592549,positive,3
19821027,before,-0.44800049,-0.19835152,2.0997599,-0.22335861,0.30929918,0.58207832,0.89795153,-1.9476966,positive,3
19821030,before,0.86383341,-0.22312017,1.3233123,-0.98670263,1.1139176,0.77024912,0.02002794,-0.091666566,positive,3
19821058,before,-0.59224171,2.6251557,-0.97620908,0.060578735,1.0169041,-1.5946763,0.54249605,0.91309501,positive,2
19821065,before,1.880759,0.29651754,-1.2644903,1.7034731,1.6097045,-1.0779258,1.2814196,-0.42513795,positive,1
19821076,before,1.3310157,-1.589357,-0.077701526,-0.02802377,1.1337087,-0.064732729,1.3163907,-0.50731976,positive,1
19821085,before,-1.4433722,-1.2954044,-1.341146,1.8335527,0.2296045,-0.44826427,0.46787972,-0.77211112,positive,4
19821086,before,-0.88197635,-0.9736928,-0.87949252,1.9166031,-0.1895897,0.29656264,0.58819748,-0.77172539,positive,4
19821108,before,-0.40852894,2.5944287,-1.1542617,-0.78314359,1.5205402,-0.31171903,0.080650342,0.83439693,positive,2
19830032,before,-0.92036417,0.80037606,-2.2608904,1.7095647,1.0566178,-0.44288491,0.35311815,0.82318503,positive,4
19830034,before,-0.14362999,0.86649021,-0.87746969,1.8363735,0.42374726,0.23625025,-0.11090826,-0.11334644,positive,4
19830065,before,-0.78316034,-0.047063599,1.4175807,0.036474606,-0.90649936,0.90776901,-0.082684116,-0.76558687,positive,3
19830078,before,-0.48461643,2.2039206,-1.5597145,0.95608364,1.1522871,-0.85356599,0.049306516,0.32518518,positive,2
19830080,before,-0.27451626,1.8110622,1.1704777,-1.2042462,1.5193457,1.6147145,1.1350782,-0.087070263,positive,2
19830111,before,1.6602037,-0.72819164,-2.4551839,2.1609547,-0.48018668,-1.8369503,1.7657525,-0.079883253,positive,4
19830130,before,-0.30502747,1.2367937,-0.5502592,1.2042658,0.40253117,0.017689109,-0.59858564,-0.077399178,positive,2
19830138,before,0.71161743,1.8597332,-0.64232375,-0.22431239,1.4270396,-0.0099675708,-0.68903467,0.57151909,positive,2
19830224,before,1.6633647,-0.99232497,-2.2602425,-1.7429239,-2.8717911,-0.28895867,-0.60960195,0.15528174,positive,1
19830250,before,1.4089834,-0.18915893,-0.98830678,-0.069521475,-1.258903,-1.1438019,0.13697116,-0.73896448,positive,1
19830257,before,-0.67186243,1.9340219,-0.49075836,-1.2754729,1.4070424,1.1353989,-0.35809157,0.64756958,positive,2
19830386,before,0.095446478,0.94601058,1.6756536,-0.47764333,1.4136133,1.1407791,1.0398903,-0.96053518,positive,3
19830456,before,0.93981849,2.7107716,-0.30565871,-0.019994368,2.3645465,0.92715005,-0.081508104,0.42702746,positive,2
19830459,before,1.074607,1.469337,1.5392996,0.66764138,0.32391228,-0.24623188,0.96172227,-0.63570657,positive,3
19830490,before,0.70138115,-0.41981493,2.3063514,0.27255591,-0.37487981,-0.57721087,0.13095487,-2.0443288,positive,3
19830515,before,1.372496,-1.1948405,-1.1086529,-0.94526502,-1.3135961,0.27193138,0.34387473,0.39185094,positive,1
19830532,before,-0.071507242,0.36436416,1.6129382,-0.26632492,-0.81191961,-0.031212698,-0.36291417,-0.84542464,positive,3
19830540,before,1.1996694,-2.6807134,4.3412178,3.0777411,-1.4341095,0.50898652,-0.2991766,-2.4066825,positive,3
19830575,before,1.3641821,-1.5164522,1.7412915,-0.29428921,-0.053750402,-1.4969813,-0.34015723,1.3717364,positive,3
19830662,before,-0.32144689,2.0003615,-0.61528601,-1.3757569,-1.0127135,0.030566382,0.37588263,-0.062591654,positive,2
19830683,before,-0.1441602,0.86426712,1.6915868,0.94355598,-0.40524901,0.45721994,0.28170045,0.22927987,positive,3
19830693,before,-0.13142616,1.2910247,-0.08161214,1.0944922,-0.88903133,-2.3001115,0.12864151,0.45092098,positive,2
19830710,before,0.34779843,-1.1093602,1.3393739,0.56491529,-1.2505793,-1.8839444,0.706641,-0.031521902,positive,3
19830822,before,0.75228671,0.66601939,1.7700568,0.30582604,-0.13288798,0.9075504,0.62430885,0.14515693,positive,3
19830837,before,1.4244649,0.085259751,-1.3433442,-0.91431,-1.4967615,0.45105255,-0.67431595,-1.1762641,positive,1
19830845,before,-0.35633789,0.41238832,2.5448201,0.79931634,-1.7660161,1.5392058,0.17118546,0.99561542,positive,3
19830855,before,0.64051777,1.6575889,2.0859217,0.82510478,-1.3431422,1.0138598,0.86578696,0.84912002,positive,3
19830875,before,-0.20481762,-0.18492971,1.2049539,-0.10783712,0.0657934,-0.0058252825,0.15416126,-0.030085611,positive,3
19830881,before,0.82844281,1.4083887,0.3089124,0.67469337,-0.31862943,0.96003088,0.10023408,0.48480595,positive,2
19830894,before,-1.0823886,2.0416463,-0.38852958,0.21992146,-0.47010241,-2.8063788,1.3073911,0.99299465,positive,2
19830949,before,2.1244579,0.70649971,1.8829441,0.12030316,0.34294966,-1.3576475,1.8497563,-1.8789633,positive,1
19830995,before,1.2327736,-1.0453668,1.1379876,2.54872,-0.20470626,0.44986138,-2.6551623,1.1421985,positive,4
19831039,before,-0.69152028,1.3712697,1.1187753,0.54225596,-0.054698609,-1.0628416,0.1414807,-0.94631509,positive,2
19831052,before,1.3418199,-1.1581001,-0.22068805,-0.84038006,-0.078379761,-0.212806,-0.18400981,0.15686049,positive,1
19831059,before,2.4558603,-0.070279487,0.94448082,-0.82941681,0.05426728,-1.1509971,-0.74232448,0.52411183,positive,1
19831112,before,-0.3477477,0.3422747,1.5958426,1.2460719,-0.85615884,-0.54292513,0.90965295,-1.0753078,positive,3
19831148,before,0.42327361,-0.82140426,-1.6355336,1.7839446,0.8252341,0.65165358,-0.73029138,-0.26228631,positive,4
19840039,before,-0.17973695,1.5388523,0.14401339,-0.97796131,1.0626084,-1.1412264,-0.28175575,-0.49780578,positive,2
19840053,before,-0.81735813,1.9264461,-1.5293482,-0.053016464,1.7878099,-0.58139591,0.78543547,1.2458008,positive,2
19840093,before,-0.26507464,1.5332648,-1.0068963,2.2009152,-0.025385038,-0.61810667,-0.50282303,0.46932307,positive,4
19840163,before,0.011454722,2.7442532,0.84770598,-0.095200779,0.15783102,-0.40133797,-0.28307076,0.095334174,positive,2
19840172,before,0.1200913,1.283986,-0.0058016078,-0.99577078,-0.424473,-2.0797879,-0.85784501,0.79594182,positive,2
19840188,before,1.3796705,0.17889512,1.3786608,0.65162538,-1.7611957,-1.425242,-0.10821598,0.37789501,positive,1
19840229,before,-0.027744945,-0.062504381,1.3563585,-0.59491299,-0.68052814,-0.40905552,-0.98544052,0.61867697,positive,3
19840242,before,0.30956358,-0.76230036,-1.2874506,2.576356,0.16291263,0.73369407,-0.72580601,-0.75768311,positive,4
19840243,before,-2.7793178,5.1712943,1.438439,-4.841038,-3.7800588,-5.0978404,4.656347,4.5667996,positive,2
19840311,before,0.02971619,2.9908359,-0.93879418,-0.38032891,-2.0733612,-2.7178296,2.8267231,0.97780471,positive,2
19840364,before,0.46119598,1.609785,0.13351466,-1.596933,-1.6166901,-0.16331889,-0.6817761,-0.28283853,positive,2
19840365,before,0.57066717,1.4643584,2.0320475,-0.11997255,-1.1907308,-0.12689148,0.65517105,-0.059912223,positive,3
19840518,before,0.56247383,2.1139914,0.36581478,1.4388604,1.1409496,0.66690072,0.30465129,0.74417196,positive,2
19840531,before,0.89134134,0.7441303,1.2854646,0.74182399,-2.0316957,-0.29863072,0.21342198,0.25074323,positive,3
19840606,before,1.384479,0.4927712,-1.0674879,0.70819792,-1.5575901,0.69965017,-0.0088076919,0.041142567,positive,1
19840683,before,-0.21412496,1.3160905,0.44099445,0.32598288,-0.043774007,0.36060892,-0.52404184,0.65350528,positive,2
19840730,before,1.0783,1.4200297,1.2765553,-0.81032721,1.1650294,-0.59792308,0.24260305,-0.94610703,positive,2
19840746,before,2.9088437,-0.21241508,2.4299404,-1.4523529,0.62359409,0.57592012,0.38699182,0.61897978,positive,1
19840784,before,-0.1016235,2.8831776,-0.31505048,0.57645806,-0.12409733,-0.91343759,0.40362186,0.73509196,positive,2
