track_id,cluster,version
19890577,1,before
19890594,4,before
19890611,4,before
19890683,2,before
19890691,2,before
19890706,1,before
19890770,2,before
19890781,1,before
19890797,1,before
19890827,1,before
19890832,2,before
19890844,2,before
19890872,1,before
19890925,1,before
19890971,2,before
19890988,2,before
19891045,1,before
19891057,2,before
19891066,1,before
19891122,1,before
19891150,1,before
19900066,1,before
19900070,3,before
19900146,1,before
19900228,1,before
19900231,1,before
19900247,1,before
19900253,2,before
19900345,1,before
19900356,1,before
19900390,4,before
19900400,4,before
19900409,4,before
19900423,2,before
19900502,1,before
19900520,1,before
19900661,1,before
19900697,1,before
19900709,1,before
19900720,1,before
19900742,4,before
19900755,1,before
19900818,2,before
19900839,3,before
19900940,3,before
19901007,3,before
19901017,3,before
19901076,4,before
19901100,1,before
19901102,2,before
19901116,2,before
19901130,2,before
19910057,2,before
19910081,3,before
19910222,1,before
19910260,3,before
19910293,1,before
19910317,4,before
19910374,2,before
19910380,1,before
19910421,3,before
19910446,1,before
19910454,1,before
19910603,2,before
19910662,4,before
19910683,1,before
19910691,1,before
19910710,2,before
19910747,1,before
19910886,2,before
19910919,1,before
19911037,1,before
19911042,2,before
19911055,1,before
19911070,1,before
19911126,1,before
19911132,2,before
19911148,1,before
19920133,1,before
19920145,2,before
19920157,2,before
19920170,1,before
19920295,2,before
19920404,1,before
19920411,1,before
19920418,4,before
19920424,1,before
19920442,1,before
19920451,2,before
19920456,1,before
19920460,2,before
19920472,4,before
19920501,3,before
19920507,3,before
19920543,1,before
19920614,1,before
19920679,3,before
19920685,2,before
19920697,1,before
19920719,1,before
19920727,1,before
19920879,3,before
19920898,2,before
19920919,2,before
19920925,4,before
19920971,1,before
19920976,1,before
19920980,1,before
19921005,2,before
19921039,4,before
19921093,2,before
19930022,1,before
19930027,1,before
19930045,2,before
19930079,3,before
19930273,2,before
19930275,1,before
19930289,1,before
19930349,1,before
19930356,1,before
19930382,1,before
19930396,2,before
19930505,2,before
19930515,1,before
19930531,4,before
19930571,2,before
19930584,2,before
19930654,3,before
19930680,4,before
19930687,3,before
19930700,2,before
19930735,2,before
19930762,1,before
19930886,4,before
19930911,3,before
19930970,1,before
19930975,1,before
19930998,1,before
19931022,1,before
19931042,1,before
19931078,3,before
19931081,1,before
19931096,1,before
19931108,1,before
19931147,1,before
19931162,2,before
19931174,1,before
19940020,3,before
19940048,1,before
19940051,4,before
19940067,1,before
19940081,1,before
19940106,1,before
19940115,2,before
19940122,2,before
19940134,2,before
19940163,1,before
19940195,1,before
19940246,3,before
19940276,3,before
19940325,1,before
19940373,1,before
19940374,4,before
19940383,1,before
19940392,4,before
19940431,2,before
19940463,3,before
19940479,2,before
19940517,1,before
19940617,3,before
19940621,1,before
19940640,1,before
19940674,4,before
19940726,2,before
19940739,1,before
19940769,1,before
19940776,1,before
19940801,1,before
19940862,3,before
19940877,1,before
19940894,1,before
19940925,1,before
19940933,4,before
19940990,1,before
19941031,1,before
19941069,1,before
19941137,1,before
19941148,1,before
19950017,2,before
19950040,1,before
19950131,3,before
19950165,1,before
19950191,2,before
19950248,1,before
19950255,2,before
19950265,2,before
19950291,1,before
19950299,2,before
19950512,2,before
19950547,2,before
19950549,1,before
19950558,2,before
19950580,1,before
19950584,3,before
19950592,1,before
19950629,1,before
19950699,2,before
19950728,1,before
19950770,1,before
19950812,1,before
19950852,4,before
19950910,2,before
19950970,3,before
19951016,2,before
19951044,1,before
19951082,3,before
19951096,4,before
19951098,2,before
19951115,1,before
19951122,4,before
19951174,1,before
19960027,3,before
19960038,2,before
19960111,2,before
19960141,3,before
19960165,4,before
19960209,2,before
19960242,2,before
19960258,1,before
19960269,1,before
19960286,2,before
19960308,1,before
19960347,4,before
19960356,1,before
19960379,4,before
19960414,1,before
19960496,2,before
19960501,1,before
19960557,2,before
19960577,3,before
19960625,4,before
19960631,1,before
19960652,3,before
19960665,2,before
19960679,2,before
19960734,3,before
19960752,1,before
19960774,1,before
19960782,2,before
19960814,1,before
19960915,2,before
19960993,1,before
19960998,4,before
19961013,2,before
19961015,3,before
19961045,1,before
19961064,1,before
19961070,3,before
19961099,1,before
19961104,3,before
19970010,2,before
19970027,3,before
19970029,1,before
19970064,1,before
19970078,1,before
19970081,1,before
19970095,3,before
19970120,1,before
19970126,1,before
19970127,3,before
19970130,2,before
19970140,4,before
19970186,2,before
19970233,3,before
19970364,1,before
19970408,1,before
19970421,4,before
19970429,1,before
19970518,1,before
19970536,1,before
19970544,1,before
19970555,2,before
19970579,2,before
19970638,1,before
19970661,1,before
19970724,3,before
19970735,1,before
19970755,3,before
19970797,2,before
19970836,1,before
19970846,1,before
19970867,4,before
19970875,1,before
19970901,2,before
19970942,1,before
19970960,2,before
19971055,1,before
19971059,1,before
19971067,2,before
19971088,1,before
19971098,1,before
19971108,1,before
19971118,2,before
19980017,2,before
19980067,2,before
19980158,4,before
19980199,1,before
19980204,1,before
19980224,2,before
19980259,4,before
19980304,2,before
19980415,1,before
19980424,2,before
19980520,2,before
19980652,3,before
19980679,3,before
19980693,2,before
19980702,1,before
19980754,3,before
19980760,1,before
19980790,1,before
19980803,1,before
19980819,1,before
19980850,1,before
19980894,1,before
19980895,3,before
19980900,1,before
19980901,2,before
19980922,1,before
19980966,2,before
19980982,2,before
19981054,1,before
19981089,2,before
19981098,2,before
19981110,1,before
19990020,1,before
19990098,4,before
19990164,3,before
19990230,1,before
19990244,1,before
19990271,1,before
19990275,3,before
19990320,1,before
19990329,2,before
19990355,2,before
19990385,2,before
19990398,2,before
19990409,1,before
19990464,3,before
19990483,3,before
19990525,2,before
19990563,1,before
19990668,1,before
19990712,4,before
19990731,1,before
19990740,2,before
19990823,1,before
19990856,2,before
19990879,2,before
19990893,1,before
19990928,2,before
19990947,2,before
19990958,1,before
19990983,1,before
19990992,1,before
19991025,1,before
19991045,2,before
19991072,1,before
19991088,1,before
19991148,2,before
20000104,1,before
20000157,1,before
20000160,4,before
20000193,1,before
20000245,4,before
20000351,3,before
20000362,1,before
20000429,1,before
20000465,2,before
20000595,2,before
20000699,1,before
20000705,2,before
20000706,1,before
20000716,2,before
20000720,1,before
20000745,4,before
20000787,2,before
20000849,1,before
20000863,2,before
20000888,1,before
20000897,2,before
20000939,1,before
20000967,1,before
20000975,1,before
20001018,2,before
20001030,3,before
20001064,2,before
20001104,3,before
20001113,1,before
20001131,1,before
20001160,1,before
20010040,2,before
20010049,1,before
20010078,1,before
20010096,2,before
20010126,1,before
20010146,1,before
20010161,2,before
20010202,3,before
20010204,1,before
20010254,1,before
20010300,4,before
20010337,1,before
20010357,1,before
20010391,4,before
20010400,1,before
20010428,3,before
20010483,3,before
20010500,1,before
20010503,1,before
20010518,3,before
20010527,2,before
20010535,1,before
20010567,4,before
20010570,1,before
20010588,3,before
20010603,1,before
20010608,1,before
20010618,2,before
20010633,1,before
20010634,2,before
20010669,3,before
20010700,1,before
20010731,1,before
20010759,1,before
20010798,1,before
20010986,1,before
20010995,1,before
20011010,2,before
20011093,1,before
20011154,3,before
20020011,2,before
20020087,4,before
20020125,1,before
20020135,2,before
20020159,3,before
20020230,4,before
20020321,1,before
20020328,2,before
20020335,3,before
20020352,4,before
20020363,1,before
20020368,1,before
20020381,1,before
20020394,4,before
20020423,3,before
20020429,1,before
20020483,3,before
20020495,2,before
20020503,1,before
20020508,1,before
20020521,1,before
20020585,1,before
20020611,2,before
20020624,1,before
20020650,1,before
20020659,2,before
20020716,1,before
20020803,2,before
20020816,1,before
20020877,4,before
20020883,1,before
20020896,2,before
20020916,2,before
20020930,3,before
20020940,3,before
20020996,3,before
20021005,2,before
20021019,1,before
20021039,1,before
20021049,3,before
20021087,2,before
20021129,2,before
20030016,2,before
20030063,2,before
20030090,1,before
20030099,3,before
20030110,3,before
20030170,1,before
20030219,1,before
20030246,1,before
20030319,2,before
20030338,1,before
20030355,2,before
20030427,1,before
20030464,2,before
20030472,1,before
20030509,1,before
20030521,2,before
20030573,4,before
20030577,4,before
20030629,4,before
20030653,2,before
20030685,2,before
20030707,2,before
20030762,1,before
20030838,2,before
20030870,3,before
20030910,1,before
20030923,1,before
20030936,1,before
20031023,1,before
20031082,2,before
20031096,1,before
20031107,1,before
20031115,2,before
20031122,2,before
20031157,1,before
20031170,1,before
20031173,4,before
20040020,1,before
20040067,1,before
20040075,1,before
20040105,1,before
20040199,1,before
20040248,1,before
20040307,1,before
20040347,4,before
20040366,1,before
20040458,3,before
20040499,1,before
20040516,2,before
20040557,1,before
20040565,2,before
20040615,1,before
20040767,1,before
20040786,1,before
20040792,3,before
20040800,3,before
20040846,1,before
20040888,2,before
20040932,3,before
20040937,2,before
20040950,2,before
20040957,1,before
20040980,1,before
20041006,2,before
20041017,1,before
20041036,2,before
20041087,1,before
20041117,1,before
20050095,4,before
20050222,2,before
20050230,3,before
20050246,1,before
20050256,4,before
20050282,2,before
20050312,2,before
20050336,2,before
20050361,1,before
20050400,2,before
20050427,2,before
20050471,3,before
20050489,3,before
20050497,1,before
20050523,1,before
20050533,1,before
20050558,2,before
20050562,1,before
20050564,1,before
20050636,1,before
20050665,2,before
20050694,1,before
20050708,1,before
20050721,4,before
20050729,2,before
20050752,2,before
20050760,1,before
20050833,2,before
20050897,2,before
20050942,2,before
20050973,1,before
20050977,2,before
20051008,1,before
20051025,2,before
20051036,2,before
20051041,1,before
20051053,1,before
20051087,1,before
20051106,1,before
20051116,4,before
20051130,2,before
20060028,1,before
20060035,2,before
20060040,4,before
20060057,4,before
20060099,1,before
20060104,2,before
20060146,2,before
20060153,1,before
20060242,1,before
20060249,1,before
20060280,4,before
20060360,2,before
20060378,3,before
20060438,1,before
20060482,3,before
20060499,2,before
20060564,2,before
20060582,2,before
20060587,1,before
20060620,2,before
20060654,2,before
20060661,1,before
20060668,1,before
20060680,3,before
20060715,3,before
20060749,1,before
20060769,4,before
20060783,3,before
20060787,2,before
20060799,4,before
20060829,2,before
20060913,4,before
20060927,1,before
20060991,2,before
20061022,1,before
20061034,4,before
20061096,1,before
20061156,1,before
20061185,1,before
20061195,1,before
20070061,1,before
20070106,1,before
20070197,1,before
20070202,1,before
20070219,2,before
20070250,1,before
20070262,1,before
20070265,1,before
20070308,1,before
20070322,1,before
20070346,2,before
20070399,2,before
20070416,1,before
20070434,1,before
20070474,2,before
20070498,1,before
20070518,3,before
20070519,2,before
20070608,1,before
20070633,2,before
20070643,2,before
20070648,1,before
20070695,4,before
20070715,2,before
20070732,3,before
20070781,2,before
20070798,2,before
20070810,2,before
20070855,4,before
20070889,1,before
20070922,1,before
20070974,1,before
20070989,2,before
20071026,2,before
20071055,3,before
20071068,1,before
20071139,1,before
20071156,1,before
20080015,1,before
20080093,1,before
20080105,1,before
20080109,1,before
20080126,1,before
20080139,1,before
20080192,1,before
20080347,3,before
20080393,3,before
20080396,1,before
20080425,1,before
20080434,4,before
20080468,3,before
20080480,1,before
20080491,4,before
20080542,1,before
20080573,1,before
20080590,1,before
20080649,1,before
20080651,1,before
20080660,1,before
20080677,1,before
20080717,1,before
20080726,3,before
20080774,1,before
20080807,1,before
20080829,2,before
20080882,4,before
20080924,1,before
20080945,2,before
20080964,1,before
20080986,2,before
20081010,2,before
20081095,1,before
20081122,3,before
20090033,1,before
20090049,2,before
20090078,2,before
20090133,4,before
20090164,1,before
20090175,1,before
20090187,2,before
20090193,1,before
20090198,1,before
20090205,1,before
20090237,1,before
20090278,1,before
20090307,4,before
20090343,1,before
20090379,1,before
20090385,4,before
20090427,2,before
20090460,1,before
20090537,1,before
20090553,3,before
20090588,2,before
20090622,1,before
20090636,3,before
20090679,4,before
20090774,2,before
20090794,3,before
20090910,4,before
20091007,4,before
20091018,1,before
20091022,2,before
20091031,2,before
20091053,1,before
20091071,1,before
20091073,3,before
20091085,3,before
20091111,1,before
20091124,1,before
20091145,3,before
20091169,1,before
20091196,3,before
20100011,1,before
20100026,2,before
20100050,2,before
20100079,2,before
20100087,1,before
20100102,1,before
20100133,1,before
20100144,1,before
20100149,2,before
20100196,1,before
20100234,1,before
20100269,1,before
20100322,1,before
20100437,1,before
20100459,2,before
20100502,2,before
20100560,3,before
20100609,4,before
20100675,1,before
20100682,1,before
20100705,4,before
20100715,1,before
20100730,3,before
20100872,1,before
20100896,3,before
20100924,1,before
20100953,3,before
20101141,1,before
20101161,1,before
20101166,1,before
20101185,1,before
20110013,1,before
20110037,2,before
20110047,2,before
20110072,1,before
20110082,1,before
20110104,1,before
20110128,1,before
20110165,1,before
20110236,2,before
20110244,4,before
20110248,2,before
20110277,2,before
20110323,3,before
20110332,2,before
20110335,2,before
20110374,2,before
20110398,3,before
20110445,4,before
20110494,2,before
20110538,2,before
20110573,4,before
20110583,3,before
20110649,1,before
20110655,3,before
20110666,4,before
20110679,2,before
20110713,1,before
20110715,3,before
20110725,1,before
20110774,4,before
20110787,3,before
20110888,2,before
20110899,2,before
20110977,2,before
20111034,2,before
20111053,1,before
20111066,4,before
20111083,1,before
20111098,1,before
20111128,1,before
20111133,1,before
20120088,1,before
20120120,3,before
20120157,1,before
20120172,2,before
20120185,1,before
20120206,2,before
20120239,1,before
20120244,1,before
20120283,3,before
20120341,4,before
20120402,1,before
20120465,2,before
20120478,2,before
20120582,1,before
20120596,1,before
20120613,1,before
20120628,1,before
20120723,1,before
20120745,2,before
20120777,2,before
20120789,3,before
20120847,1,before
20120911,1,before
20120955,2,before
20121002,2,before
20121005,3,before
20121020,1,before
20121041,4,before
20121042,1,before
20121099,4,before
20121109,2,before
20121150,2,before
20121159,4,before
20130016,1,before
20130061,2,before
20130096,1,before
20130123,3,before
20130162,2,before
20130181,1,before
20130191,2,before
20130209,1,before
20130253,2,before
20130277,1,before
20130301,4,before
20130332,1,before
20130385,2,before
20130434,2,before
20130470,4,before
20130501,2,before
20130534,2,before
20130540,3,before
20130613,3,before
20130629,2,before
20130656,1,before
20130777,1,before
20130786,3,before
20130813,2,before
20130825,1,before
20130909,1,before
20130952,2,before
20130953,1,before
20130957,3,before
20130968,4,before
20130977,3,before
20130991,2,before
20131001,1,before
20131018,2,before
20131038,1,before
20131083,3,before
20131086,2,before
20131096,1,before
20131099,1,before
20131147,1,before
20131161,1,before
20140045,1,before
20140066,2,before
20140086,1,before
20140089,1,before
20140098,2,before
20140118,1,before
20140156,1,before
20140194,1,before
20140201,2,before
20140207,3,before
20140319,2,before
20140379,2,before
20140418,4,before
20140438,4,before
20140468,2,before
20140500,2,before
20140516,3,before
20140549,1,before
20140615,2,before
20140623,4,before
20140651,1,before
20140692,3,before
20140712,1,before
20140736,3,before
20140759,3,before
20140766,3,before
20140807,2,before
20140822,1,before
20140830,3,before
20140950,1,before
20140951,1,before
20140979,1,before
20140997,1,before
20141014,1,before
20141039,1,before
20141063,2,before
20141068,1,before
20141165,1,before
20141169,1,before
20150005,2,before
20150039,3,before
20150049,2,before
20150069,3,before
20150097,2,before
20150100,1,before
20150123,1,before
20150135,1,before
20150260,1,before
20150266,2,before
20150306,1,before
20150359,3,before
20150377,1,before
20150436,3,before
20150458,1,before
20150468,1,before
20150499,1,before
20150532,4,before
20150561,4,before
20150628,2,before
20150637,1,before
20150646,3,before
20150656,3,before
20150682,2,before
20150699,2,before
20150746,3,before
20150761,4,before
20150805,1,before
20150827,2,before
20150836,1,before
20150871,4,before
20150880,1,before
20150890,1,before
20150953,2,before
20151030,1,before
20151050,2,before
20151116,1,before
20151130,2,before
20151148,3,before
20151178,1,before
20160030,2,before
20160051,1,before
20160104,2,before
20160127,2,before
20160139,2,before
20160176,1,before
20160253,4,before
20160317,1,before
20160336,1,before
20160337,1,before
20160404,1,before
20160414,1,before
20160453,1,before
20160486,1,before
20160587,3,before
20160692,1,before
20160721,2,before
20160735,2,before
20160742,1,before
20160754,1,before
20160800,2,before
20160815,1,before
20160994,2,before
20161008,1,before
20161043,1,before
20161051,2,before
20161052,1,before
20161085,1,before
20161098,1,before
20161120,1,before
20170008,1,before
20170020,1,before
20170023,1,before
20170033,2,before
20170049,1,before
20170056,1,before
20170082,1,before
20170098,2,before
20170154,2,before
20170242,3,before
20170296,4,before
20170299,2,before
20170348,4,before
20170375,2,before
20170409,2,before
20170410,2,before
20170485,1,before
20170504,3,before
20170520,1,before
20170534,1,before
20170556,3,before
20170673,1,before
20170684,2,before
20170696,1,before
20170707,1,before
20170794,3,before
20170832,2,before
20170858,1,before
20170866,3,before
20170922,1,before
20170957,1,before
20170998,2,before
20171007,2,before
20171054,1,before
20171078,2,before
20171085,1,before
20180010,1,before
20180016,2,before
20180082,2,before
20180099,2,before
20180138,2,before
20180154,1,before
20180159,1,before
20180182,1,before
20180244,4,before
20180278,1,before
20180300,2,before
20180309,3,before
20180333,1,before
20180415,2,before
20180438,2,before
20180468,1,before
20180516,1,before
20180545,4,before
20180548,1,before
20180576,1,before
20180608,3,before
20180610,3,before
20180628,2,before
20180654,4,before
20180707,1,before
20180733,2,before
20180803,2,before
20180897,1,before
20180898,1,before
20180910,1,before
20180941,1,before
20180970,2,before
20181005,1,before
20181039,2,before
20181052,4,before
20181118,2,before
20181135,3,before
20181141,2,before
20181155,1,before
20181188,1,before
20190008,2,before
20190028,1,before
20190036,1,before
20190077,1,before
20190087,1,before
20190156,1,before
20190172,2,before
20190190,3,before
20190239,2,before
20190337,1,before
20190464,1,before
20190503,3,before
20190517,1,before
20190532,2,before
20190536,2,before
20190580,1,before
20190620,1,before
20190639,3,before
20190661,1,before
20190674,1,before
20190687,3,before
20190716,1,before
20190742,2,before
20190844,2,before
20190870,2,before
20190879,2,before
20190970,3,before
20191010,2,before
20191014,4,before
20191057,2,before
20191087,2,before
20191103,4,before
20191104,1,before
20191155,3,before
20200367,3,before
20200632,3,before
20200994,2,before
20201192,1,before
20201416,2,before
20201535,1,before
20201732,1,before
20202023,3,before
20202267,2,before
20202365,2,before
20202523,2,before
20203389,1,before
20203778,1,before
20203947,2,before
20204121,1,before
20204474,3,before
20204655,3,before
20204795,3,before
20205692,3,before
20206010,1,before
20206145,1,before
20206498,3,before
20206591,1,before
20207167,1,before
20207440,3,before
20207514,1,before
20207711,1,before
20207822,2,before
20208066,1,before
20209135,1,before
20209245,4,before
20209569,1,before
20209676,1,before
20209703,2,before
20210007,1,before
19790001,1,after
19790048,2,after
19790094,2,after
19790097,1,after
19790101,2,after
19790135,3,after
19790144,1,after
19790166,4,after
19790205,2,after
19790213,1,after
19790322,1,after
19790339,1,after
19790369,1,after
19790391,2,after
19790414,1,after
19790455,1,after
19790550,3,after
19790585,3,after
19790618,1,after
19790644,4,after
19790690,2,after
19790697,1,after
19790770,1,after
19790802,1,after
19790820,4,after
19790842,1,after
19790847,1,after
19790917,1,after
19790933,2,after
19790946,1,after
19790971,1,after
19791000,1,after
19791011,3,after
19791038,2,after
19791045,1,after
19791068,1,after
19791072,2,after
19791150,2,after
19800073,1,after
19800192,1,after
19800221,2,after
19800237,2,after
19800256,4,after
19800318,4,after
19800401,4,after
19800411,3,after
19800418,1,after
19800440,2,after
19800455,1,after
19800464,2,after
19800550,1,after
19800614,1,after
19800636,1,after
19800646,1,after
19800657,2,after
19800703,1,after
19800725,3,after
19800759,1,after
19800811,1,after
19800887,1,after
19800898,1,after
19800936,1,after
19800948,1,after
19800999,1,after
19801016,1,after
19801032,3,after
19801046,2,after
19801082,1,after
19810014,2,after
19810093,1,after
19810169,1,after
19810179,2,after
19810196,2,after
19810279,3,after
19810303,1,after
19810349,1,after
19810388,1,after
19810394,1,after
19810462,1,after
19810519,2,after
19810554,1,after
19810568,1,after
19810609,1,after
19810626,2,after
19810659,1,after
19810666,1,after
19810721,1,after
19810871,1,after
19810938,1,after
19810971,4,after
19810994,1,after
19811035,1,after
19811042,1,after
19811049,2,after
19811096,1,after
19811153,2,after
19820026,1,after
19820097,1,after
19820099,2,after
19820102,1,after
19820128,1,after
19820143,1,after
19820253,2,after
19820292,2,after
19820337,2,after
19820453,1,after
19820471,2,after
19820514,1,after
19820549,2,after
19820602,4,after
19820652,1,after
19820671,3,after
19820697,1,after
19820712,2,after
19820765,1,after
19820786,3,after
19820808,1,after
19820816,1,after
19820831,3,after
19820917,4,after
19820953,1,after
19820983,2,after
19821001,3,after
19821022,3,after
19821068,3,after
19821079,4,after
19821113,1,after
19821126,1,after
19830021,1,after
19830040,1,after
19830050,1,after
19830126,1,after
19830179,1,after
19830215,1,after
19830250,1,after
19830362,1,after
19830399,1,after
19830416,2,after
19830443,1,after
19830490,1,after
19830515,2,after
19830575,2,after
19830591,1,after
19830710,3,after
19830760,1,after
19830793,1,after
19830808,1,after
19830822,1,after
19830832,3,after
19830845,1,after
19830855,1,after
19830875,1,after
19830888,1,after
19830893,1,after
19830921,3,after
19831059,2,after
19831065,2,after
19831140,1,after
19831157,1,after
19831165,1,after
19840010,1,after
19840018,1,after
19840073,2,after
19840098,2,after
19840114,1,after
19840159,1,after
19840167,2,after
19840188,2,after
19840365,1,after
19840433,2,after
19840478,2,after
19840520,1,after
19840531,2,after
19840533,2,after
19840557,2,after
19840570,3,after
19840606,2,after
19840635,3,after
19840674,1,after
19840812,1,after
19840829,1,after
19840834,4,after
19840883,2,after
19840892,2,after
19840975,2,after
19840990,1,after
19841073,2,after
19841112,2,after
19841134,1,after
19850021,1,after
19850063,1,after
19850099,1,after
19850122,2,after
19850238,1,after
19850248,3,after
19850253,1,after
19850265,3,after
19850286,1,after
19850310,1,after
19850316,2,after
19850329,1,after
19850342,2,after
19850348,1,after
19850359,1,after
19850375,3,after
19850402,1,after
19850438,2,after
19850479,1,after
19850509,2,after
19850529,2,after
19850565,1,after
19850639,2,after
19850648,3,after
19850738,3,after
19850785,2,after
19850797,1,after
19850815,2,after
19850849,2,after
19850897,1,after
19850923,1,after
19851050,1,after
19860008,1,after
19860029,1,after
19860076,1,after
19860092,1,after
19860095,4,after
19860138,1,after
19860146,1,after
19860154,2,after
19860162,2,after
19860178,2,after
19860195,1,after
19860202,2,after
19860208,1,after
19860229,3,after
19860295,2,after
19860298,2,after
19860330,1,after
19860346,1,after
19860349,1,after
19860409,2,after
19860410,4,after
19860430,2,after
19860443,3,after
19860512,1,after
19860526,1,after
19860584,2,after
19860599,1,after
19860601,3,after
19860608,4,after
19860610,1,after
19860681,1,after
19860758,1,after
19860766,1,after
19860771,2,after
19860773,2,after
19860782,1,after
19860849,1,after
19860853,3,after
19860874,3,after
19860879,1,after
