scope,track_id,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8
incipient,20090969,0.86022497,-0.62296263,0.75675386,0.89701907,0.82631377,-0.34796757,0.52269527,-2.2327144
incipient,20090973,-0.069619823,1.7834038,-0.16565572,0.14903202,-0.8795122,-0.53758671,0.52872862,0.053482138
incipient,20090989,-0.31809391,-0.54504864,0.85480254,-0.20245735,-0.69860853,0.12797094,-0.32887533,-1.4726564
incipient,20090990,-0.8245643,1.4268836,-0.021541959,-0.40683222,-0.030146814,-1.0081595,0.77001694,0.36719416
incipient,20090996,-0.13774959,0.74321071,0.35188819,-0.31920646,0.11289518,-0.38784251,0.21895954,0.21320067
incipient,20091007,0.36575918,0.52541411,0.18934562,1.0643546,-0.010036858,-0.89613031,0.51844411,0.85173977
incipient,20091018,-0.2471903,-0.14509815,0.39953314,0.29063678,-0.06833953,-0.23872896,-1.0199249,0.27481522
incipient,20091022,-0.21081769,-2.3882238,0.60347581,1.8666518,-0.2019946,0.62836156,-0.067943442,-0.080435218
incipient,20091031,0.51642853,0.82993663,-2.760484,-0.48416745,-2.5894362,-1.0411558,2.508954,-0.95241735
incipient,20091038,1.4195249,-1.286513,-1.1769823,-0.11555437,-0.048959848,-1.4187335,0.17614125,1.6969868
incipient,20091053,0.25620719,-0.039818391,-0.22084308,1.5560909,-0.76942761,0.0090194503,-0.50150811,-0.34747736
incipient,20091071,0.87660299,1.1469195,-0.77579482,3.1154865,-0.66533674,-0.044509146,0.16278667,1.1056542
incipient,20091073,0.062361617,1.0500871,0.78762213,0.10892306,1.0636697,0.65276593,-0.32939381,0.59803616
incipient,20091075,0.11606215,0.62606757,0.089645396,1.3035678,-0.40704573,0.12150799,-1.2141679,0.062031977
incipient,20091085,2.4241589,-0.39957888,0.62381566,-1.232887,-0.23014266,4.9324906,-0.94489625,-1.4613585
incipient,20091088,-0.70446253,-2.0565013,-0.66105769,-1.0959894,-0.15661015,-0.61166669,-1.5473558,-0.074423442
incipient,20091109,-0.78623931,0.95896775,0.77697223,-0.67354692,0.72372562,0.065556044,-0.49531101,0.71131456
incipient,20091111,0.03628769,-0.83813796,-1.0959061,0.2472031,-0.021396255,0.87505328,3.0331296,0.78693745
incipient,20091124,1.2044084,-0.67106688,-0.031544927,0.33854038,-1.6315531,0.82156227,-0.53890234,-2.3646451
incipient,20091145,-0.12765941,1.381804,-0.038942867,-0.72402926,0.45379168,1.4670983,0.046453978,-0.081730996
incipient,20091169,0.16319988,-1.5111014,-0.471355,0.19705952,-0.2525769,0.82154292,-0.77690068,-0.39220482
incipient,20091172,0.026248486,0.98675557,-0.46701558,-0.86594605,0.62554306,1.5505764,-0.73054142,0.097587286
incipient,20091183,-0.80980187,0.35835655,0.93601985,-1.100861,-0.38961369,-0.30176669,-0.65201338,-0.0512221
incipient,20091192,0.375045,-0.8313504,0.51601221,-0.038270634,0.78790592,0.38847525,1.2501694,1.0552549
incipient,20091196,0.66328597,0.4416558,-0.57315013,-0.093897872,0.94851944,0.87019504,-0.97999291,0.16277995
incipient,20091201,1.438701,-0.14908432,0.59787896,-0.12029771,-0.1868532,-0.82184131,0.22256078,-0.21432222
incipient,20100009,-0.92715078,0.6530011,0.88164008,-0.57995689,1.0025125,0.37178501,-0.89259589,0.46449321
incipient,20100011,-0.62021968,-0.85759101,-1.713047,0.52249112,2.105476,0.050262294,-0.16847222,0.96697695
incipient,20100015,-0.71348826,0.16840473,0.21069064,-0.29448371,-0.12731966,-0.042163271,-0.26835086,-0.42882762
incipient,20100026,3.3570824,-0.33978021,1.2270009,-2.4758967,1.9527005,3.7561547,0.3804128,2.6119029
incipient,20100048,-0.19767376,-0.0028191062,0.14712737,-0.10755825,-1.3034778,-0.76316567,-0.69712046,-0.50176282
incipient,20100050,0.73657075,1.3874282,0.65709919,-1.6492739,0.16795259,0.78879563,0.56212452,0.65007012
incipient,20100056,-1.1121994,-0.97897901,0.60704571,0.62201593,-0.17044024,0.21212354,0.70672721,0.30253679
incipient,20100064,-0.69554127,0.9383349,0.68344572,-0.81361218,0.078708194,-0.30472638,-0.62635668,-0.084021031
incipient,20100069,-0.86689237,-2.4409477,-0.565406,2.1664596,-0.15702449,1.7314576,-0.69417638,-0.4209104
incipient,20100077,-0.61456246,0.81247298,0.69795618,-1.0634359,0.082012152,-0.33800145,-0.24938375,-0.059106572
incipient,20100079,0.11968122,0.51194545,-1.089947,0.62150193,-0.70934949,0.94146853,2.7893382,1.4365042
incipient,20100083,-0.53491192,0.55074772,0.11690544,-0.099805833,-0.7017095,-0.48292818,0.35024053,0.057045395
incipient,20100087,-0.50611173,0.13767318,0.48930449,-0.35154833,-0.1922588,-0.075511582,-0.015604836,0.11702088
incipient,20100093,-0.74784389,1.2137616,-0.53983236,-0.29620078,0.71989837,1.011197,0.78461422,1.3933276
incipient,20100095,-0.30041344,0.68361548,0.2893224,-0.78957193,-0.3143849,0.23961589,-1.3065506,0.68816024
incipient,20100102,0.70353681,-0.5918954,-1.2344842,-1.4781114,-0.48278606,-2.2961373,-0.98122319,-0.061273325
incipient,20100105,0.054282073,0.51299596,-0.57653473,0.089428798,-0.52195709,1.5702605,0.66886123,0.62470767
incipient,20100133,1.5830804,0.8760593,0.042140109,-0.60795735,-1.2180821,1.0799132,0.12243844,-0.23704698
incipient,20100135,-1.2109,0.34140903,0.67552843,-0.89289343,0.91498708,0.89619054,-0.10363311,-0.84177497
incipient,20100144,0.13221106,1.2084767,-0.56309527,-0.26797568,-0.69312097,0.64839892,-0.35747113,-0.74060611
incipient,20100149,1.1003689,-0.27647478,0.85763636,-1.6491607,0.7260231,-0.84435909,-1.1938078,-1.5768852
incipient,20100173,-0.7858351,0.88977533,0.69043441,-0.87930758,0.30213754,-0.082678888,-0.36360937,0.0093878786
incipient,20100196,-0.33046771,0.16781667,0.48302712,-1.1146181,-0.20617334,-0.13631463,-0.54690354,-0.59075834
incipient,20100209,1.0376038,-2.4659738,1.6350753,2.9138754,0.15950016,1.6986508,-2.1501604,-2.5800256
incipient,20100222,-0.5032267,0.6655266,-0.36229507,0.63379069,0.33353268,-0.27288233,-0.08593088,-0.71945401
incipient,20100234,0.22677096,-0.16356504,1.4187066,-0.93569172,0.79840756,1.2221104,-0.52254219,-0.39136773
incipient,20100249,-0.69729133,0.8566021,-0.77656127,-0.19828687,-0.75874682,-0.20913512,0.81778774,-0.25647216
incipient,20100260,-0.30450296,0.091434132,0.91858125,0.38292423,0.14968134,-1.0025563,0.3833705,1.6745109
incipient,20100269,-0.59654062,-1.7768856,-1.0696903,-0.69796949,2.471072,0.75100153,-0.73844518,0.93787413
incipient,20100290,-0.53300015,0.15645688,0.83474899,-0.83263711,0.81598534,-0.34422491,0.62077802,-0.2845286
incipient,20100322,0.96021756,-1.1868949,1.0371487,1.1723704,-0.39047491,0.72820664,0.7458753,-1.4762868
incipient,20100328,1.2051929,0.1766062,0.44335025,1.6918096,-0.54973192,0.061909827,0.044896293,-0.98050149
incipient,20100350,-0.38340693,0.027333254,0.34659938,-0.264828,-0.4025832,-0.55423475,0.37171022,0.41662305
incipient,20100437,-0.43248169,1.4450389,-0.56092687,-0.22667793,-0.19010871,-0.3678417,-0.34253591,-0.26476027
incipient,20100459,4.0810634,-0.60195877,1.7238011,-0.92445513,0.18458698,0.60318641,1.9310394,-0.29196023
incipient,20100502,-2.1027614,-0.72919527,0.046324636,1.1467889,1.4454074,0.76784044,2.6106148,-0.51797494
incipient,20100534,0.2517489,0.56370272,-0.51465223,0.38703823,-0.65145557,-1.704685,0.58692779,-0.72634946
incipient,20100560,0.36486082,-0.51225364,-0.55921204,0.36991202,0.017489615,1.5053605,0.43906331,-0.29141158
incipient,20100601,0.16095731,-2.279761,1.047122,1.26105,-0.83149842,-0.56037867,-1.2752289,0.92397316
incipient,20100609,0.86125876,-1.9763982,-0.68947918,0.62802179,2.3672343,0.27226347,1.3276395,0.1379592
incipient,20100655,-0.55565815,-0.80867365,0.33571853,0.44734122,0.26701506,1.7086003,-0.14325262,0.64919064
incipient,20100664,-0.8168,0.62856703,0.68353078,-0.59219561,0.215079,-0.50398076,-0.49243225,-0.49423752
incipient,20100675,-0.6912508,-0.99951721,-1.0690415,0.32992523,-0.45046609,0.91178044,1.2087746,0.027225067
incipient,20100676,0.80831303,-0.58216911,0.23961414,-0.012684462,-0.13792657,-0.97287142,-1.9276862,-0.57010504
incipient,20100682,0.61557059,-0.56357845,-0.99739871,-0.65774691,-0.26304654,1.4815271,0.86471277,-0.45955729
incipient,20100690,0.98624069,0.94722927,0.34440702,0.60391776,1.2284498,-1.5164742,1.5923847,-4.2540264
incipient,20100705,0.0006318888,-1.0118557,0.15061191,0.63096747,-2.063799,-0.46248244,-0.10257344,-0.44861279
incipient,20100707,-0.61500832,-0.17515104,0.23460525,-0.22391647,-0.36832151,-0.0014519839,-0.47712777,-0.56908648
incipient,20100715,0.061202562,-0.10083493,0.16174693,1.4874955,-0.88845609,0.3888045,-0.039320337,-0.40400009
incipient,20100730,1.5623651,0.77236894,1.1915434,0.63367184,2.3131461,-1.044935,0.71377484,0.27757131
incipient,20100731,-1.172502,0.39165679,-0.12538582,-0.091017196,-0.079081281,-0.21322331,-0.075695154,-0.27224609
incipient,20100735,-1.1605814,-0.17578811,-0.18663406,0.15476257,1.5189015,0.20847154,0.19380451,-0.14886832
incipient,20100803,0.33688775,0.48070553,-0.70953205,1.0702592,-1.2467228,-0.08001824,-0.71168043,0.11203366
incipient,20100814,1.3592538,-0.16551722,0.5514932,-0.46696497,-0.35023359,-0.84304098,0.19953625,1.7278072
incipient,20100822,-0.60433107,0.19248277,0.46166931,0.2151919,1.0859413,1.7483249,0.30272092,-0.22900336
incipient,20100833,-0.76484341,0.20437771,-0.40499203,-0.45502043,-1.056815,0.15780637,-0.20740486,-0.6933441
incipient,20100840,-0.83250962,-0.31577759,-0.18882042,-0.052647363,-1.0583788,-0.74920127,0.27681616,-0.93904316
incipient,20100862,0.021135659,-0.2197181,0.45770436,0.37456495,1.1554001,-0.54803873,0.93262053,-0.84952477
incipient,20100867,0.97752177,-0.43124735,0.60358413,-1.020897,-0.73861614,1.0000277,-0.49893438,-0.96202423
incipient,20100872,1.5889762,0.11737076,0.74170614,-1.7781648,-1.2931373,0.51929506,-0.47895938,1.1199886
incipient,20100880,-0.46253644,1.2437889,0.68812548,-0.28631983,1.2417565,0.17804082,-0.34046301,1.0633428
incipient,20100896,-0.012626318,0.45990966,-0.19258553,0.43556808,-0.6385556,0.24151552,-0.26418241,-0.6967973
incipient,20100897,-0.74596385,-0.44582851,0.35506885,0.14970302,-0.56408615,-1.4312486,-0.058078232,0.35869232
incipient,20100901,-0.45462115,0.56716361,0.18265043,0.051965645,-0.12700618,-0.27568802,-0.92228125,-0.3460676
incipient,20100917,-0.30121385,-0.98202744,0.8364183,-1.363202,0.51039389,-1.1156496,0.15049434,0.64943524
incipient,20100924,-0.17632965,-1.4885452,0.85288341,3.2275761,-1.0456584,0.64751236,0.06881361,0.75899883
incipient,20100953,-1.3219273,0.42645614,0.19401815,0.10468135,0.81144227,0.81790152,1.1082371,0.59839819
incipient,20100959,-0.42046464,-2.4211267,0.52753656,0.78299388,-0.55570461,0.4784789,0.67911171,1.2428978
incipient,20100974,-0.6631984,0.23422056,0.87399446,-0.1367325,-0.02439413,0.041777927,-0.54831373,-0.098708382
incipient,20100999,-0.88191824,0.42707879,0.4086946,-0.26953782,1.5117997,1.1457297,-0.64129389,0.92444082
incipient,20101027,2.2624196,-0.52960602,-0.4216741,-0.23771777,-0.98962643,0.92341912,-0.35384156,-0.36296496
incipient,20101040,-0.65076839,0.56403413,0.35110912,-0.56362356,-0.1730782,-0.37408412,-0.36739765,-0.25484016
incipient,20101064,1.4782311,-0.6684742,0.79991079,-0.79964366,-0.71291598,-1.0121912,-1.2498642,1.0076641
incipient,20101068,-0.92208156,0.6102552,0.59954082,-0.59553541,-0.10850303,-0.51088572,-0.19826874,-0.11366511
incipient,20101091,-0.88961141,-1.0900823,0.047188198,0.26165782,-1.0236479,0.63543279,0.80072305,0.38298089
incipient,20101110,-0.66778478,-0.026011221,0.3101433,0.056523955,-0.99693935,-0.63625813,0.38410586,-0.72132539
incipient,20101114,0.91310865,-0.84214506,-0.50277842,-0.41911707,0.49301533,-1.2969701,-1.0141322,1.2936539
incipient,20101141,-0.38692875,1.0136496,0.54412792,-0.99482829,-0.084092656,0.010627736,-0.63044538,-0.2095732
incipient,20101161,-1.252936,-5.1043421,0.40308859,0.75482564,-0.53253644,0.34258436,0.07157567,-0.84159744
incipient,20101166,-0.3048224,0.5744764,0.38016236,-0.87124111,0.29561755,0.50986099,-0.46351035,0.33820121
incipient,20101174,-0.50017641,0.54736863,0.68165458,-0.65656058,-0.23113699,-0.16065489,-0.31295895,-0.54579007
incipient,20101185,-0.25660286,0.74697095,-1.3072991,-0.94777907,-1.1425233,-1.3447913,-0.32348889,-0.1251294
incipient,20110010,-0.49075206,0.59359082,-0.3121501,-0.67234754,0.280389,-0.23205118,0.013239087,-0.22289353
incipient,20110013,-0.76640241,0.47796556,0.14015453,-1.0737901,0.19917522,-0.41428821,-0.65681635,0.37789446
incipient,20110017,-0.89185674,0.79552978,0.54899072,-0.84846465,-0.070261799,-0.12984064,-0.41867949,-0.30690573
incipient,20110030,-0.85942537,0.36813777,1.2466266,-0.44201713,0.4292974,-0.00048259464,-0.00013637092,-0.43346274
incipient,20110037,-0.23085552,-0.26133033,0.30216019,0.0050749894,-1.1089592,0.00097884332,-0.051226511,-0.99845989
incipient,20110047,0.37679663,-0.63338846,-0.20094089,-1.5500694,1.6376045,2.5734876,-0.40765749,1.4675178
incipient,20110051,-0.55421869,0.67705827,0.54665435,-0.91268854,-0.01748562,-0.51906912,-0.7820503,-0.072510466
incipient,20110056,1.2668924,-0.3442112,1.180245,-1.2235258,0.54118809,-1.5460511,-1.3099637,-1.858688
incipient,20110060,-0.38969754,-0.028924316,0.49188185,-0.3269177,-0.27342471,-0.87110576,-0.73387043,0.34113605
incipient,20110064,-0.67473962,-0.59569321,0.091443332,-0.35654945,-1.3818356,-0.88698903,1.4367207,-0.1616427
incipient,20110072,0.052818981,0.6992069,-1.1028524,1.855689,-1.2166754,0.21328027,0.088212029,-0.23236775
incipient,20110073,-0.40887175,0.78648005,-0.26739299,-0.6190054,0.085366589,-0.20393606,-0.75979231,-0.21621891
incipient,20110080,-1.332713,-1.4052537,0.713966,0.67958056,-0.64821089,0.95858719,0.80150937,0.072585799
incipient,20110082,0.82949709,-0.12177122,-0.70713267,0.29939509,0.73367512,1.4121692,-0.2956235,0.61655998
incipient,20110093,1.9221632,0.17301053,0.40198144,-0.85171517,1.4927848,0.52729963,0.011384921,-0.06512498
incipient,20110104,-0.44200847,0.59761349,0.58018976,-0.73144257,0.21305929,0.082138502,-0.61780368,-0.24717221
incipient,20110128,-0.53328506,-0.61005021,-0.085890439,1.0837828,-0.88932006,0.57597885,-0.34145626,-0.54414932
incipient,20110153,-0.64667543,0.8554275,0.71454858,-0.63442939,-0.25886461,-0.012561369,0.037101334,-0.37419133
incipient,20110157,-0.64202603,0.38412942,0.43097511,-0.59754639,0.27195544,-0.022250661,-0.42433788,-0.49334962
incipient,20110165,-0.3570923,-1.5681326,-1.5042586,-0.78452781,-0.080325682,1.0116749,-0.96484971,1.2511705
incipient,20110172,-0.77579776,0.98511893,0.63068296,-0.29369178,0.46248698,-0.43524638,-0.33754972,-0.12495691
incipient,20110176,1.6074241,-0.97025572,0.40284953,-1.0948636,0.65885919,-1.9850077,-2.1886148,0.48121721
incipient,20110219,1.6305648,-1.6429766,-0.20233894,-0.59372532,-0.18447426,-1.1947303,-1.510324,1.1170327
incipient,20110235,-0.88214852,-0.32694723,0.29070339,0.26326818,-0.2054333,0.29428391,-0.55945801,0.28865361
incipient,20110236,1.4815997,-3.3225801,-1.1399634,0.41196943,0.4263406,-0.80343933,-1.4990564,-0.44495916
incipient,20110244,-0.056505688,0.40230638,1.3425479,-0.043384458,1.1120026,0.84901044,-0.8460622,-2.7785002
incipient,20110248,0.058762778,-0.31171129,-1.3056442,-0.36774274,-0.086575267,0.47119163,0.088523381,1.2112691
incipient,20110270,-0.66411747,0.39626638,0.32983947,-0.39214818,-0.59602811,-0.43051245,-0.42779996,-0.62537123
incipient,20110277,-0.70113027,-0.62462793,0.38593629,0.029492169,0.16638841,-0.34758358,0.76113739,0.46723664
incipient,20110286,-0.65217717,0.56384014,0.7056873,-0.61401039,-0.028472162,0.040504241,0.018523753,0.17502275
incipient,20110294,-0.044229394,-0.88763746,2.0247194,0.30042237,1.1986323,0.33797217,-2.802433,0.17703004
incipient,20110299,-0.72066748,-2.2163065,1.6531622,0.64060508,-0.63470747,-1.0732863,1.888115,1.2021424
incipient,20110304,-0.79940969,0.31607627,0.12921932,-0.6919477,0.37190899,-0.50237374,-1.0665847,-0.75587532
incipient,20110306,-0.018678354,-0.26198843,1.5201957,0.87976674,0.85847771,1.5076159,-2.063471,0.2392422
incipient,20110323,0.4718435,0.34310737,0.42133528,-0.25582457,-0.42820144,0.19585984,0.49314352,-0.31259377
incipient,20110332,0.64758435,0.66057129,1.3611177,-2.1003943,-0.4670214,0.97281152,0.37426683,0.13521327
incipient,20110335,1.6290406,-4.6873415,-4.1350369,-2.6263496,2.8721897,-1.2730538,-1.5491208,1.7931807
incipient,20110374,-4.5440306,-5.3398946,2.8172731,1.3530424,-2.1386725,-0.28595252,3.9141243,-4.4973827
incipient,20110398,-0.74627655,0.36610332,0.29344482,-0.15499326,-0.45270285,-0.43505272,-0.11531745,-0.32527225
incipient,20110427,0.85397714,-0.81445725,-1.8454216,-0.39283323,0.29008021,1.0696242,-0.20250037,0.23067325
incipient,20110443,-1.5317175,0.14580072,0.030412043,-0.17872126,-0.93803669,-0.20491767,0.78395642,0.90325571
incipient,20110445,-0.066985695,0.10316159,0.17875346,-0.015834446,0.13467023,-0.35669414,0.13468171,-0.0074428342
incipient,20110485,0.32624638,-0.93994511,2.5125073,1.6860969,-0.31456101,0.89022814,-0.53507091,-0.29022689
incipient,20110494,3.2753138,-1.9044801,1.323843,-0.38730244,-0.73983126,-0.60968349,0.57341941,0.029633421
incipient,20110503,-0.63919258,0.65661038,0.0010892823,-0.62626385,-0.59428519,-1.0125122,0.88025658,-0.48368818
incipient,20110508,-1.2216324,-0.12779183,-0.0090837657,-0.08142275,-0.72896651,-1.2719984,1.0160465,0.52200521
incipient,20110518,-0.67975294,0.19656284,-0.067412637,0.7419285,-0.18100293,-0.18381795,0.38307777,0.40692005
incipient,20110538,-0.50480063,-0.63010103,-0.16026463,-0.3197468,-0.39030192,0.59702947,-0.3716804,-0.66714705
incipient,20110541,1.1296558,-0.65751955,1.5116389,0.77897018,1.5368345,-1.221878,2.0277139,-0.28766968
incipient,20110550,0.11837673,0.40388057,0.67721167,0.97782142,0.92869909,-0.50523008,-0.56534121,-0.56088358
incipient,20110573,2.5005814,-0.091402072,1.0910635,1.0370362,2.3013384,-1.2207618,0.97751357,1.6367263
incipient,20110579,-0.5881237,-2.3446714,0.35774541,0.69129452,3.2701325,-2.4196261,1.1349386,-4.2678413
incipient,20110583,-0.024561379,-0.56104299,0.47795171,1.1727355,0.03178088,1.1046807,0.64610959,0.26593186
incipient,20110587,-0.075429738,-0.0453402,0.070672953,-1.0685292,0.55997206,-2.1450985,0.16617467,-0.8433147
incipient,20110598,-0.44074331,-1.056286,0.24121242,-1.2172016,-1.9820285,-1.4212642,0.93848632,-0.20941642
incipient,20110649,0.81404689,1.3425117,0.33762838,-0.45026201,0.75891223,2.7535961,0.93073763,0.74191664
incipient,20110655,-0.87465623,0.26322342,0.12280743,0.48456457,-0.71709964,-0.21625407,0.38370332,-0.2642242
incipient,20110659,-1.0962067,-0.1195252,-2.9410896,0.94872853,1.0912818,-0.73864547,-0.020528598,0.10221805
incipient,20110666,1.9078833,1.8721983,-2.5748393,1.0814773,2.1198843,1.683645,-0.71709217,0.054020986
incipient,20110679,-0.19082564,-0.17671232,-0.31980313,0.26645427,0.46227131,1.3807557,1.4569982,0.61729972
incipient,20110695,0.6905224,-0.50866545,-0.18054582,-0.89676665,-0.080580133,-0.58714584,-0.22176875,-1.6264133
incipient,20110699,-0.53443142,-0.035234204,0.85761878,0.85914208,0.23016955,-0.30417693,-1.4875649,-0.33687848
incipient,20110713,-1.8987048,-0.56927889,-0.21029601,-0.24751397,1.5149259,1.2282292,1.5754796,-1.2330695
incipient,20110715,0.60109413,0.73773001,0.20134311,0.51074819,0.0086952097,-0.12597984,-0.015288656,-0.28284475
incipient,20110725,0.64329839,1.6313681,-1.5870587,1.1242442,-0.67637536,-0.74945089,0.46082696,0.23450777
incipient,20110774,2.327529,-0.47167576,1.5029288,-1.4216163,0.61117772,0.45042425,-0.065950834,-0.60530701
incipient,20110785,-0.46301831,0.43049336,0.041609165,-0.53107665,0.057430103,-0.82718502,0.40361149,-0.75418514
incipient,20110787,0.38086782,-0.51525539,-0.42867445,0.041360281,-0.1664955,1.1580644,-0.15528952,-0.57248519
incipient,20110802,-0.47666216,-1.0894501,0.059202918,-1.0160137,0.37284044,1.3952768,-0.65793489,-0.77706852
incipient,20110804,-0.60566731,0.35807672,0.66340545,-0.26970575,-0.11624573,-0.93085174,0.35279316,-0.84697036
incipient,20110813,-0.51074532,0.30324415,0.46934797,0.35596062,-0.13684378,-0.37205804,-0.62675389,-0.064113951
incipient,20110838,-1.6919612,-0.24388387,-0.30486562,0.12395085,-1.0500577,0.54985206,1.2592102,-0.5379464
incipient,20110880,-0.21391074,-0.36438416,1.0914437,0.65321538,1.0546188,-0.039680303,0.1827783,1.8400596
incipient,20110888,0.62104812,0.8087533,-0.03017875,-1.1382281,1.1756696,1.9524477,0.11226399,-0.63813347
incipient,20110899,-0.99464086,0.16797471,-0.1632612,-0.16598336,-0.41648115,0.14984353,0.63632521,0.01208053
incipient,20110900,0.11974843,0.9725406,-0.18954935,0.87324557,-0.014227761,0.39817978,-0.4968479,0.44327869
incipient,20110908,-0.55979529,0.70541945,-0.48765308,-0.094070633,-0.10179066,-0.5245405,-0.72455149,-0.86988852
incipient,20110955,-0.5057794,0.59254667,0.31812003,-0.56936446,0.39753152,-0.93168041,-0.085908908,0.28131512
incipient,20110959,-0.50578634,-2.5101533,1.647266,1.6258017,0.45365952,0.251605,-1.017732,0.66244219
incipient,20110977,0.3521229,0.058267706,0.42030531,-1.0574157,0.48054942,-0.47435888,0.025199999,-0.22303243
incipient,20110990,0.35098947,1.2095749,0.82742892,0.46262714,1.3202677,0.81251945,-0.36970257,-0.13962681
incipient,20111005,-0.78592086,0.26865815,0.70374309,-0.22520985,-0.19357614,-0.020886462,-0.65712934,-0.47307532
incipient,20111013,-0.70084104,-0.92179938,-0.72746036,0.86806441,1.7950099,0.80246202,0.26364928,0.90163856
incipient,20111016,-0.60295141,-0.92437787,-0.092523237,-1.1766806,-1.0773912,0.53547674,1.3675894,0.72632821
incipient,20111020,2.3738855,-0.30866373,0.71709274,-1.6402594,-0.41611575,-0.59573093,2.2916605,-0.90595941
incipient,20111028,-0.23157197,-0.3405844,1.0770069,-1.4601305,-0.06225259,-0.041365755,0.61834513,1.2895371
incipient,20111033,-0.3904369,0.11787019,-0.78178433,0.39337292,-0.99122515,0.53427558,-0.18617119,-0.2894591
incipient,20111034,-0.45994957,1.2976856,0.56876756,-0.66811205,0.7803248,0.026150016,-0.60560753,0.59191563
incipient,20111053,0.31296945,-0.39041979,0.5013679,0.68238624,0.36174246,0.63521906,0.081839029,-0.32604013
incipient,20111066,-0.17305609,-0.0017263326,1.1379212,2.15901,2.0403705,-0.33050236,2.1824983,-1.0626869
incipient,20111075,-0.035111968,1.0074126,0.65918616,-0.75080714,0.21732916,0.17265896,-0.70034767,-0.13287691
incipient,20111083,-0.64545759,0.8630625,0.3635673,-0.76410144,0.015441182,-0.14517595,0.13270987,0.033205149
incipient,20111098,-0.34282616,-0.38646897,-1.2110092,-0.15444235,0.35159764,1.0871179,1.3169388,0.67094632
incipient,20111100,-0.85545276,-0.012387633,1.0168318,-0.26232842,1.1819855,0.025522206,0.7943935,0.81743052
incipient,20111116,-0.59207524,-0.039458629,-0.049276895,-1.0399394,-0.16114965,-0.82000277,-1.6253778,-0.3422698
incipient,20111127,-0.57451995,-0.73700091,-0.12768019,-0.30815921,-0.20235675,0.74766644,0.99028707,0.66124811
incipient,20111128,-0.22649234,-0.82436824,0.51791519,-0.089516894,1.2166966,-0.17669714,-0.63617253,-1.8453651
incipient,20111133,0.029325989,0.5687953,-0.15365323,0.84155195,-1.0728572,-1.0016158,1.8907927,-0.28970274
incipient,20120005,-0.24364509,-1.4727684,-2.0622287,0.7929594,-0.18603607,-0.63207595,-2.8743106,-0.26126117
incipient,20120024,-0.045548782,0.57864659,0.43271702,1.2529891,-0.91002713,-0.1178321,-0.47891875,-0.43893861
incipient,20120046,-0.050253903,0.88235677,-1.1870314,0.36324194,-0.64618983,-0.56541783,-1.0460003,-0.32002079
incipient,20120056,-0.6457668,0.91500196,0.24375079,0.15488786,0.27436917,0.11114527,-0.40281947,-0.42506446
incipient,20120058,-0.60486927,0.94185297,0.63133407,-1.066078,-0.21608476,-0.17313966,-0.1205115,-0.35762317
incipient,20120079,0.41484691,0.93474308,0.0065704515,-0.3608722,0.79325278,0.33924245,0.57742192,0.33277403
incipient,20120088,-0.86164794,-0.12275452,-2.6445617,0.66539238,-1.2233798,-0.70710614,0.046173055,0.79238779
incipient,20120089,-0.21439344,1.0165468,0.77335783,-0.43468421,0.76019929,0.17789216,-0.10397106,-0.11258055
incipient,20120090,-0.78666123,-1.8453632,-3.1111138,-0.4941893,0.39512743,-0.99083158,-0.83745011,0.97872759
incipient,20120116,-0.7804232,0.64562875,0.76942549,-0.51561523,-0.14903342,-0.34883139,-0.052078686,-0.15663921
incipient,20120120,0.3926381,-1.7836936,-0.79545392,2.4307675,1.9247897,0.94795273,1.0667747,2.9331506
incipient,20120123,-0.38239565,0.091317183,0.63726466,0.2098901,-0.66339747,-0.0062161079,-0.31740369,-0.8493153
incipient,20120129,0.37307302,1.3833206,-0.72066617,1.2136238,-0.76169724,-0.42205252,-0.69170812,1.0146179
incipient,20120138,0.41246204,1.5388558,-1.550698,0.81054901,-1.0860723,-0.48066908,0.14384474,0.22926482
incipient,20120151,0.21108973,1.3085062,-1.3063398,0.54324421,0.49141075,1.0305484,-0.59604133,0.33145461
incipient,20120157,0.83625939,1.7422953,-1.8284764,1.9999979,-1.2376884,-1.2379807,1.1792738,-0.11395962
incipient,20120172,0.89632359,-0.18718162,0.43075016,-1.54867,-0.35724913,-0.078002172,-0.21233728,0.72914476
incipient,20120185,1.0395112,0.18001763,-0.31843132,-0.76041608,-1.0393877,-0.45691818,-0.20076827,-0.42642232
incipient,20120200,-0.94254856,-1.2073196,0.078460255,0.13868514,-1.7656666,-0.98730519,0.51183304,0.5010112
incipient,20120206,0.49688161,1.1006687,0.49798988,-1.4766658,0.46127266,0.71725738,-0.25017213,0.27585516
incipient,20120214,-0.59676092,0.76408557,0.13964422,-0.28041146,0.81170135,1.5621482,-0.63604731,-0.27633694
incipient,20120227,-1.1327596,-2.0551647,1.8915284,0.31068412,-0.7722765,0.65509007,-0.67706808,-1.3257379
incipient,20120239,0.92181598,0.62502152,-0.047805469,1.4123126,-0.69193258,-0.036903694,0.2503066,0.9703498
incipient,20120244,-0.35486579,0.19903715,0.86422231,-0.28567025,0.0028390471,-0.12874734,-0.63009793,-0.26380177
incipient,20120250,-0.12127694,0.71106089,-0.22531828,0.14685858,0.39007967,-0.70530774,0.24649839,-0.18822712
incipient,20120275,-0.62845825,0.33728109,0.77011164,-0.34091338,-0.13606963,-0.27491739,0.13349623,-0.19920492
