scope,eof,version,term,loading
incipient,2,after,∂Ae/∂t (finite diff.),-0.32762029
incipient,2,before,∂Kz/∂t (finite diff.),0.12749958
incipient,2,after,∂Kz/∂t (finite diff.),0.40981189
incipient,2,before,∂Ke/∂t (finite diff.),-0.043475047
incipient,2,after,∂Ke/∂t (finite diff.),-0.09306293
incipient,2,before,RGz,0.1270666
incipient,2,after,RGz,0.45186538
incipient,2,before,RKz,0.04480411
incipient,2,after,RKz,0.37911381
incipient,2,before,RGe,-0.55118611
incipient,2,after,RGe,-0.68831511
incipient,2,before,RKe,0.031038245
incipient,2,after,RKe,0.09497198
incipient,3,before,Az,-0.33683688
incipient,3,after,Az,-0.20314792
incipient,3,before,Ae,-0.26548494
incipient,3,after,Ae,-0.53714338
incipient,3,before,Kz,-0.26998989
incipient,3,after,Kz,-0.30334183
incipient,3,before,Ke,-0.13429515
incipient,3,after,Ke,-0.29850056
incipient,3,before,Cz,0.26506788
incipient,3,after,Cz,0.38509468
incipient,3,before,Ca,-0.064557556
incipient,3,after,Ca,-0.17196173
incipient,3,before,Ck,-0.013657533
incipient,3,after,Ck,-0.14629415
incipient,3,before,Ce,0.039153026
incipient,3,after,Ce,-0.23019994
incipient,3,before,BAz,-0.21103025
incipient,3,after,BAz,-0.084939259
incipient,3,before,BAe,-0.12627453
incipient,3,after,BAe,-0.37164772
incipient,3,before,BKz,-0.56030559
incipient,3,after,BKz,-0.50039776
incipient,3,before,BKe,-0.262029
incipient,3,after,BKe,-0.31483096
incipient,3,before,BΦZ,0.27071304
incipient,3,after,BΦZ,0.47659966
incipient,3,before,BΦE,0.29356992
incipient,3,after,BΦE,0.23690737
incipient,3,before,Gz,0.61125275
incipient,3,after,Gz,0.56120025
incipient,3,before,Ge,0.45063217
incipient,3,after,Ge,0.44237672
incipient,3,before,∂Az/∂t (finite diff.),0.43818902
incipient,3,after,∂Az/∂t (finite diff.),0.42513521
incipient,3,before,∂Ae/∂t (finite diff.),0.10696962
incipient,3,after,∂Ae/∂t (finite diff.),0.19364353
incipient,3,before,∂Kz/∂t (finite diff.),0.5049781
incipient,3,after,∂Kz/∂t (finite diff.),0.40834033
incipient,3,before,∂Ke/∂t (finite diff.),-0.22745917
incipient,3,after,∂Ke/∂t (finite diff.),-0.22721816
incipient,3,before,RGz,0.64265628
incipient,3,after,RGz,0.58405248
incipient,3,before,RKz,0.62090464
incipient,3,after,RKz,0.54604971
incipient,3,before,RGe,0.20823449
incipient,3,after,RGe,0.41525594
incipient,3,before,RKe,0.10750257
incipient,3,after,RKe,0.2558516
incipient,4,before,Az,0.73133747
incipient,4,after,Az,0.79005542
incipient,4,before,Ae,-0.1430235
incipient,4,after,Ae,-0.2201675
incipient,4,before,Kz,0.69792733
incipient,4,after,Kz,0.62923107
incipient,4,before,Ke,-0.25452483
incipient,4,after,Ke,-0.27880553
incipient,4,before,Cz,-0.034786191
incipient,4,after,Cz,0.19897359
incipient,4,before,Ca,-0.027244989
incipient,4,after,Ca,0.053157124
incipient,4,before,Ck,-0.093183785
incipient,4,after,Ck,-0.28680605
incipient,4,before,Ce,-0.24508733
incipient,4,after,Ce,-0.3518983
incipient,4,before,BAz,0.27398218
incipient,4,after,BAz,0.49443136
incipient,4,before,BAe,0.016280588
incipient,4,after,BAe,-0.17649724
incipient,4,before,BKz,-0.16914509
incipient,4,after,BKz,-0.074438233
incipient,4,before,BKe,-0.10199726
incipient,4,after,BKe,-0.20118261
incipient,4,before,BΦZ,0.019998322
incipient,4,after,BΦZ,0.11308245
incipient,4,before,BΦE,-0.11199667
incipient,4,after,BΦE,0.25199243
incipient,4,before,Gz,-0.31216134
incipient,4,after,Gz,-0.3056169
incipient,4,before,Ge,-0.23323637
incipient,4,after,Ge,-0.24230561
incipient,4,before,∂Az/∂t (finite diff.),0.4226253
incipient,4,after,∂Az/∂t (finite diff.),0.059136568
incipient,4,before,∂Ae/∂t (finite diff.),-0.02160651
incipient,4,after,∂Ae/∂t (finite diff.),0.096080348
incipient,4,before,∂Kz/∂t (finite diff.),0.47731097
incipient,4,after,∂Kz/∂t (finite diff.),0.12046322
incipient,4,before,∂Ke/∂t (finite diff.),-0.1289089
incipient,4,after,∂Ke/∂t (finite diff.),-0.0030178721
incipient,4,before,RGz,0.016168413
incipient,4,after,RGz,-0.27874103
incipient,4,before,RKz,0.33584352
incipient,4,after,RKz,0.11870882
incipient,4,before,RGe,-0.20977326
incipient,4,after,RGe,-0.12403821
incipient,4,before,RKe,0.10878053
incipient,4,after,RKe,0.21975517
incipient,5,before,Az,0.12046907
incipient,5,after,Az,-0.064848005
incipient,5,before,Ae,0.18994092
incipient,5,after,Ae,0.28038961
incipient,5,before,Kz,0.087014922
incipient,5,after,Kz,-0.092979563
incipient,5,before,Ke,0.22779181
incipient,5,after,Ke,0.31503831
incipient,5,before,Cz,0.62591726
incipient,5,after,Cz,0.63240109
incipient,5,before,Ca,0.094798598
incipient,5,after,Ca,0.19609979
incipient,5,before,Ck,-0.52915015
incipient,5,after,Ck,-0.50541192
incipient,5,before,Ce,-0.088095046
incipient,5,after,Ce,0.026966328
incipient,5,before,BAz,0.030955428
incipient,5,after,BAz,0.056369483
incipient,5,before,BAe,0.11006128
incipient,5,after,BAe,0.061962196
incipient,5,before,BKz,-0.12478236
incipient,5,after,BKz,-0.12218481
incipient,5,before,BKe,-0.4074739
incipient,5,after,BKe,-0.36465695
incipient,5,before,BΦZ,0.024081332
incipient,5,after,BΦZ,-0.058101128
incipient,5,before,BΦE,-0.10332999
incipient,5,after,BΦE,0.24051016
incipient,5,before,Gz,0.31409141
incipient,5,after,Gz,0.37662431
incipient,5,before,Ge,-0.30542043
incipient,5,after,Ge,-0.1901273
incipient,5,before,∂Az/∂t (finite diff.),-0.16582762
incipient,5,after,∂Az/∂t (finite diff.),-0.32403407
incipient,5,before,∂Ae/∂t (finite diff.),-0.27294865
incipient,5,after,∂Ae/∂t (finite diff.),-0.12614376
incipient,5,before,∂Kz/∂t (finite diff.),-0.32519515
incipient,5,after,∂Kz/∂t (finite diff.),-0.41748747
incipient,5,before,∂Ke/∂t (finite diff.),0.18358924
incipient,5,after,∂Ke/∂t (finite diff.),0.30260673
incipient,5,before,RGz,0.26768047
incipient,5,after,RGz,0.23473224
incipient,5,before,RKz,-0.026810639
incipient,5,after,RKz,-0.075383223
incipient,5,before,RGe,-0.31577855
incipient,5,after,RGe,-0.2561844
incipient,5,before,RKe,0.12033786
incipient,5,after,RKe,0.1286834
incipient,6,before,Az,-0.19603915
incipient,6,after,Az,-0.078209323
incipient,6,before,Ae,0.11037355
incipient,6,after,Ae,-0.12690181
incipient,6,before,Kz,-0.2554976
incipient,6,after,Kz,-0.21631544
incipient,6,before,Ke,0.31719489
incipient,6,after,Ke,0.035693517
incipient,6,before,Cz,-0.22195457
incipient,6,after,Cz,-0.02419074
incipient,6,before,Ca,0.027278847
incipient,6,after,Ca,0.045511507
incipient,6,before,Ck,-0.25022041
incipient,6,after,Ck,-0.45227398
incipient,6,before,Ce,-0.18194233
incipient,6,after,Ce,-0.44279946
incipient,6,before,BAz,-0.24041243
incipient,6,after,BAz,-0.037178915
incipient,6,before,BAe,-0.12650198
incipient,6,after,BAe,-0.39248246
incipient,6,before,BKz,0.016981765
incipient,6,after,BKz,0.10536519
incipient,6,before,BKe,0.4444247
incipient,6,after,BKe,0.36278268
incipient,6,before,BΦZ,-0.22565549
incipient,6,after,BΦZ,-0.12109567
incipient,6,before,BΦE,-0.22894872
incipient,6,after,BΦE,-0.29674245
incipient,6,before,Gz,-0.16791925
incipient,6,after,Gz,-0.084792984
incipient,6,before,Ge,-0.39322507
incipient,6,after,Ge,-0.53781493
incipient,6,before,∂Az/∂t (finite diff.),0.43394632
incipient,6,after,∂Az/∂t (finite diff.),0.34153705
incipient,6,before,∂Ae/∂t (finite diff.),-0.24241086
incipient,6,after,∂Ae/∂t (finite diff.),-0.21192782
incipient,6,before,∂Kz/∂t (finite diff.),0.18362672
incipient,6,after,∂Kz/∂t (finite diff.),0.058469031
incipient,6,before,∂Ke/∂t (finite diff.),0.14500481
incipient,6,after,∂Ke/∂t (finite diff.),0.014721457
incipient,6,before,RGz,0.3746521
incipient,6,after,RGz,0.2972725
incipient,6,before,RKz,0.12044849
incipient,6,after,RKz,-0.0043710458
incipient,6,before,RGe,-0.14715616
incipient,6,after,RGe,-0.14181467
incipient,6,before,RKe,-0.37483341
incipient,6,after,RKe,-0.37355622
incipient,7,before,Az,0.02198293
incipient,7,after,Az,0.039519845
incipient,7,before,Ae,-0.0030123357
incipient,7,after,Ae,-0.0063326327
incipient,7,before,Kz,0.048858073
incipient,7,after,Kz,0.08539327
incipient,7,before,Ke,-0.1781014
incipient,7,after,Ke,-0.12278385
incipient,7,before,Cz,0.38357236
incipient,7,after,Cz,0.38243849
incipient,7,before,Ca,-0.076740137
incipient,7,after,Ca,-0.12371191
incipient,7,before,Ck,0.46627384
incipient,7,after,Ck,0.51502777
incipient,7,before,Ce,-0.14966331
incipient,7,after,Ce,-0.12475175
incipient,7,before,BAz,0.19075974
incipient,7,after,BAz,0.16469629
incipient,7,before,BAe,0.088083428
incipient,7,after,BAe,0.15457861
incipient,7,before,BKz,-0.18158102
incipient,7,after,BKz,-0.12173262
incipient,7,before,BKe,0.62684283
incipient,7,after,BKe,0.60104779
incipient,7,before,BΦZ,0.064010522
incipient,7,after,BΦZ,-0.01215973
incipient,7,before,BΦE,0.077322966
incipient,7,after,BΦE,0.12874411
incipient,7,before,Gz,0.3218338
incipient,7,after,Gz,0.34584777
incipient,7,before,Ge,-0.22766946
incipient,7,after,Ge,-0.18162155
incipient,7,before,∂Az/∂t (finite diff.),-0.089797681
incipient,7,after,∂Az/∂t (finite diff.),0.010112275
incipient,7,before,∂Ae/∂t (finite diff.),0.067388195
incipient,7,after,∂Ae/∂t (finite diff.),0.089245329
incipient,7,before,∂Kz/∂t (finite diff.),-0.0064982404
incipient,7,after,∂Kz/∂t (finite diff.),0.038865313
incipient,7,before,∂Ke/∂t (finite diff.),0.27768895
incipient,7,after,∂Ke/∂t (finite diff.),0.25660712
incipient,7,before,RGz,-0.0027180051
incipient,7,after,RGz,0.049855335
incipient,7,before,RKz,0.029124889
incipient,7,after,RKz,-0.004938804
incipient,7,before,RGe,-0.14719029
incipient,7,after,RGe,-0.13636619
incipient,7,before,RKe,-0.054785394
incipient,7,after,RKe,-0.061284718
incipient,8,before,Az,0.090018935
incipient,8,after,Az,0.051637316
incipient,8,before,Ae,0.084286806
incipient,8,after,Ae,0.12968994
incipient,8,before,Kz,0.080640527
incipient,8,after,Kz,0.067480464
incipient,8,before,Ke,0.091216702
incipient,8,after,Ke,0.18892404
incipient,8,before,Cz,-0.033571611
incipient,8,after,Cz,-0.13452216
incipient,8,before,Ca,-0.0095133354
incipient,8,after,Ca,0.038515256
incipient,8,before,Ck,-0.14308114
incipient,8,after,Ck,-0.19285367
incipient,8,before,Ce,-0.022091429
incipient,8,after,Ce,-0.028887866
incipient,8,before,BAz,-0.15731701
incipient,8,after,BAz,-0.11789757
incipient,8,before,BAe,0.24254639
incipient,8,after,BAe,0.12890015
incipient,8,before,BKz,0.17816409
incipient,8,after,BKz,0.21672183
incipient,8,before,BKe,-0.03180338
incipient,8,after,BKe,0.031358674
incipient,8,before,BΦZ,-0.044451824
incipient,8,after,BΦZ,-0.12870896
incipient,8,before,BΦE,-0.043473073
incipient,8,after,BΦE,0.1264475
incipient,8,before,Gz,0.0064639088
incipient,8,after,Gz,-0.078690349
incipient,8,before,Ge,0.09104633
incipient,8,after,Ge,0.031057827
incipient,8,before,∂Az/∂t (finite diff.),0.12372301
incipient,8,after,∂Az/∂t (finite diff.),0.24914683
incipient,8,before,∂Ae/∂t (finite diff.),0.72215788
incipient,8,after,∂Ae/∂t (finite diff.),0.70074286
incipient,8,before,∂Kz/∂t (finite diff.),0.0996612
incipient,8,after,∂Kz/∂t (finite diff.),0.1988054
incipient,8,before,∂Ke/∂t (finite diff.),0.58188553
incipient,8,after,∂Ke/∂t (finite diff.),0.53240573
incipient,8,before,RGz,0.20209112
incipient,8,after,RGz,0.22792964
incipient,8,before,RKz,-0.087699272
incipient,8,after,RKz,-0.065882588
incipient,8,before,RGe,0.10227527
incipient,8,after,RGe,0.19088113
incipient,8,before,RKe,0.15348798
incipient,8,after,RKe,0.079588328
intensification,1,before,Az,0.22602982
intensification,1,after,Az,0.20935922
intensification,1,before,Ae,0.74827602
intensification,1,after,Ae,0.7090194
intensification,1,before,Kz,0.35250404
intensification,1,after,Kz,0.28994027
intensification,1,before,Ke,0.74439211
intensification,1,after,Ke,0.73489833
intensification,1,before,Cz,-0.32559767
intensification,1,after,Cz,-0.28427572
intensification,1,before,Ca,0.9062699
intensification,1,after,Ca,0.89019953
intensification,1,before,Ck,-0.51424019
intensification,1,after,Ck,-0.1938638
intensification,1,before,Ce,0.89002117
intensification,1,after,Ce,0.85151498
intensification,1,before,BAz,0.38743762
intensification,1,after,BAz,0.38380877
intensification,1,before,BAe,-0.037420312
intensification,1,after,BAe,-0.08214271
intensification,1,before,BKz,-0.53136062
intensification,1,after,BKz,-0.62881907
intensification,1,before,BKe,0.29461301
intensification,1,after,BKe,0.32494275
intensification,1,before,BΦZ,0.546203
intensification,1,after,BΦZ,0.66226469
intensification,1,before,BΦE,0.43573155
intensification,1,after,BΦE,-0.78684839
intensification,1,before,Gz,-0.27053361
intensification,1,after,Gz,-0.24548747
intensification,1,before,Ge,0.66698889
intensification,1,after,Ge,0.64155592
intensification,1,before,∂Az/∂t (finite diff.),-0.34067109
intensification,1,after,∂Az/∂t (finite diff.),-0.25152273
intensification,1,before,∂Ae/∂t (finite diff.),0.23616871
intensification,1,after,∂Ae/∂t (finite diff.),0.24147356
intensification,1,before,∂Kz/∂t (finite diff.),0.18863978
intensification,1,after,∂Kz/∂t (finite diff.),0.26938668
intensification,1,before,∂Ke/∂t (finite diff.),0.42249489
intensification,1,after,∂Ke/∂t (finite diff.),0.3984256
intensification,1,before,RGz,-0.53885033
intensification,1,after,RGz,-0.075508707
intensification,1,before,RKz,0.60322525
intensification,1,after,RKz,0.65717283
intensification,1,before,RGe,0.77238721
intensification,1,after,RGe,0.30178719
intensification,1,before,RKe,-0.89093891
intensification,1,after,RKe,-0.85965857
intensification,2,before,Az,-0.24628651
intensification,2,after,Az,-0.41939369
intensification,2,before,Ae,0.16695201
intensification,2,after,Ae,0.24694317
intensification,2,before,Kz,0.11174497
intensification,2,after,Kz,-0.052087124
intensification,2,before,Ke,-0.12209916
intensification,2,after,Ke,0.11218062
intensification,2,before,Cz,-0.35067837
intensification,2,after,Cz,-0.57822064
intensification,2,before,Ca,-0.15042378
intensification,2,after,Ca,-0.17925055
intensification,2,before,Ck,0.16764208
intensification,2,after,Ck,0.5908345
intensification,2,before,Ce,0.17353839
intensification,2,after,Ce,0.32978624
intensification,2,before,BAz,-0.58830938
intensification,2,after,BAz,-0.67150426
intensification,2,before,BAe,0.53823283
intensification,2,after,BAe,0.60070734
intensification,2,before,BKz,-0.3139416
intensification,2,after,BKz,0.011768697
intensification,2,before,BKe,-0.27966749
intensification,2,after,BKe,0.13368928
intensification,2,before,BΦZ,0.68419357
intensification,2,after,BΦZ,0.017402208
intensification,2,before,BΦE,0.73841235
intensification,2,after,BΦE,0.10701426
intensification,2,before,Gz,0.060737118
intensification,2,after,Gz,-0.099846349
intensification,2,before,Ge,0.16167677
intensification,2,after,Ge,0.39128978
intensification,2,before,∂Az/∂t (finite diff.),0.38309047
intensification,2,after,∂Az/∂t (finite diff.),0.094452365
intensification,2,before,∂Ae/∂t (finite diff.),-0.31180169
intensification,2,after,∂Ae/∂t (finite diff.),-0.3301855
intensification,2,before,∂Kz/∂t (finite diff.),0.38055817
intensification,2,after,∂Kz/∂t (finite diff.),0.037461524
intensification,2,before,∂Ke/∂t (finite diff.),-0.38237309
intensification,2,after,∂Ke/∂t (finite diff.),-0.092301836
intensification,2,before,RGz,0.49185278
intensification,2,after,RGz,0.22665538
intensification,2,before,RKz,0.35911701
intensification,2,after,RKz,-0.030458628
intensification,2,before,RGe,-0.29067316
intensification,2,after,RGe,-0.076611032
intensification,2,before,RKe,0.13496339
intensification,2,after,RKe,0.078072584
intensification,3,before,Az,-0.034011494
intensification,3,after,Az,-0.06114875
intensification,3,before,Ae,-0.24299398
intensification,3,after,Ae,-0.20115167
intensification,3,before,Kz,-0.34683922
intensification,3,after,Kz,-0.16252587
intensification,3,before,Ke,-0.0108937
intensification,3,after,Ke,-0.22120038
intensification,3,before,Cz,0.5042374
intensification,3,after,Cz,0.19008188
intensification,3,before,Ca,0.078780159
intensification,3,after,Ca,-0.099442847
intensification,3,before,Ck,-0.34567343
intensification,3,after,Ck,-0.2345785
intensification,3,before,Ce,-0.14769958
intensification,3,after,Ce,-0.15209881
intensification,3,before,BAz,0.21796039
intensification,3,after,BAz,-0.19425554
intensification,3,before,BAe,-0.41993181
intensification,3,after,BAe,0.012452201
intensification,3,before,BKz,-0.61266074
intensification,3,after,BKz,-0.61854966
intensification,3,before,BKe,-0.1485862
intensification,3,after,BKe,-0.37881715
intensification,3,before,BΦZ,-0.18226517
intensification,3,after,BΦZ,0.65940231
intensification,3,before,BΦE,-0.2343151
intensification,3,after,BΦE,0.027011841
intensification,3,before,Gz,0.34297336
intensification,3,after,Gz,0.24576273
intensification,3,before,Ge,-0.030490168
intensification,3,after,Ge,-0.086010033
intensification,3,before,∂Az/∂t (finite diff.),0.54496469
intensification,3,after,∂Az/∂t (finite diff.),0.69077671
intensification,3,before,∂Ae/∂t (finite diff.),0.18546123
intensification,3,after,∂Ae/∂t (finite diff.),-0.0058852669
intensification,3,before,∂Kz/∂t (finite diff.),0.52148441
intensification,3,after,∂Kz/∂t (finite diff.),0.65944426
intensification,3,before,∂Ke/∂t (finite diff.),-0.092652373
intensification,3,after,∂Ke/∂t (finite diff.),-0.35021503
intensification,3,before,RGz,0.41520481
intensification,3,after,RGz,0.71005499
intensification,3,before,RKz,0.62858127
intensification,3,after,RKz,0.71125576
intensification,3,before,RGe,0.20977089
intensification,3,after,RGe,-0.11455841
intensification,3,before,RKe,-0.072249312
intensification,3,after,RKe,0.16365338
intensification,4,before,Az,0.79238409
intensification,4,after,Az,0.6752528
intensification,4,before,Ae,-0.15824896
intensification,4,after,Ae,0.07513847
intensification,4,before,Kz,0.6545116
intensification,4,after,Kz,0.73405899
intensification,4,before,Ke,-0.37220017
intensification,4,after,Ke,-0.26271447
intensification,4,before,Cz,-0.094658275
intensification,4,after,Cz,-0.34188619
intensification,4,before,Ca,0.10597122
intensification,4,after,Ca,0.14215995
intensification,4,before,Ck,-0.17648682
intensification,4,after,Ck,-0.061683833
intensification,4,before,Ce,-0.10546068
intensification,4,after,Ce,0.039524871
intensification,4,before,BAz,0.31858127
intensification,4,after,BAz,0.075803105
intensification,4,before,BAe,0.20410582
intensification,4,after,BAe,0.53466751
intensification,4,before,BKz,0.021452481
intensification,4,after,BKz,0.12240291
intensification,4,before,BKe,-0.3743645
intensification,4,after,BKe,-0.32077077
intensification,4,before,BΦZ,0.074024029
intensification,4,after,BΦZ,0.1227261
intensification,4,before,BΦE,-0.063392077
intensification,4,after,BΦE,0.11735008
intensification,4,before,Gz,-0.3471023
intensification,4,after,Gz,-0.43505429
intensification,4,before,Ge,-0.2764929
intensification,4,after,Ge,-0.19967293
intensification,4,before,∂Az/∂t (finite diff.),0.11574905
intensification,4,after,∂Az/∂t (finite diff.),-0.020923689
intensification,4,before,∂Ae/∂t (finite diff.),0.30967533
intensification,4,after,∂Ae/∂t (finite diff.),0.16215433
intensification,4,before,∂Kz/∂t (finite diff.),0.39617419
intensification,4,after,∂Kz/∂t (finite diff.),0.2613377
intensification,4,before,∂Ke/∂t (finite diff.),-0.20309344
intensification,4,after,∂Ke/∂t (finite diff.),-0.14091189
intensification,4,before,RGz,-0.28170778
intensification,4,after,RGz,-0.2489224
intensification,4,before,RKz,0.13942356
intensification,4,after,RKz,0.030219769
intensification,4,before,RGe,-0.23053683
intensification,4,after,RGe,-0.66555577
intensification,4,before,RKe,0.15148449
intensification,4,after,RKe,0.17664419
intensification,5,before,Az,0.12907489
intensification,5,after,Az,-0.14757801
intensification,5,before,Ae,0.20476729
intensification,5,after,Ae,0.39877626
intensification,5,before,Kz,0.27155516
intensification,5,after,Kz,0.061362739
intensification,5,before,Ke,0.05146279
intensification,5,after,Ke,0.23484686
intensification,5,before,Cz,0.60696263
intensification,5,after,Cz,0.17415215
intensification,5,before,Ca,0.037945584
intensification,5,after,Ca,0.15729824
intensification,5,before,Ck,-0.26063363
intensification,5,after,Ck,-0.58051127
intensification,5,before,Ce,0.045884324
intensification,5,after,Ce,0.00922711
intensification,5,before,BAz,0.095208858
intensification,5,after,BAz,-0.2489323
intensification,5,before,BAe,0.22959495
intensification,5,after,BAe,0.12615439
intensification,5,before,BKz,0.027826091
intensification,5,after,BKz,0.078935084
intensification,5,before,BKe,-0.34765129
intensification,5,after,BKe,-0.36106763
intensification,5,before,BΦZ,0.20792903
intensification,5,after,BΦZ,-0.13502677
intensification,5,before,BΦE,0.10863916
intensification,5,after,BΦE,-0.15850708
intensification,5,before,Gz,0.63438252
intensification,5,after,Gz,0.24593826
intensification,5,before,Ge,0.035973738
intensification,5,after,Ge,-0.15919118
intensification,5,before,∂Az/∂t (finite diff.),-0.26016118
intensification,5,after,∂Az/∂t (finite diff.),-0.20605017
intensification,5,before,∂Ae/∂t (finite diff.),0.024276075
intensification,5,after,∂Ae/∂t (finite diff.),-0.32939382
intensification,5,before,∂Kz/∂t (finite diff.),-0.3062719
intensification,5,after,∂Kz/∂t (finite diff.),-0.37086572
intensification,5,before,∂Ke/∂t (finite diff.),0.17720329
intensification,5,after,∂Ke/∂t (finite diff.),0.083615914
intensification,5,before,RGz,0.18108053
intensification,5,after,RGz,0.42713246
intensification,5,before,RKz,-0.12857487
intensification,5,after,RKz,-0.092254632
intensification,5,before,RGe,-0.14398821
intensification,5,after,RGe,-0.45903342
intensification,5,before,RKe,0.087025156
intensification,5,after,RKe,-0.084509583
intensification,6,before,Az,0.088700821
intensification,6,after,Az,0.1562409
intensification,6,before,Ae,-0.066712773
intensification,6,after,Ae,0.063975519
intensification,6,before,Kz,0.040385023
intensification,6,after,Kz,0.16648212
intensification,6,before,Ke,-0.0071774239
intensification,6,after,Ke,0.049395276
intensification,6,before,Cz,0.050079643
intensification,6,after,Cz,0.49057811
intensification,6,before,Ca,-0.17348733
intensification,6,after,Ca,-0.064346763
intensification,6,before,Ck,0.40177366
intensification,6,after,Ck,0.1983404
intensification,6,before,Ce,0.14110806
intensification,6,after,Ce,0.16319932
intensification,6,before,BAz,-0.05347699
intensification,6,after,BAz,0.11051788
intensification,6,before,BAe,0.51913389
intensification,6,after,BAe,0.44081437
intensification,6,before,BKz,-0.038279665
intensification,6,after,BKz,-0.067901423
intensification,6,before,BKe,0.36024799
intensification,6,after,BKe,0.019347356
intensification,6,before,BΦZ,-0.18844068
intensification,6,after,BΦZ,-0.034528992
intensification,6,before,BΦE,-0.15036965
intensification,6,after,BΦE,0.37087602
intensification,6,before,Gz,0.183473
intensification,6,after,Gz,0.56867941
intensification,6,before,Ge,0.3071443
intensification,6,after,Ge,0.30863125
intensification,6,before,∂Az/∂t (finite diff.),0.093385223
intensification,6,after,∂Az/∂t (finite diff.),-0.078640688
intensification,6,before,∂Ae/∂t (finite diff.),0.54606181
intensification,6,after,∂Ae/∂t (finite diff.),0.43501806
intensification,6,before,∂Kz/∂t (finite diff.),0.26304827
intensification,6,after,∂Kz/∂t (finite diff.),0.012482339
intensification,6,before,∂Ke/∂t (finite diff.),0.40683392
intensification,6,after,∂Ke/∂t (finite diff.),0.41820592
intensification,6,before,RGz,0.08972617
intensification,6,after,RGz,0.15547707
intensification,6,before,RKz,0.019572308
intensification,6,after,RKz,-0.036685929
intensification,6,before,RGe,-0.063046899
intensification,6,after,RGe,-0.0017671392
intensification,6,before,RKe,0.034789632
intensification,6,after,RKe,0.14394977
intensification,7,before,Az,0.069780763
intensification,7,after,Az,0.089338567
intensification,7,before,Ae,-0.045066582
intensification,7,after,Ae,0.04186032
intensification,7,before,Kz,0.23281467
intensification,7,after,Kz,0.294189
intensification,7,before,Ke,-0.14954096
intensification,7,after,Ke,-0.099217048
intensification,7,before,Cz,0.21343726
intensification,7,after,Cz,0.18821334
intensification,7,before,Ca,-0.052105062
