0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,version,cluster
-1.6866093,-4.4922297,-5.6825227,-3.326396,0.78571683,1.6933716,1.1324756,0.53587703,266512.62,409595.74,438121.58,304949,-0.29972529,3.0125485,1.354095,0.16139499,1.3023339,1.9494314,-1.0083728,-1.2080547,3.1154104,2.5259814,-0.27061769,0.21963407,before,1
-3.838244,-8.3859842,-11.628082,-4.8037629,1.3344672,3.047016,1.9715057,0.60945661,385887.02,720979.68,815885.76,373661.67,0.58974876,5.4516017,2.069038,0.054796226,2.9697355,7.0673475,-2.4360966,-2.8584752,3.4931359,1.2586798,-1.3721908,0.097682257,before,2
-1.279274,-6.0101196,-12.406237,-11.838342,0.48275744,2.0136108,2.9918396,2.1066846,249957.94,487454.16,901493.86,923215.48,0.36419994,3.8929125,3.3825586,1.392868,1.07827,4.6050071,4.9926449,-3.1846942,2.2670743,1.2291798,-1.4980259,-1.5495128,before,3
-5.8656308,-13.43277,-20.245292,-9.0930506,1.6314345,3.6763376,3.4454155,1.5253913,428247.48,910074.82,1496478.7,822379.83,1.1452239,6.7634334,4.2122852,0.91596157,4.5571338,10.515066,3.0947734,-5.5917662,2.3133233,0.35129277,-4.1862442,-1.5826075,before,4
0.65368236,-0.13095683,-2.7022565,-1.9702665,2.3248788,5.3849886,3.951634,1.8489058,266513.04,409596.39,438122.25,304949.47,-0.29971961,3.012546,1.3540988,0.16139394,1.3023353,1.9494312,-1.0083731,-1.2080548,3.1154007,2.5259853,-0.27060905,0.21963785,after,1
-0.25076798,-0.8000594,-6.7567106,-3.3221274,3.6817935,8.8315088,6.3840022,2.0841228,385887.63,720980.83,815887.05,373662.26,0.58975034,5.4516036,2.0690374,0.05479377,2.9697348,7.0673457,-2.4360926,-2.8584753,3.4931362,1.2586812,-1.3721763,0.097689045,after,2
0.77860444,-0.41895377,-5.7687614,-7.1406375,1.2518793,5.6073778,8.5567293,6.3264993,249958.34,487454.93,901495.32,923216.96,0.36420334,3.8929146,3.3825694,1.3928647,1.0782666,4.605009,4.9926384,-3.1846972,2.2670684,1.2291861,-1.4980257,-1.5495002,after,3
-1.8279358,-3.9449002,-11.142753,-5.4024636,4.2551212,10.119759,10.160467,4.7202891,428248.14,910076.28,1496481.1,822381.13,1.1452351,6.7634266,4.2122957,0.91595486,4.557139,10.515061,3.0947688,-5.5917617,2.3133162,0.35128961,-4.186228,-1.5825968,after,4
